# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
1600,tilt_static,0.641113,0.045166,0.795410,43.683,0.106870,1.045802,-0.038168,223,-62,391
1620,tilt_static,0.636963,0.048828,0.790771,43.727,0.320611,0.954198,-0.167939,223,-61,391
1640,tilt_static,0.637939,0.052734,0.798828,43.721,0.198473,1.030534,-0.091603,223,-61,391
1660,tilt_static,0.636719,0.056396,0.794922,43.715,0.160305,0.946565,0.076336,223,-61,391
1680,tilt_static,0.644775,0.051758,0.795166,43.727,0.213740,1.007634,-0.106870,223,-61,391
1700,tilt_static,0.639648,0.053955,0.795654,43.701,0.206107,0.908397,-0.114504,224,-62,391
1720,tilt_static,0.636475,0.051025,0.795410,43.692,0.229008,0.908397,-0.129771,224,-62,391
1740,tilt_static,0.639160,0.055908,0.797607,43.706,0.213740,0.961832,-0.091603,224,-62,391
1761,tilt_static,0.640869,0.053223,0.791748,43.727,0.137405,0.961832,-0.167939,223,-62,392
1780,tilt_static,0.638672,0.053711,0.794189,43.689,0.145038,0.984733,-0.145038,223,-62,392
1800,tilt_static,0.638428,0.051270,0.794678,43.715,0.145038,1.083969,-0.083969,223,-62,392
1820,tilt_static,0.637451,0.049805,0.791992,43.698,0.244275,0.977099,-0.175573,223,-62,393
1840,tilt_static,0.635498,0.049805,0.792969,43.730,0.183206,1.030534,-0.145038,223,-62,393
1860,tilt_static,0.636719,0.052979,0.798096,43.727,0.259542,0.916031,-0.061069,223,-62,393
1880,tilt_static,0.633301,0.049805,0.796875,43.712,0.198473,0.961832,-0.061069,223,-62,393
1900,tilt_static,0.639160,0.048584,0.795166,43.736,0.221374,0.931298,-0.152672,222,-62,391
1920,tilt_static,0.640869,0.052246,0.797852,43.704,0.221374,0.839695,-0.160305,222,-62,391
1940,tilt_static,0.638428,0.050537,0.792725,43.727,0.244275,0.847328,0.000000,222,-62,391
