t,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1593.009,1.0056,-0.0168,0.0601,0.771,1.008,0.015,41.71
1593.034,1.0068,-0.0178,0.0637,0.58,1.206,0.229,41.61
1593.059,1.0071,-0.022,0.0566,0.817,1.13,-0.031,41.75
1593.084,1.0056,-0.0164,0.0623,0.443,1.328,0.305,41.75
1593.109,1.0073,-0.0154,0.0581,0.695,1.13,-0.015,41.8
1593.134,1.0076,-0.0198,0.0642,0.74,1.321,0.076,41.94
1593.159,1.0093,-0.0198,0.0603,0.672,1.382,0.168,41.75
1593.184,1.0098,-0.0178,0.0647,0.588,1.275,0.374,41.89
1593.209,1.0066,-0.0205,0.0586,0.672,0.962,0.023,41.94
1593.234,1.0076,-0.0198,0.0586,0.649,0.855,0.176,41.75
1593.259,1.0024,-0.0166,0.0542,0.466,1.015,0.053,41.47
1593.284,1.0056,-0.0149,0.0618,0.718,1.122,0.053,41.75
1593.309,1.0046,-0.012,0.0527,0.939,1.389,-0.046,41.8
1593.334,1.0059,-0.0132,0.062,0.672,1.168,-0.053,41.8
1593.359,1.0063,-0.0188,0.0647,0.802,0.771,-0.099,41.94
1593.384,1.0029,-0.0151,0.0627,0.443,1.053,0.115,41.89
1593.409,1.0054,-0.0156,0.0654,0.58,1.328,0.053,41.75
1593.434,1.0095,-0.0139,0.064,0.58,1.168,0.237,41.75
1593.459,1.0046,-0.0205,0.0608,0.557,1.344,0.046,41.71
1593.484,1.0071,-0.0176,0.0562,0.649,1.176,0.122,41.89
1593.509,1.0098,-0.0188,0.0576,0.588,0.977,0.344,41.61
1593.534,1.0042,-0.0203,0.0605,0.504,1.298,-0.031,41.75
1593.559,1.0078,-0.0176,0.0679,0.626,0.954,0.107,41.75
1593.584,1.0068,-0.0195,0.0583,0.641,0.908,0.107,41.75
1593.609,1.0042,-0.0146,0.0686,0.763,1.603,0.45,41.94
1593.634,1.0083,-0.0188,0.064,0.626,1.168,0.038,41.75
1593.659,1.0046,-0.0205,0.0588,0.771,1.069,0.084,41.89
1593.684,1.0044,-0.0173,0.0642,0.527,1.053,-0.038,41.89
1593.709,1.0085,-0.019,0.063,0.611,1.275,-0.061,41.75
1593.734,1.0095,-0.0178,0.0618,0.55,1.076,0.176,41.8
1593.759,1.0085,-0.0151,0.0642,0.679,0.84,-0.252,41.75
1593.784,1.0049,-0.0178,0.0583,0.412,1.275,-0.191,41.94
1593.809,1.0088,-0.0188,0.061,0.58,1.015,0.115,41.71
1593.834,1.0083,-0.0195,0.0671,0.771,0.901,-0.084,41.61
1593.859,1.0066,-0.0186,0.0669,0.74,1.198,0.046,41.8
1593.884,1.0054,-0.0151,0.0605,0.649,0.893,0.031,41.94
1593.909,1.0039,-0.0168,0.0649,0.779,1.031,0.023,41.8
1593.934,1.0068,-0.0173,0.0671,0.565,0.924,-0.092,41.94
1593.959,1.0049,-0.0161,0.0645,0.794,1.031,0.176,41.8
1593.984,1.0066,-0.0195,0.0664,0.504,1.267,0.0,41.99
1594.009,1.0068,-0.0181,0.0605,0.603,1.099,0.198,41.89
1594.034,1.0112,-0.0186,0.0632,0.397,1.092,0.046,41.8
1594.059,1.0037,-0.0188,0.0625,0.824,1.16,0.053,41.75
