t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
2.248,-0.17,-0.0,-0.23,-0.01,0.001,0.05,27.41
2.298,-0.07,0.01,1.47,-0.12,-0.014,0.02,27.4
2.348,-0.37,0.01,-1.26,0.18,-0.083,0.012,27.36
2.398,-0.61,0.01,-1.63,-0.03,-0.029,0.18,27.41
2.448,-0.62,0.01,-1.13,-0.04,0.039,-0.095,27.39
2.498,-0.51,0.02,4.09,0.05,0.047,0.004,27.38
2.548,-0.55,0.04,0.61,0.27,0.055,0.035,27.4
2.598,-0.58,0.03,0.51,-0.13,0.123,0.104,27.42
2.648,-0.45,0.01,1.77,-0.15,0.001,-0.003,27.4
2.698,-0.53,0.01,-0.85,-0.23,-0.014,0.065,27.4
2.748,-0.42,-0.0,-1.61,0.04,0.001,0.012,27.39
2.798,-0.48,-0.01,-2.29,0.09,-0.029,-0.049,27.42
2.848,-0.33,-0.0,0.84,-0.01,0.055,-0.019,27.4
2.898,-0.33,0.0,-2.95,0.12,0.085,-0.019,27.39
2.948,-0.14,-0.01,-1.36,0.02,0.039,-0.026,27.39
2.998,-0.24,-0.02,0.06,-0.25,0.047,0.104,27.39
3.048,-0.24,-0.02,-0.18,-0.01,0.024,0.027,27.37
3.098,-0.26,-0.01,-0.34,0.18,0.009,0.012,27.38
3.148,-0.16,0.0,3.42,0.13,-0.014,0.05,27.39
3.198,-0.03,-0.0,3.22,-0.09,0.169,-0.011,27.39
3.248,-0.07,0.01,-1.74,0.05,-0.014,-0.003,27.39
3.298,0.21,-0.01,0.72,0.21,0.016,-0.095,27.39
3.348,0.06,-0.01,2.16,0.04,-0.014,0.02,27.38
3.398,0.17,0.0,0.17,-0.1,0.093,-0.003,27.38
3.448,0.27,-0.01,0.1,0.14,0.001,0.004,27.41
3.498,0.3,-0.0,1.21,-0.04,-0.037,0.126,27.39
3.548,0.4,0.01,0.1,-0.22,0.039,-0.041,27.38
3.598,0.33,0.02,1.33,0.27,-0.029,-0.003,27.38
3.648,0.2,0.02,-0.47,-0.13,-0.075,-0.026,27.39
3.698,0.17,0.02,2.02,-0.16,0.039,-0.011,27.4
3.748,0.23,-0.0,-2.77,-0.3,-0.022,0.065,27.36
3.798,0.12,-0.0,-1.44,-0.04,0.055,-0.118,27.39
3.848,0.07,-0.01,-0.55,0.24,0.039,0.012,27.34
3.898,-0.07,-0.01,-0.52,-0.18,0.039,-0.049,27.4
3.948,-0.13,-0.01,-2.82,0.07,0.1,-0.057,27.38
3.998,-0.14,-0.02,0.83,-0.26,0.009,0.027,27.36
4.048,-0.12,-0.02,0.89,0.2,-0.006,-0.049,27.39
4.098,-0.05,-0.01,0.77,0.01,0.016,0.035,27.39
4.148,0.21,-0.0,0.73,-0.09,-0.098,0.05,27.4
4.198,0.35,-0.01,1.73,-0.09,0.055,-0.064,27.36
4.248,0.29,-0.01,3.4,-0.09,0.009,-0.011,27.41
4.298,0.37,0.0,-0.13,0.03,-0.052,-0.041,27.39
4.348,0.45,-0.01,0.85,0.13,-0.014,0.02,27.36
4.398,0.41,-0.01,2.9,0.29,0.016,0.05,27.37
4.448,0.41,0.01,2.57,0.12,-0.067,0.065,27.4
4.498,0.31,0.02,2.01,-0.26,0.047,0.065,27.37
4.548,0.27,0.02,-0.07,-0.04,0.009,-0.026,27.41
4.598,0.17,0.03,-1.23,0.35,0.024,-0.049,27.4
4.648,0.06,0.03,1.25,-0.12,0.009,0.004,27.39
4.698,-0.03,0.03,-1.85,0.15,-0.029,0.035,27.38
4.748,0.13,0.03,2.16,0.08,-0.075,0.043,27.38
4.798,0.13,0.03,-2.25,-0.08,0.039,-0.064,27.39
4.848,-0.03,0.02,-0.5,-0.01,0.001,0.073,27.37
4.898,-0.01,0.01,-2.42,-0.23,-0.014,-0.019,27.38
4.948,0.14,0.01,1.63,-0.34,-0.006,-0.034,27.39
4.998,0.05,0.01,-0.35,-0.08,0.009,0.111,27.37
5.048,0.12,0.01,1.08,-0.06,0.062,0.027,27.36
5.098,0.18,0.01,1.22,0.04,0.039,0.027,27.41
5.148,-0.05,0.01,0.37,0.16,0.07,0.073,27.38
5.198,-0.01,0.03,-2.12,0.11,-0.037,-0.034,27.37
5.248,0.05,0.01,3.19,-0.12,0.009,0.05,27.39
5.298,0.03,0.0,1.66,-0.08,0.047,0.104,27.37
5.348,0.18,0.02,0.98,0.07,0.039,-0.041,27.35
5.398,0.18,0.01,-2.4,-0.11,0.001,-0.003,27.36
5.448,0.37,0.0,1.9,-0.05,0.062,0.027,27.39
5.498,0.33,0.03,1.47,-0.22,-0.006,-0.041,27.38
5.548,0.14,0.02,0.9,0.14,0.093,0.012,27.39
5.598,0.21,0.02,-1.28,-0.14,-0.006,0.111,27.39
5.648,0.21,0.02,-1.4,-0.04,-0.029,-0.057,27.37
5.698,-0.12,0.01,-4.49,0.22,0.093,0.05,27.39
5.748,0.03,-0.0,-1.51,-0.1,-0.075,-0.034,27.39
5.798,0.03,0.01,4.9,-0.16,0.055,-0.057,27.39
5.848,0.01,0.0,-2.26,0.06,0.039,-0.08,27.39
5.898,0.18,0.02,2.84,0.14,0.024,-0.087,27.41
5.948,0.22,0.01,1.59,-0.05,-0.098,-0.087,27.4
5.998,0.08,0.01,-1.57,0.14,-0.014,0.02,27.38
6.048,0.06,0.02,-0.77,0.11,-0.029,0.119,27.39
6.098,-0.11,0.01,0.88,-0.02,0.001,0.05,27.39
6.148,-0.08,0.02,0.77,0.2,0.047,-0.064,27.38
6.198,-0.01,0.0,1.02,-0.18,-0.052,0.058,27.37
6.248,-0.14,0.0,-0.34,-0.15,0.016,-0.011,27.37
6.298,-0.17,-0.01,-1.09,-0.03,-0.029,0.02,27.4
6.348,0.05,-0.01,3.44,-0.08,0.108,0.012,27.38
6.398,0.15,-0.02,-0.01,-0.14,-0.098,-0.034,27.39
6.448,0.1,-0.02,1.8,-0.07,0.009,-0.003,27.38
6.498,0.0,-0.02,5.67,-0.06,0.001,-0.095,27.41
6.548,-0.01,-0.01,-0.35,-0.11,-0.052,-0.064,27.37
6.598,-0.15,-0.01,1.12,0.32,-0.045,0.027,27.41
6.648,-0.26,-0.04,1.55,-0.32,0.001,-0.125,27.39
6.698,-0.18,-0.04,-1.06,0.01,-0.052,-0.034,27.39
6.748,-0.23,-0.04,-0.43,-0.07,0.016,-0.003,27.39
6.798,-0.2,-0.03,1.0,0.2,-0.083,-0.003,27.37
6.848,-0.36,-0.01,1.02,-0.12,0.032,-0.118,27.38
6.898,-0.28,-0.01,-0.05,0.01,0.016,-0.003,27.39
6.948,-0.17,-0.02,-1.01,0.18,0.032,-0.034,27.39
6.998,-0.32,0.0,1.47,-0.13,-0.06,0.027,27.39
7.048,-0.49,0.01,-1.09,0.12,-0.083,0.035,27.39
7.098,-0.32,0.01,-0.23,0.31,-0.098,0.088,27.4
7.148,-0.28,0.02,-1.07,0.23,-0.052,0.027,27.39
7.198,-0.0,0.01,-3.03,0.39,0.001,0.035,27.38
7.248,-0.16,0.01,2.5,0.21,-0.014,-0.011,27.36
7.298,-0.13,0.01,-0.99,0.12,-0.006,0.02,27.36
7.348,-0.3,0.0,1.54,-0.27,-0.052,0.027,27.38
7.398,-0.34,0.0,0.95,0.4,-0.06,-0.034,27.39
7.448,-0.11,0.0,1.0,-0.04,-0.006,-0.08,27.36
7.498,-0.01,-0.01,1.16,0.1,-0.045,-0.057,27.39
7.548,-0.22,-0.01,0.58,0.02,0.009,0.081,27.37
7.598,-0.12,-0.03,-1.11,0.12,0.047,-0.011,27.39
7.648,-0.18,-0.02,1.88,0.3,0.024,-0.11,27.37
7.698,-0.19,-0.01,2.33,0.09,0.001,-0.011,27.37
7.748,-0.33,-0.0,-2.19,-0.01,0.001,-0.049,27.35
7.798,-0.32,0.0,0.12,-0.01,-0.029,-0.141,27.38
7.848,-0.25,-0.0,-0.62,0.1,0.085,-0.057,27.38
7.898,-0.15,0.01,1.25,-0.03,0.047,-0.003,27.38
7.948,-0.11,0.0,-3.62,-0.1,0.001,-0.064,27.38
7.998,0.02,0.01,4.42,0.3,-0.014,0.081,27.38
8.048,0.0,0.01,-1.57,0.34,0.001,-0.003,27.36
8.098,-0.1,0.02,-3.09,0.25,-0.022,0.012,27.38
8.148,-0.05,0.02,-0.69,0.15,0.024,-0.095,27.36
8.198,0.09,0.01,2.19,0.06,0.055,0.081,27.38
8.248,-0.11,0.01,-2.58,0.2,-0.022,0.081,27.39
8.298,0.02,0.0,1.33,0.1,-0.067,-0.08,27.38
8.348,0.09,0.02,1.47,0.3,-0.052,0.073,27.37
8.398,0.18,0.02,-0.68,0.19,-0.006,-0.019,27.37
8.448,0.19,-0.0,1.85,-0.43,0.024,-0.103,27.37
8.498,0.06,-0.0,-1.68,-0.2,0.009,0.081,27.37
8.548,0.07,-0.0,-0.32,0.11,0.001,0.073,27.37
8.598,0.03,0.01,1.71,-0.26,0.032,-0.026,27.37
8.648,-0.07,-0.0,-0.39,-0.11,0.047,0.081,27.37
8.698,-0.12,-0.01,-0.61,-0.22,0.047,0.012,27.37
8.748,-0.3,-0.01,-0.36,-0.01,0.047,-0.019,27.39
8.798,-0.2,-0.01,-1.45,0.1,0.024,-0.019,27.38
8.848,-0.27,-0.01,1.07,0.04,0.016,0.043,27.36
8.898,-0.16,-0.03,2.72,-0.09,-0.052,-0.072,27.36
8.948,-0.14,-0.04,1.11,-0.19,0.032,0.096,27.37
8.998,-0.24,-0.04,-0.94,-0.08,0.039,-0.034,27.36
9.048,-0.29,-0.04,-1.19,-0.2,-0.006,-0.148,27.36
9.098,-0.19,-0.02,5.15,-0.09,0.009,-0.041,27.39
9.148,-0.08,-0.01,-0.38,-0.07,-0.06,0.027,27.36
9.198,0.07,-0.02,2.38,-0.34,0.039,-0.049,27.37
9.248,0.23,-0.02,0.83,0.08,-0.022,-0.041,27.37
9.298,0.27,-0.03,-0.24,0.06,0.047,0.065,27.35
9.348,0.24,-0.02,1.47,-0.17,-0.029,-0.087,27.35
9.398,0.17,-0.03,1.85,0.03,0.016,-0.041,27.36
9.448,0.05,-0.01,-0.43,0.38,-0.006,0.004,27.39
9.498,-0.1,0.01,-0.44,0.07,-0.052,0.111,27.35
9.548,-0.2,0.02,0.82,-0.1,-0.052,-0.08,27.36
9.598,-0.07,0.02,0.56,0.2,0.047,-0.11,27.37
9.648,0.13,0.0,1.26,-0.16,0.001,0.02,27.36
9.698,0.23,0.02,-0.48,0.06,0.001,-0.049,27.38
9.748,0.19,0.01,-1.04,-0.13,-0.006,-0.011,27.37
9.798,0.25,0.01,4.2,-0.13,-0.052,-0.08,27.36
9.848,0.13,0.02,-0.42,0.08,-0.09,0.027,27.35
9.898,0.1,0.03,0.27,0.04,-0.098,-0.049,27.37
9.948,0.19,0.03,1.17,0.05,0.009,-0.095,27.36
9.998,0.14,0.02,-1.33,-0.13,0.055,0.02,27.37
10.048,0.16,0.01,1.1,-0.08,0.009,-0.095,27.37
10.098,0.17,0.01,1.46,0.0,0.009,-0.064,27.36
10.148,0.06,0.01,-1.11,-0.07,0.039,-0.034,27.36
10.198,0.15,0.01,0.95,0.03,0.009,-0.019,27.36
10.248,0.09,0.01,2.66,-0.28,-0.098,-0.011,27.36
10.298,0.12,0.02,-3.55,0.12,-0.022,0.035,27.38
10.348,-0.13,0.01,-1.81,0.15,0.062,0.012,27.38
10.398,-0.04,0.01,0.54,-0.29,-0.006,0.081,27.36
10.448,0.08,-0.01,2.29,-0.21,-0.06,-0.064,27.37
10.498,0.08,-0.02,0.44,0.16,0.001,-0.034,27.35
10.548,0.22,-0.03,0.55,0.24,0.039,0.058,27.37
10.598,0.28,-0.04,-0.31,0.05,-0.022,-0.041,27.39
10.648,0.09,-0.03,-1.34,0.06,0.001,-0.049,27.36
10.698,0.1,-0.02,1.57,-0.07,-0.06,0.104,27.34
10.748,-0.07,-0.01,-1.45,0.03,-0.067,0.065,27.36
10.798,-0.23,-0.0,-0.35,-0.12,0.047,-0.064,27.38
10.848,-0.26,-0.01,-2.18,-0.13,-0.006,0.012,27.37
10.898,-0.17,-0.01,-1.18,-0.0,-0.006,-0.057,27.36
10.948,-0.31,0.01,-0.04,-0.12,0.024,0.027,27.39
10.998,-0.26,0.01,1.51,-0.29,-0.052,-0.125,27.37
11.048,-0.22,-0.01,0.48,-0.18,-0.067,0.119,27.36
11.098,-0.08,-0.01,1.68,0.22,-0.083,-0.087,27.36
11.148,0.15,-0.02,1.07,-0.2,-0.029,-0.049,27.36
11.198,0.16,0.0,-0.19,-0.3,0.009,-0.072,27.37
11.248,0.07,0.0,0.6,0.15,-0.045,-0.041,27.36
11.298,0.12,0.02,-1.75,0.13,-0.014,-0.011,27.36
11.348,0.04,0.02,0.09,0.04,0.085,-0.019,27.36
11.398,-0.02,0.03,-3.04,0.34,-0.014,0.119,27.35
11.448,-0.03,0.04,2.14,-0.11,0.001,0.035,27.36
11.498,-0.11,0.05,0.34,0.31,-0.075,0.02,27.36
11.548,-0.19,0.05,-1.22,-0.02,-0.045,0.073,27.35
11.598,-0.26,0.04,-1.34,0.2,0.009,0.004,27.37
11.648,-0.19,0.05,-1.32,0.04,-0.022,0.02,27.36
11.698,-0.29,0.06,0.09,0.09,-0.029,0.004,27.36
11.748,-0.17,0.04,0.19,0.1,-0.052,-0.08,27.37
11.798,-0.09,0.03,1.43,0.1,0.07,0.035,27.39
11.848,-0.14,0.02,-0.5,0.04,-0.029,-0.034,27.35
11.898,-0.18,0.02,-0.06,-0.14,-0.052,0.043,27.36
11.948,-0.21,0.03,-0.35,0.12,-0.006,0.081,27.38
11.998,-0.24,0.02,-0.85,0.01,-0.037,0.043,27.36
12.048,-0.38,0.03,-4.99,-0.03,-0.014,-0.003,27.36
12.098,-0.4,0.03,1.05,0.01,-0.045,0.035,27.35
12.148,-0.42,0.03,3.43,-0.22,0.032,-0.011,27.34
12.198,-0.29,0.01,3.25,-0.31,-0.045,-0.011,27.35
12.248,-0.22,-0.0,-1.1,-0.13,-0.037,0.165,27.36
12.298,-0.18,-0.01,0.26,0.1,0.001,-0.057,27.36
12.348,-0.09,-0.01,0.94,-0.15,0.001,-0.057,27.33
12.398,-0.01,0.01,2.02,0.18,-0.014,0.05,27.35
12.448,0.04,0.02,-1.32,0.1,-0.022,-0.057,27.35
12.498,-0.12,0.02,-3.18,0.06,0.07,0.012,27.37
12.548,0.08,0.01,-0.64,-0.07,-0.052,0.012,27.38
12.598,0.09,0.0,1.85,-0.12,0.055,-0.011,27.35
12.648,0.1,0.02,-2.5,0.31,-0.006,0.073,27.36
12.698,0.06,0.02,0.85,0.08,-0.022,-0.072,27.37
12.748,-0.0,0.02,-0.71,-0.23,-0.052,-0.026,27.3
12.798,-0.01,0.05,-2.68,0.07,0.016,-0.095,27.35
12.848,-0.01,0.04,-0.52,0.11,0.039,0.043,27.33
12.898,0.01,0.03,-0.61,-0.1,-0.029,0.027,27.35
12.948,0.06,0.03,3.15,0.0,-0.075,0.05,27.33
12.998,0.11,0.02,0.32,0.1,0.016,-0.064,27.34
13.048,0.25,0.02,1.88,0.12,0.055,0.119,27.34
13.098,0.37,0.01,0.45,-0.1,-0.098,0.05,27.38
13.148,0.33,0.02,-0.1,0.19,0.047,0.058,27.32
13.198,0.14,-0.0,-3.98,0.09,-0.014,-0.019,27.34
13.248,0.07,0.02,-1.36,0.13,0.062,-0.064,27.34
13.298,0.21,0.02,1.35,0.04,0.123,-0.026,27.34
13.348,0.07,0.04,-0.23,-0.1,-0.083,0.004,27.35
13.398,0.29,0.03,2.27,0.06,0.009,0.004,27.34
13.448,0.22,0.03,-1.49,-0.19,-0.029,0.035,27.32
13.498,-0.01,0.05,-1.76,0.08,0.032,0.02,27.34
13.548,0.12,0.05,1.16,0.12,0.085,-0.003,27.34
13.598,0.13,0.05,0.94,-0.18,-0.022,-0.034,27.34
13.648,-0.17,0.05,-2.77,0.3,0.001,0.058,27.32
13.698,-0.1,0.04,-0.95,0.03,-0.067,0.012,27.34
13.748,-0.13,0.04,-1.76,-0.05,-0.052,-0.019,27.33
13.798,-0.15,0.02,-2.57,0.04,-0.052,0.004,27.34
13.848,-0.33,0.03,-2.52,0.1,-0.022,-0.087,27.34
13.898,-0.41,0.02,-1.62,-0.39,-0.083,0.012,27.3
13.948,-0.35,0.01,-1.84,-0.05,-0.037,-0.064,27.34
13.998,-0.19,0.01,0.12,-0.01,-0.006,-0.019,27.33
14.048,-0.26,0.02,1.01,-0.08,0.032,0.004,27.31
14.098,-0.23,0.01,-4.07,-0.12,0.07,-0.011,27.33
14.148,-0.37,-0.01,0.25,0.03,-0.098,0.02,27.33
14.198,-0.34,-0.0,3.53,-0.17,0.001,0.012,27.33
14.248,-0.18,-0.0,-4.67,0.14,0.062,-0.049,27.34
14.298,-0.33,0.0,0.7,0.07,-0.006,0.088,27.33
14.348,-0.23,-0.01,-1.06,0.2,0.055,0.02,27.32
14.398,-0.18,0.0,-0.66,0.18,-0.098,-0.095,27.33
14.448,-0.09,0.01,1.17,0.07,-0.037,-0.011,27.33
14.498,-0.23,0.0,1.03,-0.23,-0.029,-0.019,27.33
14.548,-0.18,0.0,-0.38,-0.02,0.047,0.104,27.36
14.598,-0.24,-0.01,-1.24,0.11,0.055,0.004,27.35
14.648,-0.23,0.0,0.73,0.02,-0.022,-0.064,27.35
14.698,-0.13,-0.01,-0.35,0.13,-0.014,-0.11,27.33
14.748,0.05,-0.0,1.19,0.14,-0.045,-0.011,27.34
14.798,0.06,0.01,-3.47,0.39,-0.083,0.058,27.35
14.848,0.07,0.01,0.36,0.15,0.032,0.043,27.33
14.898,0.07,0.01,-0.55,-0.31,-0.06,-0.125,27.36
14.948,-0.02,0.01,-0.12,-0.05,-0.006,-0.003,27.33
14.998,-0.04,0.02,1.35,0.25,-0.037,-0.026,27.31
15.048,0.06,0.01,3.63,-0.1,-0.022,0.027,27.32
15.098,-0.07,0.03,-2.07,0.15,-0.037,-0.011,27.34
15.148,-0.05,0.01,0.98,-0.07,0.001,0.027,27.32
15.198,0.02,-0.02,-0.87,0.12,-0.014,0.004,27.33
15.248,-0.04,-0.01,-1.74,0.17,0.047,-0.034,27.33
15.298,-0.14,0.0,3.49,-0.04,0.123,-0.064,27.34
15.348,-0.16,-0.01,0.41,-0.11,-0.075,-0.072,27.33
15.398,0.15,-0.01,4.16,0.12,0.062,0.096,27.31
15.448,0.19,-0.02,1.04,-0.08,-0.006,-0.019,27.32
15.498,0.06,-0.02,-2.48,0.3,0.032,-0.003,27.33
15.548,-0.03,0.0,2.23,0.16,0.07,-0.095,27.33
15.598,-0.03,-0.0,2.33,-0.23,0.024,0.012,27.3
15.648,-0.06,-0.0,0.36,0.15,-0.052,-0.026,27.33
15.698,-0.19,0.01,-1.33,0.07,0.039,0.096,27.33
15.748,-0.15,0.03,-1.08,0.15,-0.083,0.043,27.34
15.798,0.06,0.02,1.05,-0.19,-0.014,0.043,27.34
15.848,0.01,0.02,1.97,-0.29,-0.022,0.05,27.33
15.898,-0.13,0.02,1.65,-0.16,-0.06,-0.141,27.33
15.948,-0.19,0.02,1.4,-0.1,0.055,0.081,27.33
15.998,-0.15,-0.0,-0.1,-0.25,0.055,0.096,27.3
16.048,-0.02,-0.01,0.58,-0.18,-0.136,0.096,27.32
16.098,-0.12,-0.01,-0.11,0.21,-0.006,-0.202,27.33
16.148,-0.06,-0.0,3.45,0.39,-0.052,-0.026,27.35
16.198,-0.01,-0.0,-2.59,0.27,-0.037,0.05,27.33
16.248,-0.02,-0.02,0.84,-0.32,0.016,0.012,27.32
16.298,-0.16,-0.01,-1.88,0.14,0.032,-0.019,27.36
16.348,-0.02,-0.03,1.61,-0.26,-0.022,0.004,27.32
16.398,-0.12,-0.02,-1.57,0.16,0.047,-0.011,27.33
16.448,-0.12,0.02,-2.32,0.3,-0.022,0.043,27.33
16.498,-0.2,0.03,-1.56,0.08,0.055,0.012,27.34
16.548,-0.14,0.02,1.65,-0.24,-0.052,0.004,27.32
16.598,-0.17,0.01,-2.88,0.12,0.016,-0.003,27.32
16.648,-0.12,0.01,-1.34,-0.0,0.016,0.004,27.33
16.698,-0.06,0.0,2.22,-0.22,0.039,0.081,27.34
16.748,-0.19,-0.0,1.53,0.12,-0.022,-0.087,27.32
16.798,-0.21,0.0,0.37,-0.11,0.032,0.012,27.35
16.848,-0.24,0.0,1.51,-0.04,-0.006,-0.034,27.33
16.898,-0.15,-0.01,3.13,-0.18,0.032,0.05,27.33
16.948,-0.2,-0.03,-0.44,-0.25,0.001,-0.034,27.35
16.998,-0.09,-0.02,1.0,-0.21,0.039,0.065,27.34
17.048,-0.13,-0.03,0.65,0.01,-0.006,-0.003,27.3
17.098,0.03,-0.03,0.35,-0.37,0.009,-0.041,27.34
17.148,-0.0,-0.01,-2.42,0.25,-0.052,0.004,27.33
17.198,0.15,-0.01,-0.14,0.08,-0.014,0.004,27.33
17.248,0.21,-0.01,-0.04,-0.23,0.001,-0.003,27.33
17.298,0.13,-0.01,-0.65,0.1,-0.037,0.05,27.34
17.348,0.16,-0.02,-0.01,0.12,0.07,-0.041,27.31
17.398,0.08,-0.01,-1.93,0.29,0.009,-0.156,27.31
17.448,0.02,-0.02,0.55,-0.01,0.055,-0.034,27.33
17.498,-0.14,-0.0,-1.24,0.2,0.062,0.035,27.36
17.548,-0.1,0.0,-2.17,0.22,0.009,-0.011,27.31
17.598,-0.09,0.02,-0.33,0.38,0.108,-0.049,27.32
17.648,0.03,0.0,2.44,0.04,-0.052,-0.003,27.33
17.698,0.04,-0.0,2.06,-0.11,0.07,0.05,27.35
17.748,0.02,-0.01,-2.64,0.19,-0.014,0.05,27.33
17.798,0.11,0.0,-0.77,0.16,0.009,-0.026,27.31
17.848,0.15,0.0,1.45,0.03,0.001,-0.026,27.33
17.898,0.17,0.0,0.15,0.12,-0.06,0.035,27.33
17.948,0.11,0.03,-0.82,0.08,-0.037,-0.019,27.31
17.998,0.13,0.04,1.41,0.07,0.001,-0.049,27.33
18.048,-0.11,0.04,0.32,0.08,-0.052,0.05,27.33
18.098,-0.21,0.05,-3.16,0.02,-0.029,0.065,27.34
18.148,-0.24,0.04,-2.43,0.11,0.032,0.027,27.33
18.198,-0.23,0.04,-3.07,0.03,0.032,-0.034,27.32
18.248,-0.21,0.05,1.18,0.13,-0.037,-0.003,27.33
18.298,-0.2,0.03,-2.4,-0.15,0.07,0.027,27.32
18.348,-0.15,0.02,0.01,0.2,0.001,-0.041,27.33
18.398,-0.06,0.01,0.74,0.04,0.032,0.004,27.32
18.448,0.11,0.01,2.05,0.11,-0.029,-0.064,27.32
18.498,0.24,0.01,2.81,0.07,-0.014,0.027,27.31
18.548,0.16,-0.01,-1.85,0.12,-0.029,0.02,27.34
18.598,0.12,-0.02,1.38,-0.07,-0.06,-0.103,27.3
18.648,-0.01,-0.0,-1.69,0.06,0.024,0.035,27.35
18.698,0.1,0.0,2.19,0.1,0.055,0.035,27.33
18.748,-0.08,0.02,-0.66,0.02,-0.014,0.058,27.31
18.798,0.08,0.01,1.54,0.21,0.062,0.065,27.31
18.848,-0.03,0.01,0.85,0.13,0.024,-0.08,27.32
18.898,-0.1,0.01,-0.79,0.11,-0.075,-0.041,27.29
18.948,-0.12,-0.02,-0.07,-0.44,0.009,-0.049,27.3
18.998,-0.26,-0.01,-1.63,-0.09,0.062,0.043,27.35
19.048,-0.21,-0.03,0.31,0.09,0.024,-0.019,27.32
19.098,-0.29,-0.02,0.58,-0.05,0.07,0.004,27.32
19.148,-0.24,0.0,-0.02,0.38,-0.006,0.05,27.34
19.198,-0.37,0.02,0.51,-0.33,0.001,-0.026,27.35
19.248,-0.19,0.02,0.13,-0.19,0.055,-0.034,27.34
19.298,-0.23,0.02,-1.6,-0.05,-0.006,-0.057,27.33
19.348,-0.16,0.01,0.67,-0.26,-0.022,0.073,27.32
19.398,-0.15,0.01,-0.11,0.03,0.016,0.096,27.33
19.448,-0.04,0.01,-5.33,0.14,-0.022,-0.026,27.35
19.498,-0.11,0.02,-2.8,-0.12,0.085,0.035,27.3
19.548,-0.12,0.01,-0.39,0.13,0.032,0.035,27.33
19.598,-0.1,0.0,-0.04,-0.3,-0.022,0.065,27.32
19.648,-0.12,0.01,-2.27,0.02,-0.029,0.073,27.3
19.698,-0.3,0.02,-1.56,0.05,-0.06,-0.156,27.32
19.748,-0.18,0.01,2.69,-0.12,0.016,0.027,27.36
19.798,-0.0,0.01,2.16,-0.07,0.047,0.088,27.33
19.848,0.15,0.0,0.96,-0.32,-0.022,0.058,27.31
19.898,0.3,-0.0,4.97,-0.23,0.047,-0.08,27.33
19.948,0.24,-0.0,1.56,-0.44,0.047,-0.064,27.33
19.998,0.46,-0.01,2.1,-0.06,0.062,-0.186,27.33
20.048,0.21,-0.01,-4.03,0.19,0.108,-0.049,27.33
20.098,0.09,-0.01,-2.27,-0.21,0.009,-0.118,27.33
20.148,-0.1,-0.0,-1.09,-0.25,0.016,0.05,27.29
20.198,-0.17,-0.01,-0.06,-0.12,0.032,0.012,27.31
20.248,-0.29,-0.01,-0.89,-0.04,-0.045,-0.003,27.32
20.298,-0.38,-0.01,-0.6,-0.19,0.009,-0.041,27.32
20.348,-0.35,-0.01,-2.8,-0.19,0.062,-0.003,27.3
20.398,-0.46,-0.01,1.42,-0.03,-0.067,-0.011,27.34
20.448,-0.35,-0.0,3.11,-0.0,-0.037,-0.064,27.36
20.498,-0.14,-0.01,3.44,-0.38,-0.045,-0.003,27.3
20.548,-0.17,0.0,-1.33,0.07,0.016,0.043,27.3
20.598,-0.09,-0.01,1.41,0.07,-0.083,-0.103,27.32
20.648,-0.21,-0.01,-1.35,-0.22,0.078,0.043,27.33
20.698,-0.04,-0.02,0.47,-0.05,0.055,-0.034,27.31
20.748,-0.06,-0.01,0.55,0.1,-0.045,-0.011,27.3
20.798,0.04,-0.01,-2.33,0.05,0.078,-0.041,27.33
20.848,0.11,-0.0,0.08,-0.07,-0.006,-0.011,27.33
20.898,-0.06,-0.0,1.53,-0.03,0.016,0.004,27.34
20.948,-0.15,-0.01,-2.96,-0.14,0.016,0.05,27.32
20.998,0.03,-0.01,1.45,-0.12,0.016,-0.011,27.32
21.048,-0.06,-0.01,2.33,0.14,-0.09,0.05,27.33
21.098,-0.01,-0.0,0.76,0.02,0.001,0.035,27.33
21.148,0.06,-0.02,-2.43,-0.19,0.001,0.027,27.32
21.198,0.19,-0.04,1.4,-0.23,0.016,-0.026,27.29
21.248,0.28,-0.02,2.13,0.1,0.001,0.119,27.29
21.298,0.24,-0.03,0.69,0.09,0.062,-0.019,27.32
21.348,0.13,-0.03,2.82,-0.15,0.039,-0.125,27.29
21.398,0.11,-0.03,-0.3,0.13,-0.037,0.043,27.32
21.448,0.19,-0.02,0.28,0.3,0.047,0.035,27.32
21.498,0.15,0.01,-0.74,0.05,0.1,-0.011,27.31
21.548,-0.01,0.01,0.05,-0.07,-0.06,0.043,27.3
21.598,0.03,-0.01,2.07,-0.06,-0.067,-0.003,27.32
21.648,-0.21,-0.03,0.64,0.04,-0.037,-0.041,27.33
21.698,0.04,-0.02,1.87,-0.0,0.047,0.043,27.31
21.748,0.17,-0.04,0.1,0.12,-0.045,0.073,27.28
21.798,-0.09,-0.02,-1.3,0.24,-0.014,0.035,27.3
21.848,-0.08,-0.02,-0.92,0.1,-0.006,-0.087,27.34
21.898,-0.07,-0.01,-4.44,-0.13,0.039,-0.019,27.35
21.948,0.04,-0.02,2.16,0.03,-0.067,0.05,27.33
21.998,0.23,-0.02,0.51,0.38,-0.022,0.073,27.32
22.048,0.04,-0.0,2.85,-0.13,-0.022,0.035,27.29
22.098,0.08,-0.01,1.44,-0.01,0.032,0.043,27.3
22.148,-0.02,0.01,-2.02,0.11,0.009,0.088,27.3
