t,gz_dps
1337.051392,-0.129771
1337.056396,-0.038168
1337.061401,0.0
1337.066406,0.030534
1337.071411,-0.030534
1337.076294,-0.198473
1337.081299,-0.267176
1337.086304,-0.145038
1337.091309,-0.152672
1337.096313,-0.083969
1337.10144,0.053435
1337.106445,-0.045802
1337.11145,-0.114504
1337.116455,-0.068702
1337.12146,-0.099237
1337.126343,-0.091603
1337.131348,-0.015267
1337.136353,-0.030534
1337.141357,-0.10687
1337.146362,-0.076336
1337.151367,-0.068702
1337.156372,-0.015267
1337.161377,-0.030534
1337.166382,-0.061069
1337.171387,-0.068702
1337.17627,-0.099237
1337.181396,-0.015267
1337.186401,-0.045802
1337.191406,-0.10687
1337.196411,-0.122137
1337.201416,-0.068702
1337.206421,-0.137405
1337.211426,-0.10687
1337.216431,-0.045802
1337.221436,-0.091603
1337.226318,-0.091603
1337.231323,-0.099237
1337.236328,-0.015267
1337.241333,-0.045802
1337.246338,-0.145038
1337.251343,-0.030534
1337.256348,-0.030534
1337.261475,-0.045802
1337.266479,-0.160305
1337.271484,-0.068702
1337.276367,-0.022901
1337.281372,-0.053435
1337.286377,-0.083969
1337.291382,-0.053435
1337.296387,-0.068702
1337.301392,-0.076336
1337.306396,-0.007634
1337.311401,0.0
1337.316406,-0.083969
1337.321289,-0.198473
1337.326294,-0.198473
1337.331299,-0.099237
1337.336304,-0.053435
1337.341431,-0.038168
1337.346436,-0.10687
1337.35144,-0.122137
1337.356445,-0.091603
1337.36145,-0.091603
1337.366455,-0.114504
1337.371338,-0.061069
1337.376343,-0.076336
1337.381348,-0.145038
1337.386353,-0.137405
1337.391357,-0.053435
1337.396362,-0.114504
1337.401367,-0.167939
1337.406372,-0.160305
1337.411377,-0.137405
1337.41626,-0.099237
1337.421387,-0.076336
1337.426392,-0.068702
1337.431396,-0.122137
1337.436401,-0.045802
1337.441406,-0.045802
1337.446411,-0.053435
1337.451416,-0.083969
1337.456421,-0.091603
1337.461426,-0.045802
1337.466309,-0.114504
1337.471313,-0.053435
1337.476318,0.030534
1337.481323,-0.015267
1337.486328,-0.045802
1337.491333,-0.045802
1337.496338,-0.076336
1337.501465,-0.160305
1337.50647,-0.160305
1337.511475,-0.053435
1337.516357,-0.10687
1337.521362,-0.045802
1337.526367,-0.022901
1337.531372,-0.137405
1337.536377,-0.091603
1337.541382,-0.068702
1337.546387,-0.137405
1337.551392,-0.076336
1337.556396,-0.061069
1337.561401,-0.114504
1337.566284,-0.038168
1337.571289,0.007634
1337.576294,-0.053435
1337.581421,-0.114504
1337.586426,-0.091603
1337.591431,-0.068702
1337.596436,-0.083969
1337.60144,-0.099237
1337.606445,-0.114504
1337.61145,-0.145038
1337.616333,-0.091603
1337.621338,-0.053435
1337.626343,-0.061069
1337.631348,-0.083969
1337.636353,-0.076336
1337.641357,-0.068702
1337.646362,-0.114504
1337.651367,-0.053435
1337.656372,-0.083969
1337.661499,-0.099237
1337.666382,-0.091603
1337.671387,-0.038168
1337.676392,-0.022901
1337.681396,-0.068702
1337.686401,-0.061069
1337.691406,-0.053435
1337.696411,-0.137405
1337.701416,-0.114504
1337.706421,-0.053435
1337.711304,-0.068702
1337.716309,-0.099237
1337.721313,-0.068702
1337.726318,-0.076336
1337.731323,-0.030534
1337.736328,-0.091603
1337.741455,-0.129771
1337.74646,-0.076336
1337.751465,-0.022901
1337.75647,-0.068702
1337.761353,-0.068702
1337.766357,-0.114504
1337.771362,-0.045802
1337.776367,-0.076336
1337.781372,-0.114504
1337.786377,-0.114504
1337.791382,-0.076336
1337.796387,-0.053435
1337.801392,-0.038168
1337.806396,-0.114504
1337.811279,-0.068702
1337.816284,-0.022901
1337.821411,0.022901
1337.826416,-0.007634
1337.831421,0.083969
1337.836426,-0.030534
1337.841431,-0.129771
1337.846436,-0.076336
1337.85144,-0.114504
1337.856323,-0.167939
1337.861328,-0.152672
1337.866333,-0.076336
1337.871338,-0.076336
1337.876343,-0.068702
1337.881348,-0.030534
1337.886353,-0.045802
1337.891357,-0.145038
1337.896362,-0.160305
1337.901489,-0.137405
1337.906372,-0.152672
1337.911377,-0.10687
1337.916382,-0.091603
1337.921387,-0.091603
1337.926392,0.007634
1337.931396,-0.053435
1337.936401,-0.129771
1337.941406,-0.091603
1337.946411,-0.152672
1337.951416,-0.045802
1337.956299,-0.053435
1337.961304,-0.122137
1337.966309,-0.152672
1337.971313,-0.061069
1337.976318,0.0
1337.981445,0.015267
1337.98645,-0.175573
1337.991455,-0.122137
1337.99646,-0.099237
1338.001465,-0.061069
1338.006348,-0.137405
1338.011353,-0.030534
1338.016357,-0.030534
1338.021362,-0.122137
1338.026367,-0.236641
1338.031372,-0.21374
1338.036377,-0.129771
1338.041382,-0.091603
1338.046387,-0.068702
1338.05127,-0.053435
1338.056274,-0.022901
1338.061401,-0.053435
1338.066406,-0.076336
1338.071411,-0.137405
1338.076416,-0.10687
1338.081421,-0.061069
1338.086426,-0.030534
1338.091431,-0.083969
1338.096436,-0.007634
1338.101318,-0.045802
1338.106323,-0.015267
1338.111328,-0.137405
1338.116333,-0.122137
1338.121338,-0.114504
1338.126343,-0.10687
1338.131348,0.015267
1338.136353,-0.129771
1338.141479,-0.083969
1338.146484,-0.145038
1338.151367,-0.129771
1338.156372,-0.122137
1338.161377,-0.053435
1338.166382,-0.022901
1338.171387,0.007634
1338.176392,-0.129771
1338.181396,-0.076336
1338.186401,-0.10687
1338.191406,-0.10687
1338.196411,-0.068702
1338.201294,-0.053435
1338.206299,-0.068702
1338.211304,-0.076336
1338.216309,-0.091603
1338.221436,-0.076336
1338.22644,-0.076336
1338.231445,-0.076336
1338.23645,0.0
1338.241455,-0.122137
1338.24646,-0.129771
1338.251343,-0.198473
1338.256348,-0.122137
1338.261353,0.0
1338.266357,0.022901
1338.271362,-0.083969
1338.276367,-0.099237
1338.281372,-0.160305
1338.286377,-0.152672
1338.291382,-0.122137
1338.296265,-0.076336
1338.301392,-0.114504
1338.306396,-0.137405
1338.311401,-0.122137
1338.316406,-0.083969
1338.321411,0.015267
1338.326416,0.015267
1338.331421,0.0
1338.336426,-0.007634
1338.341431,-0.099237
1338.346313,-0.007634
1338.351318,-0.038168
1338.356323,-0.076336
1338.361328,-0.114504
1338.366333,-0.076336
1338.371338,-0.091603
1338.376343,-0.160305
1338.38147,-0.068702
1338.386475,-0.076336
1338.391479,-0.129771
1338.396362,-0.145038
1338.401367,-0.129771
1338.406372,-0.099237
1338.411377,-0.022901
1338.416382,-0.091603
1338.421387,-0.099237
1338.426392,-0.045802
1338.431396,-0.022901
1338.436401,-0.122137
1338.441284,-0.083969
1338.446289,-0.053435
1338.451294,0.007634
1338.456299,-0.061069
1338.461426,-0.038168
1338.466431,-0.022901
1338.471436,-0.015267
1338.47644,0.045802
1338.481445,-0.030534
1338.48645,-0.038168
1338.491333,-0.091603
1338.496338,-0.068702
1338.501343,-0.091603
1338.506348,-0.083969
1338.511353,-0.068702
1338.516357,-0.061069
1338.521362,-0.061069
1338.526367,-0.083969
1338.531372,-0.022901
1338.536377,-0.045802
1338.541382,-0.145038
1338.546387,-0.160305
1338.551392,-0.10687
1338.556396,-0.007634
1338.561401,-0.045802
1338.566406,-0.114504
1338.571411,-0.122137
1338.576416,-0.137405
1338.581421,-0.099237
1338.586426,-0.053435
1338.591309,-0.030534
1338.596313,-0.022901
1338.601318,-0.022901
1338.606323,0.007634
1338.611328,-0.099237
1338.616333,-0.099237
1338.62146,-0.083969
1338.626465,-0.122137
1338.63147,-0.183206
1338.636475,-0.099237
1338.641357,-0.007634
1338.646362,-0.038168
1338.651367,-0.053435
1338.656372,-0.045802
1338.661377,-0.053435
1338.666382,-0.21374
1338.671387,-0.19084
1338.676392,-0.175573
1338.681396,-0.152672
1338.686279,-0.045802
1338.691284,-0.083969
1338.696289,-0.183206
1338.701416,-0.198473
1338.706421,-0.160305
1338.711426,-0.160305
1338.716431,-0.099237
1338.721436,-0.015267
1338.72644,-0.175573
1338.731445,-0.137405
1338.736328,-0.068702
1338.741333,-0.114504
1338.746338,-0.053435
1338.751343,0.007634
1338.756348,0.007634
1338.761353,-0.038168
1338.766357,-0.10687
1338.771362,-0.061069
1338.776367,-0.022901
1338.781494,-0.015267
1338.786377,-0.045802
1338.791382,-0.129771
1338.796387,-0.083969
1338.801392,-0.007634
1338.806396,-0.053435
1338.811401,-0.061069
1338.816406,-0.061069
1338.821411,-0.091603
1338.826416,-0.007634
1338.831421,-0.045802
1338.836304,-0.10687
1338.841309,-0.076336
1338.846313,-0.152672
1338.851318,-0.10687
1338.856323,-0.045802
1338.86145,0.0
1338.866455,-0.045802
1338.87146,-0.076336
1338.876465,-0.137405
1338.881348,-0.129771
1338.886353,-0.10687
1338.891357,-0.114504
1338.896362,-0.076336
1338.901367,-0.068702
1338.906372,-0.167939
1338.911377,-0.160305
1338.916382,-0.114504
1338.921387,-0.061069
1338.926392,-0.083969
1338.931274,-0.10687
1338.936279,-0.114504
1338.941406,-0.076336
1338.946411,-0.022901
1338.951416,-0.076336
1338.956421,-0.030534
1338.961426,-0.10687
1338.966431,-0.076336
1338.971436,-0.022901
1338.97644,-0.015267
1338.981323,-0.015267
1338.986328,-0.045802
1338.991333,-0.030534
1338.996338,-0.129771
1339.001343,-0.137405
1339.006348,-0.076336
1339.011353,-0.045802
1339.016357,-0.114504
1339.021484,-0.21374
1339.026489,-0.206107
1339.031372,-0.183206
1339.036377,-0.19084
1339.041382,-0.122137
1339.046387,-0.122137
1339.051392,-0.137405
1339.056396,-0.083969
1339.061401,-0.152672
1339.066406,-0.053435
1339.071411,-0.091603
1339.076294,-0.091603
1339.081299,-0.183206
1339.086304,-0.114504
1339.091309,0.0
1339.096313,-0.015267
1339.10144,-0.053435
1339.106445,-0.167939
1339.11145,-0.145038
1339.116455,-0.122137
1339.12146,-0.10687
1339.126343,-0.076336
1339.131348,-0.099237
1339.136353,-0.145038
1339.141357,-0.137405
1339.146362,-0.122137
1339.151367,-0.083969
1339.156372,-0.038168
1339.161377,-0.068702
1339.166382,-0.091603
1339.171387,-0.10687
1339.17627,-0.076336
1339.181396,-0.091603
1339.186401,-0.022901
1339.191406,-0.099237
1339.196411,-0.076336
1339.201416,-0.083969
1339.206421,-0.091603
1339.211426,-0.007634
1339.216431,0.053435
1339.221436,0.053435
1339.226318,-0.053435
1339.231323,-0.160305
1339.236328,-0.114504
1339.241333,-0.015267
1339.246338,-0.091603
1339.251343,-0.083969
1339.256348,-0.030534
1339.261475,-0.145038
1339.266479,-0.022901
1339.271484,-0.022901
1339.276367,-0.007634
1339.281372,-0.091603
1339.286377,-0.19084
1339.291382,-0.10687
1339.296387,0.0
1339.301392,0.083969
1339.306396,0.076336
1339.311401,-0.10687
1339.316406,-0.10687
1339.321289,-0.099237
1339.326294,0.007634
1339.331299,0.015267
1339.336304,-0.083969
1339.341431,-0.038168
1339.346436,-0.022901
1339.35144,-0.129771
1339.356445,-0.030534
1339.36145,-0.007634
1339.366455,-0.076336
1339.371338,-0.061069
1339.376343,-0.10687
1339.381348,-0.122137
1339.386353,-0.061069
1339.391357,-0.083969
1339.396362,-0.10687
1339.401367,-0.122137
1339.406372,-0.10687
1339.411377,-0.007634
1339.41626,-0.045802
1339.421387,-0.083969
1339.426392,-0.061069
1339.431396,-0.114504
1339.436401,-0.167939
1339.441406,-0.10687
1339.446411,-0.076336
1339.451416,-0.114504
1339.456421,-0.045802
1339.461426,-0.038168
1339.466309,-0.053435
1339.471313,-0.122137
1339.476318,-0.091603
1339.481323,-0.030534
1339.486328,0.0
1339.491333,-0.007634
1339.496338,-0.091603
1339.501465,-0.114504
1339.50647,-0.083969
1339.511475,-0.061069
1339.516357,-0.076336
1339.521362,-0.083969
1339.526367,-0.160305
1339.531372,-0.045802
1339.536377,-0.053435
1339.541382,-0.076336
1339.546387,-0.030534
1339.551392,-0.061069
1339.556396,0.007634
1339.561401,-0.007634
1339.566284,-0.030534
1339.571289,-0.061069
1339.576294,-0.022901
1339.581421,-0.068702
1339.586426,-0.099237
1339.591431,-0.122137
1339.596436,-0.099237
1339.60144,-0.152672
1339.606445,-0.099237
1339.61145,-0.152672
1339.616333,-0.160305
1339.621338,-0.152672
1339.626343,-0.091603
1339.631348,-0.022901
1339.636353,-0.068702
1339.641357,-0.152672
1339.646362,-0.114504
1339.651367,-0.122137
1339.656372,-0.091603
1339.661499,-0.015267
1339.666382,0.015267
1339.671387,-0.053435
1339.676392,-0.152672
1339.681396,-0.137405
1339.686401,-0.045802
1339.691406,-0.083969
1339.696411,0.007634
1339.701416,-0.007634
1339.706421,-0.045802
1339.711304,-0.114504
1339.716309,-0.076336
1339.721313,0.061069
1339.726318,-0.053435
1339.731323,-0.053435
1339.736328,-0.083969
1339.741455,-0.053435
1339.74646,-0.091603
1339.751465,-0.030534
1339.75647,0.038168
1339.761353,-0.038168
1339.766357,-0.160305
1339.771362,-0.145038
1339.776367,0.022901
1339.781372,0.045802
1339.786377,-0.030534
1339.791382,-0.114504
1339.796387,-0.129771
1339.801392,-0.137405
1339.806396,-0.10687
1339.811279,-0.091603
1339.816284,-0.10687
1339.821411,-0.045802
1339.826416,-0.152672
1339.831421,-0.160305
1339.836426,-0.160305
1339.841431,-0.038168
1339.846436,0.022901
1339.85144,-0.053435
1339.856323,-0.061069
1339.861328,-0.068702
1339.866333,-0.068702
1339.871338,-0.099237
1339.876343,-0.183206
1339.881348,-0.053435
1339.886353,-0.053435
1339.891357,-0.10687
1339.896362,-0.183206
1339.901489,-0.114504
1339.906372,-0.152672
1339.911377,-0.091603
1339.916382,-0.129771
1339.921387,-0.083969
1339.926392,-0.053435
1339.931396,-0.030534
1339.936401,0.0
1339.941406,-0.076336
1339.946411,-0.175573
1339.951416,-0.129771
1339.956299,-0.083969
1339.961304,-0.068702
1339.966309,-0.076336
1339.971313,-0.114504
1339.976318,-0.091603
1339.981445,-0.030534
1339.98645,0.022901
1339.991455,0.030534
1339.99646,-0.045802
1340.001465,-0.137405
1340.006348,-0.091603
1340.011353,-0.076336
1340.016357,-0.007634
1340.021362,-0.022901
1340.026367,-0.022901
1340.031372,-0.083969
1340.036377,-0.068702
1340.041382,-0.114504
1340.046387,-0.076336
1340.05127,-0.10687
1340.056274,-0.10687
1340.061401,-0.137405
1340.066406,0.030534
1340.071411,0.076336
1340.076416,-0.030534
1340.081421,-0.083969
1340.086426,-0.129771
1340.091431,-0.099237
1340.096436,-0.076336
1340.101318,-0.19084
1340.106323,-0.145038
1340.111328,-0.122137
1340.116333,-0.083969
1340.121338,-0.061069
1340.126343,-0.129771
1340.131348,-0.099237
1340.136353,-0.076336
1340.141479,-0.007634
1340.146484,-0.068702
1340.151367,-0.10687
1340.156372,-0.038168
1340.161377,-0.053435
1340.166382,-0.007634
1340.171387,-0.167939
1340.176392,-0.175573
1340.181396,-0.030534
1340.186401,-0.022901
1340.191406,-0.083969
1340.196411,-0.083969
1340.201294,-0.045802
1340.206299,-0.114504
1340.211304,-0.038168
1340.216309,-0.053435
1340.221436,-0.045802
1340.22644,-0.045802
1340.231445,-0.068702
1340.23645,-0.068702
1340.241455,-0.076336
1340.24646,-0.099237
1340.251343,-0.206107
1340.256348,-0.038168
1340.261353,-0.061069
1340.266357,-0.030534
1340.271362,-0.068702
1340.276367,-0.145038
1340.281372,-0.099237
1340.286377,-0.053435
1340.291382,-0.099237
1340.296265,-0.022901
1340.301392,-0.099237
1340.306396,-0.145038
1340.311401,-0.068702
1340.316406,-0.10687
1340.321411,-0.091603
1340.326416,-0.137405
1340.331421,-0.145038
1340.336426,-0.10687
1340.341431,-0.038168
1340.346313,-0.015267
1340.351318,-0.038168
1340.356323,-0.022901
1340.361328,-0.083969
1340.366333,-0.038168
1340.371338,-0.030534
1340.376343,-0.083969
1340.38147,-0.076336
1340.386475,-0.091603
1340.391479,-0.167939
1340.396362,-0.015267
1340.401367,0.030534
1340.406372,0.015267
1340.411377,-0.129771
1340.416382,-0.053435
1340.421387,-0.007634
1340.426392,-0.114504
1340.431396,-0.091603
1340.436401,-0.015267
1340.441284,-0.045802
1340.446289,-0.114504
1340.451294,-0.061069
1340.456299,-0.083969
1340.461426,-0.068702
1340.466431,-0.068702
1340.471436,-0.114504
1340.47644,-0.076336
1340.481445,-0.053435
1340.48645,-0.045802
1340.491333,-0.045802
1340.496338,-0.091603
1340.501343,-0.160305
1340.506348,-0.145038
1340.511353,-0.091603
1340.516357,-0.045802
1340.521362,-0.068702
1340.526367,-0.137405
1340.531372,-0.022901
1340.536377,-0.061069
1340.541382,-0.022901
1340.546387,-0.053435
1340.551392,0.053435
1340.556396,0.038168
1340.561401,-0.10687
1340.566406,-0.114504
1340.571411,-0.083969
1340.576416,-0.038168
1340.581421,-0.083969
1340.586426,-0.076336
1340.591309,-0.053435
1340.596313,-0.045802
1340.601318,-0.122137
1340.606323,-0.083969
1340.611328,0.022901
1340.616333,0.053435
1340.62146,-0.10687
1340.626465,-0.114504
1340.63147,-0.068702
1340.636475,-0.022901
1340.641357,-0.099237
1340.646362,-0.145038
1340.651367,-0.145038
1340.656372,-0.091603
1340.661377,-0.083969
1340.666382,-0.022901
1340.671387,-0.007634
1340.676392,0.038168
1340.681396,-0.038168
1340.686279,-0.053435
1340.691284,-0.038168
1340.696289,-0.061069
1340.701416,-0.030534
1340.706421,-0.083969
1340.711426,-0.099237
1340.716431,-0.114504
1340.721436,-0.091603
1340.72644,-0.022901
1340.731445,0.0
1340.736328,0.015267
1340.741333,-0.068702
1340.746338,-0.030534
1340.751343,0.0
1340.756348,0.015267
1340.761353,-0.015267
1340.766357,-0.137405
1340.771362,-0.175573
1340.776367,-0.160305
1340.781494,-0.114504
1340.786377,-0.022901
1340.791382,-0.068702
1340.796387,0.0
1340.801392,-0.015267
1340.806396,-0.030534
1340.811401,0.045802
1340.816406,-0.045802
1340.821411,-0.015267
1340.826416,-0.045802
1340.831421,-0.091603
1340.836304,-0.122137
1340.841309,-0.10687
1340.846313,-0.068702
1340.851318,-0.022901
1340.856323,-0.053435
1340.86145,-0.160305
1340.866455,-0.19084
1340.87146,-0.129771
1340.876465,-0.099237
1340.881348,-0.022901
1340.886353,-0.137405
1340.891357,-0.10687
1340.896362,-0.030534
1340.901367,-0.099237
1340.906372,-0.099237
1340.911377,-0.022901
1340.916382,-0.076336
1340.921387,-0.076336
1340.926392,-0.145038
1340.931274,-0.091603
1340.936279,-0.114504
1340.941406,-0.053435
1340.946411,-0.030534
1340.951416,-0.099237
1340.956421,0.0
1340.961426,0.038168
1340.966431,0.022901
1340.971436,-0.038168
1340.97644,-0.061069
1340.981323,-0.10687
1340.986328,-0.038168
1340.991333,-0.007634
1340.996338,0.053435
1341.001343,0.015267
1341.006348,-0.053435
1341.011353,-0.114504
1341.016357,-0.137405
1341.021484,-0.076336
1341.026489,-0.114504
1341.031372,-0.091603
1341.036377,-0.122137
1341.041382,-0.183206
1341.046387,-0.122137
1341.051392,-0.114504
1341.056396,-0.068702
1341.061401,-0.045802
1341.066406,-0.129771
1341.071411,-0.160305
1341.076294,-0.10687
1341.081299,-0.114504
1341.086304,-0.015267
1341.091309,-0.068702
1341.096313,-0.053435
1341.10144,-0.091603
1341.106445,-0.045802
1341.11145,0.038168
1341.116455,-0.038168
1341.12146,-0.038168
1341.126343,-0.152672
1341.131348,-0.122137
1341.136353,-0.183206
1341.141357,-0.160305
1341.146362,-0.145038
1341.151367,-0.068702
1341.156372,-0.160305
1341.161377,-0.145038
1341.166382,-0.030534
1341.171387,0.015267
1341.17627,-0.068702
1341.181396,-0.045802
1341.186401,-0.152672
1341.191406,-0.114504
1341.196411,-0.114504
1341.201416,-0.030534
1341.206421,0.030534
1341.211426,-0.022901
1341.216431,-0.083969
1341.221436,-0.091603
1341.226318,-0.007634
1341.231323,-0.038168
1341.236328,-0.007634
1341.241333,0.007634
1341.246338,-0.091603
1341.251343,-0.030534
1341.256348,-0.015267
1341.261475,-0.030534
1341.266479,-0.030534
1341.271484,-0.007634
1341.276367,-0.167939
1341.281372,-0.068702
1341.286377,-0.007634
1341.291382,-0.022901
1341.296387,-0.038168
1341.301392,-0.045802
1341.306396,-0.091603
1341.311401,-0.114504
1341.316406,-0.091603
1341.321289,-0.114504
1341.326294,-0.114504
1341.331299,-0.083969
1341.336304,-0.145038
1341.341431,-0.244275
1341.346436,-0.122137
1341.35144,-0.053435
1341.356445,-0.076336
1341.36145,-0.175573
1341.366455,-0.160305
1341.371338,-0.129771
1341.376343,-0.137405
1341.381348,-0.083969
1341.386353,-0.053435
1341.391357,-0.10687
1341.396362,-0.053435
1341.401367,-0.061069
1341.406372,-0.038168
1341.411377,-0.091603
1341.41626,0.015267
1341.421387,-0.091603
1341.426392,-0.114504
1341.431396,-0.076336
1341.436401,-0.007634
1341.441406,0.038168
1341.446411,-0.045802
1341.451416,-0.099237
1341.456421,-0.152672
1341.461426,-0.160305
1341.466309,0.007634
1341.471313,0.076336
1341.476318,-0.030534
1341.481323,-0.122137
1341.486328,-0.083969
1341.491333,-0.045802
1341.496338,-0.030534
1341.501465,-0.099237
1341.50647,-0.061069
1341.511475,-0.053435
1341.516357,-0.083969
1341.521362,-0.053435
1341.526367,0.053435
1341.531372,0.045802
1341.536377,-0.007634
1341.541382,-0.129771
1341.546387,-0.099237
1341.551392,-0.068702
1341.556396,0.015267
1341.561401,-0.038168
1341.566284,-0.076336
1341.571289,-0.076336
1341.576294,-0.122137
1341.581421,-0.076336
1341.586426,0.076336
1341.591431,-0.030534
1341.596436,-0.137405
1341.60144,-0.053435
1341.606445,-0.076336
1341.61145,-0.061069
1341.616333,-0.030534
1341.621338,-0.053435
1341.626343,-0.167939
1341.631348,-0.137405
1341.636353,-0.076336
1341.641357,-0.114504
1341.646362,-0.045802
1341.651367,-0.083969
1341.656372,-0.061069
1341.661499,-0.068702
1341.666382,-0.038168
1341.671387,-0.10687
1341.676392,-0.007634
1341.681396,-0.007634
1341.686401,-0.076336
1341.691406,-0.114504
1341.696411,-0.10687
1341.701416,-0.091603
1341.706421,-0.076336
1341.711304,-0.045802
1341.716309,-0.007634
1341.721313,-0.083969
1341.726318,-0.076336
1341.731323,-0.053435
1341.736328,-0.007634
1341.741455,-0.083969
1341.74646,-0.160305
1341.751465,-0.206107
1341.75647,-0.083969
1341.761353,-0.076336
1341.766357,-0.030534
1341.771362,0.030534
1341.776367,-0.022901
1341.781372,-0.145038
1341.786377,-0.061069
1341.791382,-0.022901
1341.796387,-0.022901
1341.801392,-0.022901
1341.806396,-0.068702
1341.811279,-0.10687
1341.816284,-0.068702
1341.821411,0.007634
1341.826416,-0.061069
1341.831421,0.0
1341.836426,-0.091603
1341.841431,-0.198473
1341.846436,-0.152672
1341.85144,-0.076336
1341.856323,-0.083969
1341.861328,-0.10687
1341.866333,-0.045802
1341.871338,-0.076336
1341.876343,-0.099237
1341.881348,-0.099237
1341.886353,-0.083969
1341.891357,-0.10687
1341.896362,-0.137405
1341.901489,-0.175573
1341.906372,-0.10687
1341.911377,-0.022901
1341.916382,0.0
1341.921387,-0.022901
1341.926392,-0.061069
1341.931396,-0.022901
1341.936401,-0.038168
1341.941406,-0.068702
1341.946411,-0.129771
1341.951416,-0.061069
1341.956299,0.015267
1341.961304,-0.076336
1341.966309,-0.068702
1341.971313,-0.061069
1341.976318,-0.099237
1341.981445,-0.137405
1341.98645,-0.076336
1341.991455,-0.045802
1341.99646,0.007634
1342.001465,0.007634
1342.006348,-0.022901
1342.011353,-0.114504
1342.016357,-0.198473
1342.021362,-0.160305
1342.026367,-0.076336
1342.031372,-0.061069
1342.036377,0.022901
1342.041382,-0.061069
1342.046387,-0.114504
1342.05127,-0.122137
1342.056274,-0.061069
1342.061401,-0.091603
1342.066406,-0.038168
1342.071411,-0.030534
1342.076416,-0.122137
1342.081421,-0.083969
1342.086426,-0.122137
1342.091431,-0.083969
1342.096436,-0.122137
1342.101318,-0.122137
1342.106323,-0.068702
1342.111328,-0.076336
1342.116333,-0.061069
1342.121338,-0.038168
1342.126343,-0.099237
1342.131348,0.045802
1342.136353,0.007634
1342.141479,-0.038168
1342.146484,-0.129771
1342.151367,-0.076336
1342.156372,-0.099237
1342.161377,-0.10687
1342.166382,-0.198473
1342.171387,-0.251908
1342.176392,-0.145038
1342.181396,-0.061069
1342.186401,-0.068702
1342.191406,-0.083969
1342.196411,-0.122137
1342.201294,-0.122137
1342.206299,-0.068702
1342.211304,-0.038168
1342.216309,-0.076336
1342.221436,-0.076336
1342.22644,-0.038168
1342.231445,-0.122137
1342.23645,-0.152672
1342.241455,-0.076336
1342.24646,-0.10687
1342.251343,-0.099237
1342.256348,-0.152672
1342.261353,-0.099237
1342.266357,-0.045802
1342.271362,-0.068702
1342.276367,0.0
1342.281372,0.0
1342.286377,-0.045802
1342.291382,-0.038168
1342.296265,-0.076336
1342.301392,-0.061069
1342.306396,-0.030534
1342.311401,-0.007634
1342.316406,-0.10687
1342.321411,-0.099237
1342.326416,-0.145038
1342.331421,-0.137405
1342.336426,-0.076336
1342.341431,-0.129771
1342.346313,-0.145038
1342.351318,-0.083969
1342.356323,-0.007634
1342.361328,-0.007634
1342.366333,0.007634
1342.371338,-0.045802
1342.376343,-0.129771
1342.38147,-0.145038
1342.386475,-0.21374
1342.391479,-0.167939
1342.396362,-0.099237
1342.401367,-0.145038
1342.406372,-0.137405
1342.411377,-0.145038
1342.416382,-0.091603
1342.421387,-0.083969
1342.426392,-0.076336
1342.431396,-0.061069
1342.436401,-0.175573
1342.441284,-0.068702
1342.446289,-0.10687
1342.451294,-0.076336
1342.456299,-0.10687
1342.461426,-0.038168
1342.466431,-0.068702
1342.471436,-0.022901
1342.47644,0.015267
1342.481445,-0.007634
1342.48645,-0.015267
1342.491333,-0.099237
1342.496338,-0.152672
1342.501343,-0.099237
1342.506348,-0.114504
1342.511353,-0.045802
1342.516357,-0.114504
1342.521362,-0.167939
1342.526367,-0.19084
1342.531372,-0.167939
1342.536377,-0.129771
1342.541382,-0.030534
1342.546387,-0.10687
1342.551392,-0.091603
1342.556396,-0.10687
1342.561401,-0.061069
1342.566406,-0.022901
1342.571411,-0.022901
1342.576416,-0.083969
1342.581421,-0.21374
1342.586426,-0.160305
1342.591309,-0.10687
1342.596313,-0.099237
1342.601318,0.0
1342.606323,-0.053435
1342.611328,-0.091603
1342.616333,-0.038168
1342.62146,-0.076336
1342.626465,-0.152672
1342.63147,-0.145038
1342.636475,-0.068702
1342.641357,-0.007634
1342.646362,-0.022901
1342.651367,-0.053435
1342.656372,-0.038168
1342.661377,-0.099237
1342.666382,-0.122137
1342.671387,-0.099237
1342.676392,-0.129771
1342.681396,-0.145038
1342.686279,-0.145038
1342.691284,-0.099237
1342.696289,-0.152672
1342.701416,-0.129771
1342.706421,-0.022901
1342.711426,-0.022901
1342.716431,0.007634
1342.721436,-0.114504
1342.72644,-0.160305
1342.731445,-0.221374
1342.736328,-0.099237
1342.741333,-0.015267
1342.746338,-0.10687
1342.751343,-0.137405
1342.756348,-0.129771
1342.761353,-0.122137
1342.766357,-0.038168
1342.771362,-0.061069
1342.776367,-0.091603
1342.781494,-0.076336
1342.786377,-0.099237
1342.791382,-0.076336
1342.796387,-0.091603
1342.801392,0.0
1342.806396,-0.022901
1342.811401,-0.091603
1342.816406,-0.129771
1342.821411,-0.045802
1342.826416,-0.183206
1342.831421,-0.137405
1342.836304,-0.038168
1342.841309,0.0
1342.846313,-0.061069
1342.851318,-0.076336
1342.856323,-0.091603
1342.86145,0.068702
1342.866455,-0.015267
1342.87146,-0.137405
1342.876465,-0.160305
1342.881348,-0.221374
1342.886353,-0.145038
1342.891357,-0.114504
1342.896362,-0.091603
1342.901367,-0.022901
1342.906372,-0.160305
1342.911377,-0.099237
1342.916382,-0.045802
1342.921387,0.0
1342.926392,0.022901
