t_s,pressure_pa,temp_c,baro_h_m,kf_h_m,kf_v_mps,sigma_h_m
54.8,100677.234,31.03,-0.08345562822924979,-0.11149411795120845,-0.02418575562385117,0.1546650332870571
55.0,100677.234,31.03,-0.08345562822924979,-0.10647125248558284,-0.015419774296171125,0.15466503494425612
55.2,100676.992,31.02,-0.06317831819647513,-0.09564591488738985,-0.003053811539032305,0.15466503610250826
55.4,100677.172,31.02,-0.07826061867396428,-0.09085932415416474,0.001744668821731083,0.15466503691367006
55.6,100677.172,31.02,-0.07826061867396428,-0.08683645573178485,0.005010955679279309,0.15466503748287477
55.8,100677.352,31.02,-0.09334289731915302,-0.08808624339022064,0.003008849103045293,0.1546650378829583
56.0,100677.703,31.02,-0.12275327788184631,-0.09806224486673012,-0.006395247210039179,0.1546650381644922
56.2,100677.5,31.02,-0.10574386563270144,-0.10126154470204272,-0.008102432886215042,0.154665038362699
56.4,100677.672,31.02,-0.12015578322797316,-0.10806275123612666,-0.01270831706337839,0.15466503850220842
56.6,100678.063,31.02,-0.15291768452147636,-0.12329495244266707,-0.023990754197915277,0.15466503860031572
56.8,100678.242,31.02,-0.16791606531755265,-0.14003675137996474,-0.03460917407956659,0.15466503866920625
57.0,100677.883,31.02,-0.13783549212273316,-0.14422240034552794,-0.03217658648192533,0.1546650387174939
57.2,100678.125,31.03,-0.15811265684963827,-0.15289359277602502,-0.03416437620767898,0.15466503875127327
57.4,100677.938,31.03,-0.14244394211192057,-0.15454311656932773,-0.029556152520897112,0.1546650387748584
57.6,100678.359,31.03,-0.17771946455251042,-0.16563247741141843,-0.034159734414695,0.15466503879130145
57.8,100678.359,31.03,-0.17771946455251042,-0.1740405087562678,-0.035560941688060795,0.15466503880275206
58.0,100678.359,31.03,-0.17771946455251042,-0.18012300670192904,-0.0346455023817412,0.15466503881072413
58.2,100678.125,31.03,-0.15811265684963827,-0.17837262695233416,-0.026929068957338355,0.15466503881627572
58.4,100678.484,31.03,-0.18819317149688208,-0.18508849910508915,-0.02811154838332478,0.1546650388201449
58.6,100678.422,31.02,-0.18299821416981388,-0.18839765799034147,-0.02605505725507035,0.15466503882284696
58.8,100678.516,31.02,-0.19087443878404553,-0.1927886227349949,-0.025326000255135452,0.1546650388247364
59.0,100678.453,31.02,-0.1855956931532532,-0.19417738136920498,-0.02205748478035654,0.15466503882606145
59.2,100678.609,31.01,-0.1986668679089898,-0.1986122688541937,-0.02207827997251706,0.15466503882699195
59.4,100678.25,31.01,-0.16858638350017108,-0.19269826503364326,-0.012894765501085818,0.15466503882764568
59.6,100678.219,31.0,-0.16598890027429647,-0.18649310603548566,-0.005085309815377572,0.1546650388281065
59.8,100678.344,31.0,-0.17646261901086646,-0.18419680226735327,-0.0021395843329807002,0.15466503882843025
60.0,100678.438,31.0,-0.18433884856640326,-0.18453898122564721,-0.0020633596231895528,0.15466503882865876
60.2,100678.141,30.99,-0.15945329444527978,-0.17730422040029323,0.004735538945232482,0.15466503882881932
60.4,100678.047,30.99,-0.15157704607931644,-0.1689251090640405,0.011342911632185636,0.15466503882893132
60.6,100677.781,30.98,-0.12928890673419513,-0.15544928142781303,0.021306637575740656,0.15466503882901045
60.8,100677.813,30.98,-0.13197018917994408,-0.1454241882876145,0.026430874576310034,0.15466503882906507
61.0,100678.117,30.97,-0.15744233798783647,-0.1453279026633621,0.021816838464524625,0.15466503882910387
61.2,100678.203,30.97,-0.16464826351533013,-0.14806772633316845,0.01550179403510947,0.1546650388291309
61.4,100677.828,30.96,-0.13322704008615238,-0.1414462246322317,0.01863224240429212,0.15466503882914903
61.6,100678.125,30.96,-0.15811265684963827,-0.14383598094414163,0.013194671735917112,0.15466503882916235
61.8,100678.211,30.95,-0.16531858191449977,-0.1484315443661061,0.006762890230422961,0.15466503882917093
62.0,100678.016,30.94,-0.14897955861100654,-0.14764898935164805,0.00625611509419215,0.15466503882917762
62.2,100677.891,30.94,-0.13850581224446934,-0.14403082229319022,0.008360430747379046,0.15466503882918228
62.4,100677.805,30.93,-0.13129986862510545,-0.13904197577421543,0.011309174210080049,0.15466503882918486
62.6,100677.836,30.92,-0.13389736050318568,-0.1359155413821251,0.012077840615582489,0.15466503882918733
62.8,100677.719,30.92,-0.12409392003490671,-0.1306789226844716,0.014585876624488247,0.15466503882918842
63.0,100677.688,30.92,-0.12149642570586039,-0.1258826606874319,0.016256465971636134,0.15466503882918986
63.2,100677.547,30.91,-0.10968200788294524,-0.11874761332993208,0.019709291446972668,0.1546650388291909
63.4,100677.078,30.9,-0.0703843089255729,-0.10148293588369015,0.03155385406740573,0.1546650388291909
63.6,100677.016,30.9,-0.06518929285406427,-0.08617974318225968,0.03954850616822811,0.15466503882919158
63.8,100676.57,30.9,-0.027818617020152203,-0.06313871982128855,0.053000906171341435,0.15466503882919141
64.0,100676.57,30.9,-0.027818617020152203,-0.045124573635170154,0.0595922417666121,0.15466503882919197
64.2,100676.57,30.9,-0.027818617020152203,-0.03159031119756879,0.06102877039309135,0.15466503882919236
64.4,100676.57,30.9,-0.027818617020152203,-0.021914088790002364,0.05877990730147269,0.1546650388291926
64.6,100676.57,30.9,-0.027818617020152203,-0.015454823159593914,0.05407089777495127,0.15466503882919144
64.8,100676.156,30.89,0.006870874677343819,-0.0011881248393608755,0.05714033632483346,0.154665038829192
65.0,100676.336,30.89,-0.00821152721009799,0.004706002974415142,0.05222042473587927,0.15466503882919236
65.2,100676.313,30.89,-0.00628433262728656,0.008721505926186052,0.046505137219871165,0.15466503882919264
65.4,100676.484,30.89,-0.020612596849931553,0.0064351381356286645,0.03620344154665637,0.1546650388291928
65.6,100676.07,30.89,0.014076918845377095,0.013796121527251973,0.03631038907918448,0.15466503882919158
65.8,100675.836,30.89,0.03368408750468399,0.024844938393325498,0.039676963921920605,0.15466503882919208
66.0,100675.836,30.89,0.03368408750468399,0.033051384535022175,0.039917942083251855,0.15466503882919244
66.2,100675.836,30.89,0.03368408750468399,0.03883030547642939,0.03795789731642564,0.1546650388291927
66.4,100675.594,30.88,0.05396162553144346,0.04868319359079225,0.039968298539056486,0.15466503882919286
66.6,100675.391,30.88,0.07097132630063951,0.06096403202429558,0.04377978590397759,0.15466503882919158
66.8,100675.563,30.88,0.05655916424856855,0.06577281264544269,0.04027057517430756,0.1546650388291921
67.0,100675.75,30.88,0.04089015021737641,0.06394857458454364,0.031488291901375094,0.15466503882919244
67.2,100675.516,30.88,0.06049736933803951,0.06732236716476782,0.028888848708854813,0.1546650388291927
67.4,100675.688,30.88,0.0460852217752139,0.06499786063438064,0.021685574571165808,0.15466503882919286
67.6,100675.273,30.88,0.08085875133203024,0.07279117056687523,0.024758281469029003,0.15466503882919158
67.8,100675.453,30.88,0.06577624233047974,0.07415382525077413,0.02156750376553302,0.1546650388291921
68.0,100675.25,30.87,0.08278596238749936,0.07976256550135745,0.02271902771520965,0.15466503882919244
68.2,100675.25,30.87,0.08278596238749936,0.08385037216656098,0.022313624984765103,0.1546650388291927
68.4,100675.008,30.87,0.10306359598225012,0.0927370465263223,0.026246707363240168,0.15466503882919286
68.6,100675.008,30.87,0.10306359598225012,0.09950913724958832,0.02760049732629734,0.15466503882919158
68.8,100675.188,30.87,0.0879810548376081,0.09991616940236797,0.023054759277002363,0.1546650388291921
69.0,100675.063,30.87,0.0984550394301753,0.10270599080908298,0.021435695519888567,0.15466503882919244
69.2,100675.422,30.87,0.0683737839907328,0.09541046868345276,0.011138208581859977,0.1546650388291927
69.4,100675.578,30.86,0.05530229059463876,0.08494080942358803,-0.00015024131398842094,0.15466503882919286
69.6,100675.641,30.86,0.05002342290770345,0.07444739854970536,-0.009452623355524742,0.15466503882919158
69.8,100675.188,30.85,0.0879810548376081,0.07718287306438841,-0.005339909943065274,0.1546650388291921
70.0,100675.313,30.85,0.07750708077730484,0.07653243470048085,-0.004968695596359586,0.15466503882919244
70.2,100674.75,30.84,0.12468194303939417,0.09027767091693212,0.008134891134776452,0.1546650388291927
70.4,100675.078,30.84,0.09719816072174314,0.09349227187174576,0.009546356425744968,0.15466503882919286
70.6,100674.781,30.83,0.12208438733776306,0.10340422516531074,0.016661086954184175,0.15466503882919158
70.8,100675.0,30.83,0.10373393165137967,0.10583593360609768,0.01586049553854188,0.1546650388291921
71.0,100674.906,30.82,0.11161037899346415,0.10978852483866063,0.016554386804253682,0.15466503882919244
71.2,100675.031,30.82,0.10113638117650758,0.1095114693517927,0.013364559276581315,0.1546650388291927
71.4,100674.883,30.81,0.11353759573832445,0.11259023545222167,0.013725381259107048,0.15466503882919286
71.6,100675.18,30.81,0.08865138953717877,0.10733230638754636,0.006610363295796913,0.15466503882919158
71.8,100674.734,30.8,0.1260226172026624,0.11386343719906789,0.011241441354633983,0.1546650388291921
72.0,100675.219,30.8,0.0853835082901877,0.10689576074342097,0.003048049999058857,0.15466503882919244
72.2,100675.156,30.8,0.09066239389181496,0.10245384824048338,-0.0014429720517500685,0.1546650388291927
72.4,100675.094,30.8,0.0958574902693754,0.10027343803947583,-0.0031248781359627595,0.15466503882919286
72.6,100674.891,30.79,0.11286725943922771,0.10361302587573451,0.00039979030340380525,0.15466503882919158
72.8,100675.125,30.79,0.09325994175330754,0.10056392024268554,-0.002382082694148408,0.1546650388291921
73.0,100675.281,30.79,0.08018841713446467,0.09411939696855653,-0.007687987782212968,0.15466503882919244
73.2,100675.398,30.78,0.07038478443268215,0.08592450114164663,-0.0136066139617872,0.1546650388291927
73.4,100675.281,30.78,0.08018841713446467,0.08229899530305881,-0.014410471807887636,0.15466503882919286
73.6,100675.078,30.78,0.09719816072174314,0.08474983197259321,-0.009669265400684506,0.15466503882919158
73.8,100675.016,30.77,0.10239326035741514,0.08868757028246478,-0.004449166630162156,0.1546650388291921
74.0,100674.93,30.77,0.10959937059325742,0.09433645299722822,0.0013640348169678277,0.15466503882919244
74.2,100674.688,30.77,0.12987705638177416,0.1051867290633498,0.010767862466205657,0.1546650388291927
74.4,100674.875,30.77,0.11420793208171576,0.10940003187886568,0.012599051833573797,0.15466503882919286
74.6,100674.75,30.76,0.12468194303939417,0.11574743400153992,0.0160019464991233,0.15466503882919158
74.8,100674.727,30.76,0.12660916220076923,0.12124560155000441,0.018044770771784444,0.1546650388291921
75.0,100674.484,30.76,0.14697067340201486,0.1314875913730974,0.023941826448737793,0.15466503882919244
75.2,100674.609,30.75,0.13649664003620665,0.13634214371732792,0.024000669603647818,0.1546650388291927
75.4,100674.781,30.75,0.12208438733776306,0.13542646133336655,0.018919061623327186,0.15466503882919286
75.6,100674.406,30.75,0.15350647555440022,0.14349797091133965,0.022731009981731637,0.15466503882919158
75.8,100674.578,30.75,0.1390941993306194,0.14535990911498492,0.020344583339734573,0.1546650388291921
76.0,100674.344,30.75,0.15870160327282834,0.1522099044821677,0.022817082622179644,0.15466503882919244
76.2,100674.344,30.75,0.15870160327282834,0.15735164877760377,0.023331241031004493,0.1546650388291927
76.4,100674.703,30.75,0.12862017388369562,0.15200129770512125,0.014426050920458492,0.15466503882919286
76.6,100674.469,30.75,0.1482275581148218,0.15288936481131432,0.012650504321075657,0.15466503882919158
76.8,100674.641,30.75,0.13381528918487984,0.14893997071103346,0.006889952972879305,0.1546650388291921
77.0,100674.578,30.74,0.1390941993306194,0.1469517460170458,0.0038972419475436977,0.15466503882919244
77.2,100674.734,30.74,0.1260226172026624,0.14122038772341752,-0.001891146873174827,0.1546650388291927
77.4,100675.094,30.74,0.0958574902693754,0.1273504184332991,-0.013885887356115782,0.15466503882919286
77.6,100674.852,30.74,0.11613514930397306,0.12204250009202733,-0.01613582547795659,0.15466503882919158
77.8,100675.031,30.74,0.10113638117650758,0.11351308742854734,-0.02084975295888447,0.1546650388291921
78.0,100674.797,30.74,0.12074371368142156,0.1127623821983901,-0.017809895904342475,0.15466503882919244
78.2,100674.797,30.74,0.12074371368142156,0.11266245691032906,-0.014731980213533407,0.1546650388291927
78.4,100674.969,30.74,0.10633148277590543,0.10870096285119413,-0.015634446266694666,0.15466503882919286
78.6,100674.969,30.74,0.10633148277590543,0.10580123471910256,-0.015432490202151272,0.15466503882919158
78.8,100674.969,30.74,0.10633148277590543,0.1037994662046982,-0.014468118724464185,0.1546650388291921
79.0,100674.797,30.74,0.12074371368142156,0.10685558957200911,-0.009178536135630634,0.15466503882919244
79.2,100674.609,30.74,0.13649664003620665,0.11446034831440818,-0.0007855534623922838,0.1546650388291927
79.4,100674.438,30.74,0.15082512032775441,0.12525683056210626,0.008952664550720371,0.15466503882919286
79.6,100674.438,30.74,0.15082512032775441,0.13417875567685153,0.015292780748638907,0.15466503882919158
79.8,100674.852,30.74,0.11613514930397306,0.13090838020243797,0.009666086723894676,0.1546650388291921
80.0,100674.852,30.74,0.11613514930397306,0.12783102251726552,0.0052114687479286066,0.15466503882919244
80.2,100674.852,30.74,0.11613514930397306,0.12505290271262012,0.0018149558142688924,0.1546650388291927
80.4,100674.438,30.74,0.15082512032775441,0.13303659420258654,0.00859008810221618,0.15466503882919286
80.6,100674.609,30.74,0.13649664003620665,0.1352770785340462,0.009054583611978187,0.15466503882919158
80.8,100674.797,30.74,0.12074371368142156,0.13218604075660317,0.004696533986572044,0.1546650388291921
81.0,100674.766,30.73,0.1233412690483826,0.1301909201557575,0.0020877010764024677,0.15466503882919244
81.2,100674.938,30.73,0.10892903455008485,0.12410639673066604,-0.0036929148010444784,0.1546650388291927
81.4,100675.297,30.73,0.07884774887221724,0.11001541700346931,-0.015563773196519255,0.15466503882919286
81.6,100675.242,30.73,0.08345629675239996,0.09987066056660028,-0.021815527022619338,0.15466503882919158
81.8,100675.359,30.73,0.07365266097460577,0.08895286529002323,-0.027642929896818706,0.1546650388291921
82.0,100675.539,30.73,0.05857016240688684,0.07597006667752848,-0.03427004742199831,0.15466503882919244
82.2,100675.656,30.73,0.04876655004615427,0.06301286093633712,-0.03969605293909686,0.1546650388291927
82.4,100675.633,30.72,0.050693755166151266,0.0537600381961893,-0.04086391097379952,0.15466503882919286
82.6,100675.57,30.72,0.05597262318775664,0.048702021075552,-0.038094750067684854,0.15466503882919158
82.8,100675.664,30.72,0.04809621791566854,0.04318644444184206,-0.03622476013400706,0.1546650388291921
83.0,100675.367,30.71,0.07298232723967235,0.047050728762503616,-0.02634816839815906,0.15466503882919244
83.2,100675.664,30.71,0.04809621791566854,0.04367511805629962,-0.024664300032973364,0.1546650388291927
83.4,100675.695,30.7,0.045498681309917854,0.04076863524170299,-0.022862763041389796,0.15466503882919286
83.6,100676.203,30.7,0.0029326898600201545,0.026219771521978255,-0.03173213522826089,0.15466503882919158
83.801,100676.5,30.7,-0.021953252143713797,0.007290944776709718,-0.04289009446633473,0.15476130647348438
84.0,100676.531,30.69,-0.024550771287561446,-0.00823165398825991,-0.04910229034576425,0.15463616453170292
84.2,100676.063,30.68,0.014663457543812042,-0.008242662551922728,-0.040381221086262756,0.1546448671428752
84.4,100676.219,30.68,0.0015920315345208103,-0.01094806015275638,-0.035606285588819925,0.15465096730549133
84.6,100676.328,30.68,-0.0075411987019236015,-0.014912138785630299,-0.032799408072366996,0.1546552325859597
84.8,100676.188,30.67,0.0041895571945915755,-0.01377631508142778,-0.025957577174790816,0.1546582079465892
85.0,100676.297,30.67,-0.004943675315640661,-0.014761983986488932,-0.022218391994230487,0.1546602795641884
85.2,100676.422,30.67,-0.015417555963621599,-0.01806958746092568,-0.021208371331345188,0.15466172018968208
85.4,100676.688,30.66,-0.03770593891902374,-0.02692827383624637,-0.025313096773317126,0.1546627216356728
85.6,100676.813,30.66,-0.04817978662168931,-0.036846142137341026,-0.0296296240183855,0.15466341814956153
85.8,100676.75,30.66,-0.04290096869231874,-0.04281072640967055,-0.029663993960416586,0.1546639032445013
86.0,100676.664,30.65,-0.03569495895592967,-0.04483005745569141,-0.026184751880229996,0.15466424178844143
86.2,100676.406,30.65,-0.014076899823320943,-0.03927298222032619,-0.016588396498094387,0.15466447863990587
86.4,100676.695,30.65,-0.038292474664487486,-0.04130156178571024,-0.015442331105815943,0.15466464477012495
86.6,100676.547,30.64,-0.02589142606949535,-0.03884197259223836,-0.01050986993813101,0.15466476156479553
86.8,100676.672,30.64,-0.03636528565294839,-0.0395707243410835,-0.009289015971986446,0.15466484381895707
87.0,100676.766,30.63,-0.04424162112171892,-0.04227222520835837,-0.01003909970359897,0.15466490180400844
87.2,100676.938,30.62,-0.058653623792090936,-0.04859094377044392,-0.013871675104508737,0.15466494268414271
87.4,100676.672,30.62,-0.03636528565294839,-0.046866505352448885,-0.009872070848241751,0.15466497148227318
87.6,100676.977,30.62,-0.061921458834925946,-0.052764014532701686,-0.013359872073766897,0.1546649917375967
87.8,100676.766,30.61,-0.04424162112171892,-0.052078590939073764,-0.010374999964934415,0.1546650059540597
88.0,100677.102,30.6,-0.07239528219526559,-0.05962461232005264,-0.015238974709397824,0.154665015907861
88.2,100676.984,30.6,-0.06250799322202294,-0.06262309643889954,-0.01519513525413087,0.15466502286011496
88.4,100676.773,30.59,-0.044828156502982885,-0.05941362960144445,-0.009639953835935047,0.15466502770543877
88.6,100676.922,30.59,-0.05731297322306261,-0.060133354166587015,-0.008565752906156944,0.15466503107688717
88.8,100676.805,30.58,-0.04750946068259987,-0.057546558468005916,-0.00474291462822931,0.15466503342075788
89.0,100676.547,30.58,-0.02589142606949535,-0.048716680315307556,0.003950560325157209,0.15466503505025378
89.2,100676.57,30.57,-0.027818617020152203,-0.04189581931884094,0.009312157036999304,0.1546650361841224
89.4,100676.875,30.57,-0.053374811178068526,-0.04403472917244314,0.005754791544366395,0.15466503697444722
89.6,100676.961,30.56,-0.06058080868915683,-0.048191442072213056,0.0010360422124318196,0.15466503752656627
89.8,100676.961,30.55,-0.06058080868915683,-0.051762181089843734,-0.0023227165260793423,0.15466503791326294
90.0,100677.297,30.55,-0.0887344256059408,-0.06317606394949309,-0.012057153094651017,0.15466503818477528
90.2,100677.406,30.55,-0.09786757666338408,-0.07526889243388264,-0.020664334646584764,0.15466503837581452
90.4,100677.68,30.54,-0.12082610449152487,-0.09182569205400648,-0.031709748309711974,0.154665038510426
90.6,100677.203,30.54,-0.08085812377151225,-0.09297619486386864,-0.02709432745872915,0.15466503860533293
90.8,100677.922,30.54,-0.14110330232123713,-0.11120405764911562,-0.03848208021315065,0.1546650386722291
91.0,100677.773,30.53,-0.12861858601202147,-0.12181511659801111,-0.041073323854130366,0.15466503871932705
91.2,100677.711,30.53,-0.12342359897806299,-0.1280484642141844,-0.039311847185163,0.15466503875242554
91.4,100677.867,30.53,-0.13649485174145548,-0.13608599155524048,-0.039467570139762695,0.15466503877563265
91.6,100677.922,30.52,-0.14110330232123713,-0.14311687864845257,-0.038700657474624874,0.15466503879186289
91.8,100677.719,30.52,-0.12409392003490671,-0.14283026088917974,-0.031564530123392234,0.1546650388031893
92.0,100677.836,30.52,-0.13389736050318568,-0.14457066557888498,-0.027499378614780374,0.15466503881107707
92.2,100677.719,30.51,-0.12409392003490671,-0.1422796687018565,-0.020572955814000267,0.15466503881656293
92.4,100677.688,30.51,-0.12149642570586039,-0.13892693561324582,-0.013934181492904645,0.15466503882037638
92.6,100677.453,30.51,-0.10180572188628556,-0.12974460431709556,-0.0032930736747065134,0.1546650388230269
92.8,100677.391,30.5,-0.09661072148521077,-0.12026821955763202,0.005717379350009887,0.15466503882487379
93.0,100677.906,30.5,-0.13976266236321866,-0.1253144399340383,0.00021447159986162905,0.15466503882616225
93.2,100677.664,30.5,-0.11948546191520526,-0.12353619133170697,0.0017572766341452896,0.1546650388270633
93.4,100678.016,30.5,-0.14897955861100654,-0.13092108380112838,-0.005120671257163335,0.1546650388276951
93.6,100677.781,30.5,-0.12928890673419513,-0.1311485408073672,-0.004412390719247242,0.15466503882813779
93.8,100677.953,30.5,-0.1437007917581945,-0.13553100119639166,-0.007524026356219031,0.1546650388284508
94.0,100677.727,30.49,-0.12476424104253425,-0.1333553354062967,-0.004251928353123871,0.1546650388286715
94.2,100678.078,30.49,-0.15417453289797267,-0.14019473971398266,-0.009576425026574048,0.15466503882882707
94.4,100677.906,30.49,-0.13976266236321866,-0.14140600702287695,-0.008950522836281187,0.15466503882893667
94.6,100677.516,30.49,-0.10708450997096053,-0.1323655695904396,0.0006782975671445549,0.15466503882901242
94.8,100676.984,30.49,-0.06250799322202294,-0.1113190084570532,0.01926899378326862,0.154665038829067
95.0,100677.367,30.49,-0.09459975289105582,-0.10360661955010748,0.022699447362474517,0.15466503882910518
95.2,100677.188,30.49,-0.07960126654594557,-0.09322867496870768,0.027889730928203432,0.15466503882913188
95.4,100677.367,30.49,-0.09459975289105582,-0.08973487055701229,0.026036838724178498,0.1546650388291505
95.6,100677.367,30.49,-0.09459975289105582,-0.08754835823313965,0.02335116756257015,0.1546650388291621
95.8,100677.367,30.49,-0.09459975289105582,-0.0863936593552759,0.020225705178505898,0.15466503882917151
96.0,100677.727,30.49,-0.12476424104253425,-0.09506978366925253,0.008915949917888868,0.15466503882917806
96.2,100677.906,30.49,-0.13976266236321866,-0.10722563242181983,-0.003476458568272705,0.15466503882918262
96.4,100677.516,30.49,-0.10708450997096053,-0.10767006794710979,-0.003253436563933602,0.1546650388291858
96.6,100677.516,30.49,-0.10708450997096053,-0.10794998226940508,-0.00292380333449933,0.15466503882918667
96.8,100677.695,30.49,-0.12208295674625669,-0.11259810462923908,-0.006536307674220147,0.1546650388291886
97.0,100677.453,30.49,-0.10180572188628556,-0.11027645745728229,-0.0033100508350701924,0.15466503882919
97.2,100678.047,30.49,-0.15157704607931644,-0.1231267343040071,-0.014145947218770123,0.15466503882919094
97.4,100678.234,30.49,-0.1672457470758748,-0.1383395108960717,-0.025155491949276083,0.15466503882919164
97.6,100678.234,30.49,-0.1672457470758748,-0.15053120784674515,-0.031521573861437016,0.15466503882919075
97.8,100678.234,30.49,-0.1672457470758748,-0.15995774285161476,-0.03429736272595786,0.1546650388291915
98.0,100678.406,30.49,-0.18165757960588946,-0.17126811706416034,-0.03825440686922144,0.15466503882919203
98.2,100678.586,30.49,-0.19673970856496803,-0.18426376136295947,-0.04300613234193851,0.15466503882919239
98.4,100678.586,30.49,-0.19673970856496803,-0.19402708875628605,-0.04403929034060621,0.15466503882919264
98.6,100678.406,30.49,-0.18165757960588946,-0.1964834599110753,-0.03839254368795425,0.15466503882919147
98.8,100678.586,30.49,-0.19673970856496803,-0.20193589459033234,-0.036413467542639626,0.154665038829192
99.0,100678.586,30.49,-0.19673970856496803,-0.20547593967449654,-0.03308609117381318,0.15466503882919239
99.2,100678.766,30.49,-0.21182181569174618,-0.21201177732376034,-0.03301374031250661,0.15466503882919264
99.4,100678.586,30.49,-0.19673970856496803,-0.21205386034521326,-0.027181025254564423,0.15466503882919283
99.6,100678.766,30.49,-0.21182181569174618,-0.21579005172363389,-0.025669639551406078,0.15466503882919158
99.8,100678.586,30.49,-0.19673970856496803,-0.21367066624429945,-0.01922113014528893,0.1546650388291921
100.0,100678.969,30.49,-0.22883105475897336,-0.2209088201962616,-0.022238478901495308,0.15466503882919244
100.2,100678.969,30.49,-0.22883105475897336,-0.22639859487988448,-0.023164932130390673,0.1546650388291927
100.4,100678.797,30.49,-0.21441928749946548,-0.22604924494546708,-0.018735419553270703,0.15466503882919286
100.6,100679.086,30.5,-0.23863439667676012,-0.23244703002792869,-0.021092007573261563,0.15466503882919158
100.8,100678.734,30.5,-0.2091405537986768,-0.2284102079835074,-0.013752756680490343,0.1546650388291921
101.0,100678.797,30.5,-0.21441928749946548,-0.22613968006653612,-0.009288799995724378,0.15466503882919244
101.2,100678.703,30.51,-0.20654308068180693,-0.22156287804224695,-0.0035681959760823735,0.1546650388291927
101.4,100678.578,30.51,-0.19606939218366204,-0.21441651225678207,0.0034196885020122483,0.15466503882919286
101.6,100678.609,30.51,-0.1986668679089898,-0.2092140884941784,0.007436818096223509,0.15466503882919158
101.8,100678.969,30.52,-0.22883105475897336,-0.21405630653114177,0.0018095461648493958,0.1546650388291921
102.0,100678.813,30.52,-0.21575991785048432,-0.21431388538759588,0.0012587944522117755,0.15466503882919244
102.2,100679.047,30.52,-0.2353666170710378,-0.22045174007276852,-0.004421848452697941,0.1546650388291927
102.4,100678.961,30.53,-0.2281607404447472,-0.22338294363147562,-0.00624157231442077,0.15466503882919286
102.6,100679.438,30.53,-0.26812815606450435,-0.2376767880404203,-0.017839612829999775,0.15466503882919158
102.8,100679.281,30.54,-0.2549732793892945,-0.24536216411532263,-0.021500207134310334,0.1546650388291921
103.0,100679.219,30.54,-0.24977835535205495,-0.24969704103376236,-0.021531177393423428,0.15466503882919244
103.2,100679.492,30.55,-0.2726527594976891,-0.25959660385568695,-0.026503887387729297,0.1546650388291927
103.4,100679.375,30.55,-0.26284944959011014,-0.26428316845532296,-0.025957825566351116,0.15466503882919286
103.6,100679.516,30.56,-0.27466369371925925,-0.2710309993758901,-0.027341413198334923,0.15466503882919158
103.8,100679.578,30.56,-0.2798586053441765,-0.27750680565809566,-0.028237145305415278,0.1546650388291921
104.0,100679.641,30.56,-0.28513730320573805,-0.2837489938981955,-0.02876591194684495,0.15466503882919244
104.2,100679.906,30.57,-0.3073413205023301,-0.29485246793883485,-0.03352255269644786,0.1546650388291927
104.4,100679.961,30.57,-0.3119496955155787,-0.30467394790951025,-0.03629367337153777,0.15466503882919286
104.6,100679.992,30.57,-0.3145471423510049,-0.3127168077692278,-0.03699079458526213,0.15466503882919158
104.8,100679.875,30.57,-0.3047438718655915,-0.3155048890222439,-0.032892236094458474,0.1546650388291921
105.0,100679.992,30.58,-0.3145471423510049,-0.31982309131193404,-0.030882780566595554,0.15466503882919244
105.2,100680.016,30.58,-0.3165580684912772,-0.3231679420285644,-0.028365271959833443,0.1546650388291927
105.4,100679.898,30.58,-0.3066710112376847,-0.3221918048895613,-0.022453853022397233,0.15466503882919286
105.6,100679.625,30.59,-0.2837966817825355,-0.3138202971067169,-0.011018731070614619,0.15466503882919158
105.8,100679.688,30.59,-0.2890753776557631,-0.30794163649768114,-0.003833121732705418,0.1546650388291921
106.0,100679.508,30.59,-0.2739933823580043,-0.29829662212974056,0.0054232755270006575,0.15466503882919244
106.2,100680.164,30.6,-0.32895877111616345,-0.3067334249397041,-0.00304171249007226,0.1546650388291927
106.4,100679.805,30.6,-0.298878662886346,-0.3048035247350469,-0.0007851049144751814,0.15466503882919286
106.6,100680.016,30.6,-0.3165580684912772,-0.308438858832213,-0.0038774757565939993,0.15466503882919158
106.8,100679.828,30.6,-0.30080580334119533,-0.30669247301439095,-0.0016354144699695025,0.1546650388291921
107.0,100680.07,30.6,-0.32108265088946375,-0.31123734005556436,-0.0053852070523495565,0.15466503882919244
107.2,100680.133,30.6,-0.32636132786367567,-0.3165273223522308,-0.00913069376617996,0.1546650388291927
107.4,100679.797,30.61,-0.29820835308032256,-0.31231156795278653,-0.003759189360814993,0.15466503882919286
107.6,100679.586,30.62,-0.28052891633138843,-0.30330570638487986,0.004915827592324884,0.15466503882919158
107.8,100679.438,30.63,-0.26812815606450435,-0.29206700790342915,0.014033440085290914,0.1546650388291921
108.0,100679.219,30.66,-0.24977835535205495,-0.27741894326647365,0.024560936198185147,0.15466503882919244
108.2,100679.281,30.67,-0.2549732793892945,-0.267248139775843,0.029236073550755706,0.1546650388291927
108.4,100679.594,30.68,-0.2811992272792274,-0.26733880469529475,0.023957041667381523,0.15466503882919286
108.6,100679.469,30.69,-0.2707256138357672,-0.26500019612319525,0.02177639656314502,0.15466503882919158
108.8,100680.094,30.72,-0.3230935757698017,-0.2793744329039486,0.0051250464542263105,0.1546650388291921
109.0,100680.203,30.74,-0.33222652136935205,-0.29450816883370295,-0.009240777128588422,0.15466503882919244
109.2,100680.289,30.75,-0.339432326012048,-0.30927561958954225,-0.020726589609263338,0.1546650388291927
