t_s,pressure_pa,temp_c,baro_h_m,kf_h_m,kf_v_mps,sigma_h_m
163.6,100677.336,30.17,-0.09200225121895445,-0.08774875007532047,0.017871881334707764,0.15466503882919178
163.8,100677.375,30.16,-0.09527007579842817,-0.08750218152200251,0.014913316305134445,0.15466503882919358
164.0,100677.484,30.16,-0.10440322111726408,-0.09048301113415316,0.009611513140107495,0.1546650388291921
164.2,100677.43,30.16,-0.0998785446177286,-0.09195513838064336,0.006593718127206124,0.15466503882919108
164.4,100676.922,30.15,-0.05731297322306261,-0.08064207990081593,0.015479096420452561,0.1546650388291931
164.6,100676.867,30.15,-0.052704485563805914,-0.07009574953456514,0.022102923106677858,0.15466503882919178
164.8,100677.398,30.15,-0.09719725391350353,-0.07512922658672441,0.013697853264414283,0.15466503882919358
165.0,100677.313,30.14,-0.09007507212939858,-0.07769384168856017,0.0089822026515422,0.1546650388291921
165.2,100677.609,30.14,-0.11487700176779692,-0.08758810947925276,-0.0014113428252155221,0.15466503882919108
165.4,100677.766,30.14,-0.1280320553456682,-0.09991561318448218,-0.01212007798225242,0.1546650388291931
165.6,100677.641,30.13,-0.11755828792444634,-0.1069039881458663,-0.016177990927226354,0.15466503882919178
165.8,100677.578,30.13,-0.11227950514527629,-0.11078138784526977,-0.01674858023962848,0.15466503882919358
166.0,100677.734,30.13,-0.1253507718860658,-0.11749609132025993,-0.019740199642970167,0.1546650388291921
166.2,100677.609,30.12,-0.11487700176779692,-0.1194745267873221,-0.017989136064950683,0.15466503882919108
166.4,100677.234,30.12,-0.08345562822924979,-0.11119055997523022,-0.007425707130253948,0.1546650388291931
166.6,100677.172,30.12,-0.07826061867396428,-0.10235397701938313,0.00175075239778847,0.15466503882919178
166.8,100677.047,30.11,-0.0677868012097238,-0.09174150326069523,0.010874401775578846,0.15466503882919358
167.0,100677.227,30.11,-0.08286909502334128,-0.08755790953451834,0.012660234866153194,0.1546650388291921
167.2,100677.195,30.11,-0.08018779993887559,-0.08357483745910893,0.0139502589582197,0.15466503882919108
167.4,100677.078,30.1,-0.0703843089255729,-0.07766548895617313,0.0167234486858319,0.1546650388291931
167.6,100676.875,30.1,-0.053374811178068526,-0.06803870723108073,0.02230850024754054,0.15466503882919178
167.8,100676.813,30.1,-0.04817978662168931,-0.058959093921690416,0.026414024922045018,0.15466503882919358
168.0,100676.992,30.1,-0.06317831819647513,-0.056526124512550444,0.023880397802152804,0.1546650388291921
168.2,100677.047,30.09,-0.0677868012097238,-0.056559766880792804,0.019604346922804716,0.15466503882919108
168.4,100676.844,30.09,-0.05077729921978413,-0.05208056949593139,0.020100724670219918,0.1546650388291931
168.6,100676.781,30.09,-0.045498482609407365,-0.04729205044739123,0.020783842500457436,0.15466503882919178
168.8,100676.906,30.09,-0.05597232247685602,-0.04698534952595922,0.017360965856147707,0.15466503882919358
169.0,100676.875,30.08,-0.053374811178068526,-0.04647085033566344,0.014731447947301824,0.1546650388291921
169.2,100676.813,30.08,-0.04817978662168931,-0.04492074970216081,0.013490175561622332,0.15466503882919108
169.4,100677.109,30.08,-0.07298181599176834,-0.051447942069925645,0.005288549217433779,0.1546650388291931
169.6,100677.047,30.08,-0.0677868012097238,-0.05560778732165342,0.0006499170087946411,0.15466503882919178
169.8,100677.023,30.07,-0.06577582705413976,-0.05856637288578338,-0.0020959544237688634,0.15466503882919358
170.0,100676.961,30.07,-0.06058080868915683,-0.05946400743728869,-0.0025213115425942586,0.1546650388291921
170.2,100677.078,30.07,-0.0703843089255729,-0.06309223392210891,-0.005298650848530397,0.15466503882919108
170.4,100677.266,30.07,-0.08613692246719706,-0.07074566263661256,-0.011160734120445964,0.1546650388291931
170.6,100677.0,30.06,-0.06384864312171112,-0.07023980242076021,-0.008726527406538544,0.15466503882919178
170.8,100676.938,30.06,-0.058653623792090936,-0.06798674748332018,-0.005171812011743179,0.15466503882919358
171.0,100677.109,30.06,-0.07298181599176834,-0.07020899942551899,-0.0062278972047694545,0.1546650388291921
171.2,100676.672,30.06,-0.03636528565294839,-0.06093064620080718,0.0031283342357534705,0.15466503882919108
171.4,100677.203,30.06,-0.08085812377151225,-0.06646925022126836,-0.002351969252657571,0.1546650388291931
171.6,100677.141,30.05,-0.07566311292676264,-0.06955597487909226,-0.004678000531616701,0.15466503882919178
171.8,100677.078,30.05,-0.0703843089255729,-0.07045940389595465,-0.004649399041256239,0.15466503882919358
172.0,100677.172,30.05,-0.07826061867396428,-0.07345012505843126,-0.006481576164095527,0.1546650388291921
172.2,100677.531,30.05,-0.10834136387935622,-0.08482218366966467,-0.015439347938075092,0.15466503882919108
172.4,100677.234,30.04,-0.08345562822924979,-0.08657408821592145,-0.014251617217963418,0.1546650388291931
172.6,100677.734,30.04,-0.1253507718860658,-0.10019939631497456,-0.023831044738768063,0.15466503882919178
172.8,100677.859,30.04,-0.13582453148191398,-0.11422077206501374,-0.03205928843566438,0.15466503882919358
173.0,100677.977,30.03,-0.1457117508733119,-0.12815432534137222,-0.03874640122835227,0.1546650388291921
173.2,100677.891,30.03,-0.13850581224446934,-0.13668405583658885,-0.03944025526510367,0.15466503882919108
173.4,100678.25,30.03,-0.16858638350017108,-0.15177443577455943,-0.045843437240811004,0.1546650388291931
173.6,100678.008,30.03,-0.1483092391586105,-0.15715398605237532,-0.042474730365547,0.15466503882919178
173.801,100678.297,30.02,-0.17252450200852643,-0.16774333133877867,-0.04429895920617764,0.15476130647348316
174.0,100677.922,30.02,-0.14110330232123713,-0.16592902280088348,-0.0348485559987609,0.15463616453170342
174.2,100677.922,30.02,-0.14110330232123713,-0.16336517901852557,-0.026372770151480616,0.15464486714287418
174.4,100678.031,30.02,-0.15023640746982148,-0.16312123718663515,-0.021466567523333858,0.15465096730549197
174.6,100677.797,30.02,-0.13062954804073712,-0.15638344212444064,-0.011659402433978538,0.15465523258596012
174.8,100677.797,30.02,-0.13062954804073712,-0.15029261968333815,-0.004171237704833884,0.15465820794659085
175.0,100677.977,30.02,-0.1457117508733119,-0.14950287290965253,-0.002727434315552603,0.15466027956418824
175.2,100677.766,30.01,-0.1280320553456682,-0.14344554332483653,0.0031427604245624075,0.15466172018968058
175.4,100677.766,30.01,-0.1280320553456682,-0.13838284642449633,0.007084908854624171,0.15466272163567316
175.6,100677.945,30.01,-0.1430304719711284,-0.13878471523869587,0.0054678716662081295,0.15466341814956175
175.8,100677.945,30.01,-0.1430304719711284,-0.13929248223615984,0.004044209866733042,0.1546639032445028
176.0,100678.328,30.02,-0.17512198360042364,-0.14947204866107597,-0.005724960438037476,0.15466424178844115
176.2,100678.328,30.02,-0.17512198360042364,-0.15796647634042965,-0.012258926386937236,0.1546644786399043
176.4,100678.516,30.02,-0.19087443878404553,-0.16955258993138128,-0.020379739140108932,0.1546646447701252
176.6,100678.328,30.02,-0.17512198360042364,-0.17407644838058323,-0.02077795105049073,0.1546647615647957
176.8,100678.328,30.02,-0.17512198360042364,-0.17729927751825808,-0.019948686112468413,0.15466484381895856
177.0,100678.156,30.02,-0.16071014204416034,-0.17511703841920453,-0.01446153214782543,0.15466490180400813
177.2,100677.977,30.02,-0.1457117508733119,-0.16832270683048373,-0.005849691822376574,0.1546649426841411
177.4,100678.156,30.02,-0.16071014204416034,-0.16685861119659007,-0.003507921618982584,0.15466497148227343
177.6,100677.977,30.02,-0.1457117508733119,-0.1610074439759342,0.002317758056254416,0.15466499173759687
177.8,100677.977,30.02,-0.1457117508733119,-0.15609545873463265,0.006272608043412203,0.15466500595406119
178.0,100677.977,30.02,-0.1457117508733119,-0.15210292492508096,0.008706819363494269,0.15466501590786066
178.2,100677.797,30.02,-0.13062954804073712,-0.14444356401129801,0.013968174794138668,0.15466502286011335
178.4,100677.797,30.02,-0.13062954804073712,-0.13834471197872875,0.016906655778426143,0.15466502770543902
178.6,100677.977,30.02,-0.1457117508733119,-0.13818701689479287,0.014040703838629928,0.15466503107688734
178.8,100677.977,30.02,-0.1457117508733119,-0.13847789752386036,0.011285539739162069,0.15466503342075935
179.0,100678.156,30.02,-0.16071014204416034,-0.14356560220129533,0.004755683549777933,0.15466503505025347
179.2,100678.156,30.02,-0.16071014204416034,-0.14804169578375403,-6.935898159690212e-05,0.1546650361841208
179.4,100678.156,30.02,-0.16071014204416034,-0.151850910095758,-0.003443582677437733,0.15466503697444747
179.6,100678.328,30.02,-0.17512198360042364,-0.1593124960283664,-0.009464956588259658,0.15466503752656643
179.8,100678.125,30.01,-0.15811265684963827,-0.16027788987898914,-0.008640282309144858,0.1546650379132644
