t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal,inlier
24100,60,-442,166,-22.475231,-338.593455,210.452884,1
24150,63,-451,152,-19.369344,-347.166691,196.291920,1
24200,49,-449,152,-33.498308,-345.320496,196.408081,1
24250,28,-445,156,-54.724684,-341.626296,200.639046,1
24300,28,-445,156,-54.724684,-341.626296,200.639046,1
24350,6,-440,154,-76.893677,-336.891321,198.764190,1
24400,-9,-444,140,-91.935880,-340.725028,184.722663,1
24450,-18,-459,110,-100.835913,-355.033796,154.480115,1
24500,-18,-459,110,-100.835913,-355.033796,154.480115,1
24550,-19,-477,67,-101.545066,-372.046595,110.969680,1
24600,-17,-490,28,-99.227201,-384.215906,71.436533,1
24650,-17,-497,-1,-98.986633,-390.677938,42.022202,1
24700,-17,-497,-1,-98.986633,-390.677938,42.022202,1
24751,-25,-497,-27,-106.807191,-390.416080,15.653890,1
24801,-41,-495,-50,-122.725359,-388.301197,-7.606821,1
24850,-58,-489,-67,-139.684935,-382.370818,-24.803180,1
24900,-58,-489,-67,-139.684935,-382.370818,-24.803180,1
24950,-79,-478,-89,-160.598762,-371.537178,-47.107197,1
25000,-97,-468,-114,-178.458953,-361.618871,-72.480847,1
25050,-118,-450,-141,-199.271421,-343.904437,-99.957380,1
25100,-118,-450,-141,-199.271421,-343.904437,-99.957380,1
25150,-138,-430,-166,-219.079155,-324.258993,-125.434083,1
25200,-149,-410,-198,-229.724205,-304.461666,-158.122117,1
25250,-157,-388,-227,-237.354071,-282.731052,-187.813173,1
25300,-157,-388,-227,-237.354071,-282.731052,-187.813173,1
25350,-170,-362,-246,-250.106588,-257.263394,-207.330611,1
25400,-182,-339,-263,-261.890854,-234.735592,-224.786634,1
25450,-194,-315,-271,-273.758333,-211.344465,-233.099633,1
25500,-194,-315,-271,-273.758333,-211.344465,-233.099633,1
25550,-209,-293,-272,-288.741565,-190.009790,-234.237006,1
25600,-228,-263,-269,-307.747667,-160.960183,-231.363644,1
25650,-257,-230,-254,-336.955101,-129.208820,-216.219543,1
25700,-257,-230,-254,-336.955101,-129.208820,-216.219543,1
25750,-281,-197,-231,-361.191718,-97.519507,-192.987643,1
25800,-298,-168,-214,-378.325403,-69.601911,-175.880435,1
25850,-310,-144,-193,-390.484526,-46.567964,-154.692887,1
25900,-310,-144,-193,-390.484526,-46.567964,-154.692887,1
25950,-320,-125,-171,-400.669681,-28.402606,-132.446609,1
26000,-325,-109,-154,-405.775171,-13.061701,-115.299966,1
26051,-333,-71,-125,-413.871581,23.541321,-86.186995,1
26100,-333,-71,-125,-413.871581,23.541321,-86.186995,1
26150,-335,-33,-101,-415.856183,60.249705,-62.220664,1
26200,-332,-5,-97,-412.661346,87.499173,-58.526657,1
26250,-326,21,-99,-406.390000,112.896083,-60.941747,1
26300,-326,21,-99,-406.390000,112.896083,-60.941747,1
26350,-321,44,-100,-401.160854,135.350861,-62.292571,1
26400,-314,66,-107,-393.858156,156.919958,-69.754753,1
26450,-314,66,-107,-393.858156,156.919958,-69.754753,1
26500,-304,91,-106,-383.583260,181.334931,-69.145973,1
26550,-294,115,-103,-373.335774,204.751098,-66.490356,1
26600,-289,129,-102,-368.192410,218.413686,-65.695811,1
26650,-289,129,-102,-368.192410,218.413686,-65.695811,1
26700,-289,130,-86,-368.346020,219.190795,-49.431964,1
26750,-294,123,-74,-373.569046,212.187303,-37.088342,1
26800,-299,114,-81,-378.615588,203.469479,-44.048031,1
26850,-299,114,-81,-378.615588,203.469479,-44.048031,1
26900,-302,105,-80,-381.722075,194.667716,-42.889752,1
26950,-308,98,-87,-387.764278,187.890942,-49.864018,1
27000,-310,93,-94,-389.750872,183.091700,-56.903143,1
27050,-310,93,-94,-389.750872,183.091700,-56.903143,1
27100,-308,96,-100,-387.648134,186.102711,-63.063768,1
27150,-299,101,-134,-378.177438,191.458006,-97.802708,1
27200,-292,111,-142,-370.952241,201.349344,-106.134352,1
27250,-292,111,-142,-370.952241,201.349344,-106.134352,1
27300,-288,113,-153,-366.786008,203.462358,-117.389074,1
27351,-281,109,-179,-359.481942,199.936971,-143.858971,1
27400,-276,108,-199,-354.236834,199.245611,-164.242142,1
27450,-276,108,-199,-354.236834,199.245611,-164.242142,1
27500,-266,102,-219,-343.976939,193.719869,-184.614014,1
27550,-260,88,-242,-337.786261,180.408506,-207.898908,1
27600,-257,68,-261,-334.710352,161.180950,-227.010692,1
27650,-257,68,-261,-334.710352,161.180950,-227.010692,1
27700,-253,41,-281,-330.665207,135.153795,-247.063576,1
27750,-251,14,-294,-328.710967,109.025832,-259.975526,1
27800,-252,-12,-300,-329.850590,83.763937,-265.748801,1
27850,-252,-12,-300,-329.850590,83.763937,-265.748801,1
27900,-248,-49,-310,-325.978976,47.871887,-275.505918,1
27950,-243,-76,-320,-321.024144,21.728864,-285.396257,1
28000,-243,-91,-317,-321.163762,7.079319,-282.159729,1
28050,-243,-91,-317,-321.163762,7.079319,-282.159729,1
28100,-245,-105,-314,-323.316591,-6.610645,-278.915403,1
28150,-250,-127,-306,-328.608837,-28.177466,-270.456074,1
28200,-253,-156,-294,-331.971877,-56.598171,-257.861602,1
28250,-253,-156,-294,-331.971877,-56.598171,-257.861602,1
28300,-259,-183,-278,-338.391314,-83.141685,-241.192552,1
28350,-261,-204,-264,-340.705842,-103.786343,-226.672148,1
28400,-263,-216,-257,-342.884305,-115.577227,-219.383415,1
28450,-263,-216,-257,-342.884305,-115.577227,-219.383415,1
28500,-263,-228,-250,-343.042259,-127.353519,-212.114795,1
28550,-264,-235,-241,-344.194099,-134.290875,-202.863180,1
28601,-268,-239,-231,-348.364868,-138.339919,-192.601085,1
28650,-268,-239,-231,-348.364868,-138.339919,-192.601085,1
28700,-268,-245,-222,-348.499157,-144.295806,-183.371844,1
28750,-273,-251,-211,-353.704830,-150.312808,-172.057799,1
28800,-278,-255,-194,-358.956250,-154.455363,-154.664826,1
28850,-278,-255,-194,-358.956250,-154.455363,-154.664826,1
28900,-282,-255,-178,-363.158173,-154.681614,-138.348435,1
28950,-288,-256,-164,-369.367787,-155.871997,-124.034136,1
29000,-288,-257,-164,-369.375084,-156.846170,-124.021819,1
29050,-291,-257,-146,-372.586866,-157.089757,-105.680965,1
29100,-292,-258,-125,-373.815607,-158.329874,-84.296127,1
29150,-295,-259,-104,-377.064857,-159.584584,-62.891176,1
29200,-295,-259,-104,-377.064857,-159.584584,-62.891176,1
29250,-301,-252,-86,-383.256326,-153.030849,-44.606368,1
29300,-306,-237,-74,-388.318829,-138.602535,-32.533710,1
29350,-315,-213,-54,-397.437134,-115.534382,-12.393592,1
29400,-315,-213,-54,-397.437134,-115.534382,-12.393592,1
29450,-321,-188,-34,-403.517380,-91.470167,7.704039,1
29500,-325,-159,-10,-407.588158,-63.543932,31.801332,1
29550,-325,-128,16,-407.623441,-33.664799,57.868285,1
29600,-325,-128,16,-407.623441,-33.664799,57.868285,1
29650,-323,-100,33,-405.569595,-6.582743,74.796733,1
29700,-322,-71,42,-404.438254,21.564721,83.584838,1
29751,-321,-45,36,-403.177951,46.974415,77.150991,1
29800,-321,-45,36,-403.177951,46.974415,77.150991,1
29850,-320,-19,25,-401.867365,72.445691,65.630842,1
29900,-317,11,11,-398.476914,101.865202,50.989532,1
29950,-314,41,-11,-395.006010,131.383245,28.210141,1
30000,-314,41,-11,-395.006010,131.383245,28.210141,1
30050,-309,68,-36,-389.506318,158.030312,2.395806,1
30100,-299,93,-59,-378.990061,182.740882,-21.409659,1
30150,-291,114,-78,-370.563726,203.490901,-41.076704,1
30200,-291,114,-78,-370.563726,203.490901,-41.076704,1
30250,-279,136,-97,-358.089077,225.244279,-60.796292,1
30300,-264,157,-112,-342.631190,245.996108,-76.464693,1
30350,-253,171,-129,-331.245281,259.924172,-94.041172,1
30400,-253,171,-129,-331.245281,259.924172,-94.041172,1
30450,-239,184,-147,-316.825849,272.912269,-112.652765,1
30500,-221,205,-151,-298.447824,293.550505,-117.161473,1
30550,-201,218,-169,-277.966868,306.582381,-135.833406,1
30600,-201,218,-169,-277.966868,306.582381,-135.833406,1
30650,-187,227,-183,-263.616849,315.624521,-150.326692,1
30700,-171,238,-192,-247.282013,326.568016,-159.778422,1
30750,-154,246,-202,-229.948755,334.608606,-170.220521,1
30800,-154,246,-202,-229.948755,334.608606,-170.220521,1
30850,-144,247,-222,-219.637784,335.902074,-190.678608,1
30900,-136,240,-239,-211.435864,329.350616,-207.966270,1
30950,-133,236,-248,-208.343777,325.586663,-217.102516,1
31000,-133,236,-248,-208.343777,325.586663,-217.102516,1
31050,-131,233,-256,-206.264705,322.777269,-225.223761,1
31100,-126,224,-268,-201.158423,314.193993,-237.370319,1
31150,-126,215,-280,-201.103411,305.574234,-249.466593,1
31200,-126,215,-280,-201.103411,305.574234,-249.466593,1
31250,-121,205,-294,-195.984312,296.041418,-263.635354,1
31300,-122,189,-304,-197.010743,280.570519,-273.600835,1
31350,-127,175,-318,-202.023370,267.068046,-287.619763,1
31400,-127,175,-318,-202.023370,267.068046,-287.619763,1
31450,-131,160,-325,-206.103437,252.512481,-294.515610,1
31500,-135,146,-329,-210.206377,238.894139,-298.371992,1
31550,-138,132,-339,-213.238723,225.356993,-308.341993,1
31600,-138,132,-339,-213.238723,225.356993,-308.341993,1
31650,-140,121,-345,-215.279152,214.700396,-314.289959,1
31700,-142,108,-350,-217.344231,202.083137,-319.196032,1
31750,-142,108,-350,-217.344231,202.083137,-319.196032,1
31800,-144,93,-358,-219.393733,187.554481,-327.129252,1
31850,-147,72,-364,-222.517381,167.148858,-332.943996,1
31900,-149,45,-375,-224.624271,140.967076,-343.781199,1
31950,-149,45,-375,-224.624271,140.967076,-343.781199,1
32000,-153,16,-381,-228.816545,112.760772,-349.487354,1
32050,-156,-15,-385,-232.033271,82.588786,-353.144412,1
32100,-156,-45,-391,-232.191826,53.437495,-358.878478,1
32150,-156,-45,-391,-232.191826,53.437495,-358.878478,1
32200,-151,-74,-396,-227.301870,25.284543,-363.657883,1
32251,-147,-98,-397,-223.425913,1.945893,-364.419773,1
32300,-143,-115,-400,-219.478767,-14.548912,-367.302399,1
32350,-143,-115,-400,-219.478767,-14.548912,-367.302399,1
32400,-140,-130,-399,-216.567509,-29.151934,-366.130561,1
32450,-141,-146,-398,-217.704563,-44.758315,-364.906179,1
32500,-140,-165,-395,-216.863112,-63.297255,-361.630441,1
32550,-140,-165,-395,-216.863112,-63.297255,-361.630441,1
32600,-141,-181,-391,-218.030337,-78.940586,-357.354279,1
32650,-142,-197,-386,-219.207618,-94.596233,-352.060857,1
32700,-144,-213,-379,-221.415267,-110.283810,-344.722857,1
32750,-144,-213,-379,-221.415267,-110.283810,-344.722857,1
32800,-145,-230,-374,-222.599845,-126.913630,-339.417119,1
32850,-144,-246,-365,-221.796845,-142.603950,-330.074769,1
32900,-146,-262,-356,-224.024607,-158.316160,-320.702249,1
32950,-146,-262,-356,-224.024607,-158.316160,-320.702249,1
33000,-147,-280,-345,-225.276821,-175.994052,-309.280632,1
33050,-151,-298,-330,-229.600024,-193.743100,-293.759804,1
33100,-156,-316,-314,-234.943538,-211.511761,-277.211660,1
33150,-156,-316,-314,-234.943538,-211.511761,-277.211660,1
33200,-164,-325,-298,-243.252146,-220.534755,-260.744194,1
33250,-168,-332,-288,-247.444805,-227.506317,-250.445149,1
33300,-172,-337,-277,-251.632927,-232.541850,-239.153477,1
33350,-172,-337,-277,-251.632927,-232.541850,-239.153477,1
33400,-176,-345,-264,-255.863052,-240.524534,-225.790335,1
33450,-179,-353,-251,-259.082923,-248.499923,-212.437250,1
33500,-184,-359,-234,-264.348936,-254.590824,-195.019644,1
33550,-184,-359,-234,-264.348936,-254.590824,-195.019644,1
33601,-191,-362,-218,-271.603510,-257.761483,-178.636134,1
33650,-200,-361,-204,-280.829294,-257.025410,-164.316297,1
33700,-206,-362,-193,-287.008738,-258.178844,-153.053778,1
33750,-206,-362,-193,-287.008738,-258.178844,-153.053778,1
33800,-212,-360,-181,-293.176350,-256.422075,-140.810948,1
33850,-219,-356,-171,-300.319509,-252.699624,-130.617215,1
33900,-229,-347,-161,-310.456948,-244.128197,-120.454895,1
33950,-229,-347,-161,-310.456948,-244.128197,-120.454895,1
34000,-242,-336,-148,-323.640727,-233.667263,-107.235257,1
34050,-258,-321,-131,-339.866308,-219.380793,-89.965674,1
34100,-275,-298,-116,-357.023658,-197.283602,-74.819088,1
34150,-275,-298,-116,-357.023658,-197.283602,-74.819088,1
34200,-292,-270,-101,-374.144526,-170.315547,-59.734084,1
34250,-309,-235,-89,-391.184148,-136.491330,-47.787076,1
34300,-319,-198,-74,-401.167569,-100.704642,-32.883317,1
34350,-319,-198,-74,-401.167569,-100.704642,-32.883317,1
34400,-330,-160,-57,-412.174061,-63.975711,-15.947298,1
34450,-335,-124,-39,-417.143678,-29.163663,1.970274,1
34500,-335,-124,-39,-417.143678,-29.163663,1.970274,1
34550,-335,-93,-23,-417.078394,0.838636,17.864625,1
34600,-333,-62,0,-415.062999,30.769311,40.859684,1
34650,-331,-36,16,-413.013689,55.915338,56.795504,1
34700,-331,-36,16,-413.013689,55.915338,56.795504,1
34751,-324,-11,32,-405.920406,80.123674,72.693358,1
34801,-314,18,50,-395.787288,108.225958,90.546295,1
34850,-302,47,69,-383.643718,136.330518,109.396380,1
34900,-302,47,69,-383.643718,136.330518,109.396380,1
34950,-289,74,84,-370.464261,162.543296,124.192000,1
35000,-274,102,96,-355.226829,189.781789,135.903409,1
35050,-254,123,116,-335.069655,210.139021,155.788832,1
35100,-254,123,116,-335.069655,210.139021,155.788832,1
35150,-232,137,139,-312.973219,223.654685,178.792139,1
35200,-212,147,163,-292.936534,233.246748,202.882085,1
35250,-198,152,177,-278.897288,238.047332,216.921352,1
35300,-198,152,177,-278.897288,238.047332,216.921352,1
35350,-195,155,174,-275.814467,241.028690,213.802451,1
35400,-210,160,154,-290.730661,246.036439,193.546515,1
35450,-226,170,118,-306.459720,256.104820,156.962888,1
35500,-226,170,118,-306.459720,256.104820,156.962888,1
35550,-237,174,86,-317.221515,260.315380,124.471919,1
35600,-242,175,69,-322.094525,261.462451,107.216462,1
35650,-246,176,59,-326.027678,262.530604,97.071770,1
35700,-246,176,59,-326.027678,262.530604,97.071770,1
35750,-245,182,50,-324.883135,268.493787,87.832472,1
35800,-241,170,82,-321.251490,256.438768,120.492371,1
35850,-235,146,125,-315.797519,232.572784,164.469817,1
35900,-235,146,125,-315.797519,232.572784,164.469817,1
35950,-233,118,154,-314.272957,204.953353,194.295113,1
36000,-231,89,182,-312.745634,176.372066,223.115465,1
36050,-230,52,201,-312.196427,140.100948,242.889064,1
36100,-230,52,201,-312.196427,140.100948,242.889064,1
36150,-222,39,220,-304.400326,127.261057,262.296670,1
36200,-178,54,262,-260.262082,141.677402,304.394357,1
36250,-134,73,287,-215.923687,160.199821,329.149354,1
36300,-134,73,287,-215.923687,160.199821,329.149354,1
36350,-106,85,299,-187.669696,171.946401,340.927091,1
36401,-82,91,310,-163.490444,177.831072,351.801693,1
36450,-49,94,321,-130.240794,180.858893,362.622736,1
36500,-49,94,321,-130.240794,180.858893,362.622736,1
36550,-6,92,334,-86.945200,179.064181,375.439314,1
36600,35,87,341,-45.631663,174.406256,382.209394,1
36650,70,76,347,-10.413373,163.871831,388.096453,1
36700,70,76,347,-10.413373,163.871831,388.096453,1
36750,83,67,351,2.614035,155.149862,392.145606,1
36800,77,55,353,-3.555161,143.391374,394.388265,1
36850,70,43,356,-10.744667,131.613273,397.658240,1
36900,70,43,356,-10.744667,131.613273,397.658240,1
36950,34,29,357,-47.226020,117.699861,399.209973,1
37001,-17,8,353,-98.861976,96.919374,395.912470,1
37050,-48,-22,348,-130.348463,67.529575,391.507423,1
37100,-48,-22,348,-130.348463,67.529575,391.507423,1
37150,-25,-40,357,-107.334467,50.051432,400.653159,1
37200,25,-42,367,-56.936924,48.344745,410.347559,1
37250,25,-42,367,-56.936924,48.344745,410.347559,1
37300,40,-56,368,-41.895321,34.803453,411.386401,1
37350,19,-83,365,-63.277491,8.384506,408.878357,1
37400,19,-83,366,-63.287548,8.372189,409.895617,1
37450,19,-83,366,-63.287548,8.372189,409.895617,1
37500,21,-84,366,-61.274336,7.412609,409.887820,1
37550,23,-87,366,-59.275717,4.504683,409.904656,1
37600,4,-87,363,-78.440374,4.403000,407.043953,1
37650,4,-87,363,-78.440374,4.403000,407.043953,1
37700,-23,-91,355,-105.665966,0.407835,399.226668,1
37750,-26,-108,353,-108.800655,-16.150362,397.431699,1
37800,-30,-119,350,-112.891763,-26.858502,394.555627,1
37850,-30,-119,350,-112.891763,-26.858502,394.555627,1
37900,-38,-132,346,-121.028422,-39.531857,390.727154,1
37950,-36,-162,340,-119.166469,-68.668554,384.972976,1
38000,-16,-197,332,-99.136311,-102.520147,377.064839,1
38050,-16,-197,332,-99.136311,-102.520147,377.064839,1
38100,8,-217,333,-75.046200,-121.840808,378.087069,1
38150,24,-214,336,-58.890416,-118.838495,380.940993,1
38200,39,-222,337,-43.805034,-126.534748,381.905935,1
38250,39,-222,337,-43.805034,-126.534748,381.905935,1
38300,77,-235,336,-5.500178,-138.909414,380.666636,1
38350,129,-226,336,47.098701,-129.762440,380.032839,1
38400,189,-192,333,107.992195,-96.165820,375.958895,1
38450,189,-192,333,107.992195,-96.165820,375.958895,1
38500,233,-147,329,152.811942,-51.957723,370.893115,1
38550,263,-106,323,183.479059,-11.723837,363.982876,1
38600,256,-77,325,176.598766,16.451472,365.730613,1
38650,256,-77,325,176.598766,16.451472,365.730613,1
38700,240,-50,333,160.551252,42.538867,373.697056,1
38750,221,-18,339,141.529573,73.499871,379.597565,1
38800,205,8,341,125.535103,98.686992,381.472763,1
38850,205,8,341,125.535103,98.686992,381.472763,1
38900,183,32,342,103.474573,121.894305,382.415673,1
38950,172,52,342,92.507708,141.297503,382.279966,1
39000,170,68,335,90.674340,156.955894,374.982193,1
39050,170,68,335,90.674340,156.955894,374.982193,1
39101,163,88,333,83.768605,176.412912,372.771739,1
39150,151,106,327,71.837233,193.934367,366.567160,1
39200,134,118,323,54.790699,205.549669,362.521285,1
39250,134,118,323,54.790699,205.549669,362.521285,1
39300,123,124,324,43.711627,211.302129,363.575270,1
39350,115,129,321,35.696247,216.151572,360.542360,1
39400,100,136,320,20.603568,222.873652,359.589734,1
39450,100,136,320,20.603568,222.873652,359.589734,1
39500,86,139,317,6.512071,225.730970,356.641797,1
39550,67,139,318,-12.692813,225.580020,357.850135,1
39600,36,132,320,-44.081877,218.509985,360.282628,1
39650,36,132,320,-44.081877,218.509985,360.282628,1
39700,4,116,321,-76.536807,202.677413,361.818767,1
39750,-19,104,322,-99.870265,190.807201,363.215130,1
39800,-37,84,325,-118.230937,171.155455,366.694261,1
39850,-37,84,325,-118.230937,171.155455,366.694261,1
39900,-48,61,330,-129.561834,148.607632,372.174466,1
39950,-53,31,335,-134.882283,119.284377,377.680547,1
40000,-53,31,335,-134.882283,119.284377,377.680547,1
40050,-51,4,341,-133.119120,92.922400,384.096541,1
40100,-38,3,348,-120.063510,91.956865,391.098943,1
40150,-32,15,346,-113.894315,103.715353,388.856284,1
40200,-32,15,346,-113.894315,103.715353,388.856284,1
40250,-40,27,343,-121.858620,115.384007,385.737158,1
40300,-34,35,342,-115.728667,123.233486,384.561025,1
40350,-23,35,346,-104.656099,123.264482,388.519443,1
40400,-23,35,346,-104.656099,123.264482,388.519443,1
40450,-18,20,349,-99.744446,108.651419,391.705688,1
40500,-22,11,350,-103.861187,99.842360,392.874024,1
40550,-18,21,348,-99.727093,109.637909,390.676111,1
40600,-18,21,348,-99.727093,109.637909,390.676111,1
40650,-24,43,341,-105.557698,131.112152,383.344666,1
40700,-28,55,337,-109.470929,142.822308,379.168053,1
40750,-42,33,339,-123.795122,121.263718,381.614331,1
40800,-42,33,339,-123.795122,121.263718,381.614331,1
40850,-57,-9,341,-139.275498,80.214372,384.316996,1
40900,-73,-38,339,-155.631048,51.871244,382.800563,1
40950,-87,-54,333,-169.831008,36.256225,377.034859,1
41000,-87,-54,333,-169.831008,36.256225,377.034859,1
41050,-115,-64,321,-198.070406,26.457991,365.232489,1
41100,-137,-83,307,-220.293835,7.960613,351.446108,1
41150,-150,-109,297,-233.516279,-17.339574,341.724472,1
41200,-150,-109,297,-233.516279,-17.339574,341.724472,1
41251,-153,-133,291,-236.661817,-40.667716,335.946678,1
41300,-166,-163,274,-249.843050,-69.778379,319.153487,1
41350,-181,-189,253,-264.975379,-94.957677,298.262103,1
41400,-181,-189,253,-264.975379,-94.957677,298.262103,1
41450,-194,-202,236,-278.032572,-107.507399,281.259531,1
41500,-207,-193,224,-290.979526,-98.686898,269.072296,1
41550,-215,-182,220,-298.941071,-87.980101,264.948227,1
41600,-215,-182,220,-298.941071,-87.980101,264.948227,1
41650,-213,-179,223,-296.928843,-85.079939,267.942945,1
41700,-210,-185,226,-293.972030,-90.940037,271.038455,1
