t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal,inlier
92550,117,30,-434,44.587204,129.022021,-406.289883,1
92600,165,85,-402,93.158891,182.557638,-374.897687,1
92650,165,85,-402,93.158891,182.557638,-374.897687,1
92700,222,126,-353,150.549750,222.311121,-326.130145,1
92750,267,161,-293,195.663158,255.996525,-265.978162,1
92800,282,196,-235,210.489057,289.487669,-207.558998,1
92850,282,196,-235,210.489057,289.487669,-207.558998,1
92900,260,255,-161,187.949766,345.891929,-132.787170,1
92950,246,286,-49,172.906051,374.609690,-19.095044,1
93000,234,284,37,159.903534,371.514564,68.534648,1
93050,234,284,37,159.903534,371.514564,68.534648,1
93100,200,282,95,124.957015,368.603779,127.902301,1
93150,160,275,142,84.023113,360.913831,176.202015,1
93200,126,247,197,48.917056,332.711497,232.838118,1
93250,126,247,197,48.917056,332.711497,232.838118,1
93301,68,210,246,-10.440426,295.640390,283.722868,1
93350,7,174,270,-72.569958,259.829480,309.193967,1
93400,-59,117,290,-139.863758,203.573720,330.904955,1
93450,-59,117,290,-139.863758,203.573720,330.904955,1
93500,-119,46,294,-201.037278,133.920382,336.451872,1
93550,-173,-25,277,-255.938084,64.569470,320.575983,1
93600,-209,-100,253,-292.613105,-8.460582,297.447519,1
93650,-209,-100,253,-292.613105,-8.460582,297.447519,1
93700,-228,-154,227,-311.940469,-60.884327,271.854923,1
93750,-230,-172,221,-314.031973,-78.360135,265.993172,1
93800,-220,-176,231,-304.059186,-82.307027,276.114474,1
93850,-220,-176,231,-304.059186,-82.307027,276.114474,1
93900,-214,-172,238,-298.038872,-78.452772,283.125689,1
93950,-219,-157,237,-302.970639,-63.864343,281.973964,1
94000,-229,-150,231,-312.961764,-57.044198,275.884754,1
94050,-229,-150,231,-312.961764,-57.044198,275.884754,1
94100,-229,-156,229,-312.985429,-62.864603,273.924133,1
94150,-221,-175,231,-305.062143,-81.340151,276.112214,1
94200,-207,-193,241,-291.150490,-98.896279,286.365720,1
94250,-207,-193,241,-291.150490,-98.896279,286.365720,1
94300,-173,-198,266,-257.089752,-103.826977,311.516881,1
94350,-115,-172,305,-198.697519,-78.555628,350.286512,1
94400,-70,-138,330,-153.239424,-45.413318,374.846704,1
94450,-70,-138,330,-153.239424,-45.413318,374.846704,1
94500,-40,-107,342,-122.826292,-15.142858,386.370313,1
94550,-15,-77,348,-97.411386,14.190844,391.852961,1
94600,11,-43,350,-70.916814,47.477802,393.207246,1
94650,11,-43,350,-70.916814,47.477802,393.207246,1
94700,25,-4,348,-56.468581,85.597333,390.551587,1
94751,44,48,337,-36.783713,136.528444,378.530187,1
94800,59,105,316,-21.002812,192.424399,356.314830,1
94850,59,105,316,-21.002812,192.424399,356.314830,1
94900,53,162,285,-26.336679,248.290294,324.138061,1
94950,33,204,253,-45.913494,289.453759,291.269573,1
95000,-5,224,230,-83.925914,308.943233,268.008412,1
95050,-5,224,230,-83.925914,308.943233,268.008412,1
95100,-35,225,219,-114.115616,309.833994,257.107933,1
95150,-56,213,223,-135.458735,297.941425,261.535963,1
95200,-61,200,232,-140.695370,285.129845,270.901704,1
95250,-61,200,232,-140.695370,285.129845,270.901704,1
95300,-55,199,237,-134.691426,284.137868,275.939981,1
95350,-21,184,258,-100.663426,269.514707,297.145266,1
95400,-21,184,258,-100.663426,269.514707,297.145266,1
95450,26,169,278,-53.492067,254.998716,317.202554,1
95500,88,155,286,8.961080,241.714143,324.889553,1
95550,154,123,293,75.333963,210.935960,331.740762,1
95600,154,123,293,75.333963,210.935960,331.740762,1
95650,211,86,287,132.708814,175.381357,325.519681,1
95700,262,60,269,184.223083,150.646678,307.016336,1
95750,301,30,255,223.544890,121.878482,292.751978,1
95800,301,30,255,223.544890,121.878482,292.751978,1
95850,330,6,235,252.868276,98.956259,272.410726,1
95900,366,-25,199,289.373271,69.462965,235.809130,1
95951,404,-61,150,327.993029,35.273513,186.024620,1
96000,404,-61,150,327.993029,35.273513,186.024620,1
96050,427,-114,106,351.284653,-15.647909,141.686643,1
96100,421,-188,89,344.854153,-87.571109,125.364983,1
96150,390,-270,94,312.887682,-167.741069,131.772997,1
96200,390,-270,94,312.887682,-167.741069,131.772997,1
96250,331,-356,99,252.604912,-252.012022,138.511865,1
96300,260,-428,81,180.532548,-322.448831,121.801996,1
96350,184,-482,33,103.841951,-375.017512,74.402907,1
96400,184,-482,33,103.841951,-375.017512,74.402907,1
96450,100,-508,7,19.052376,-400.638684,49.119133,1
96500,11,-507,19,-70.973618,-400.461697,62.208985,1
96550,-72,-483,38,-154.840666,-377.921167,82.076037,1
96600,-72,-483,38,-154.840666,-377.921167,82.076037,1
96650,-148,-442,50,-231.441498,-338.682406,94.542490,1
96700,-208,-398,49,-291.725639,-296.244266,93.586704,1
96750,-251,-356,38,-334.749487,-255.507267,82.311985,1
96800,-251,-356,38,-334.749487,-255.507267,82.311985,1
96850,-279,-320,36,-362.753814,-220.616708,80.115656,1
96900,-293,-288,55,-376.854960,-189.779337,99.190265,1
96950,-294,-256,93,-378.013881,-159.081125,137.462081,1
97000,-294,-256,93,-378.013881,-159.081125,137.462081,1
97050,-281,-215,151,-365.164710,-119.759537,195.827459,1
97100,-249,-165,211,-333.075158,-71.556392,255.925432,1
97151,-201,-115,266,-284.771257,-23.174920,310.776196,1
97200,-201,-115,266,-284.771257,-23.174920,310.776196,1
97250,-148,-52,302,-231.130155,38.141298,346.088618,1
97300,-82,-17,329,-164.469541,72.386374,372.459823,1
97350,-4,6,343,-85.642700,95.189047,385.633764,1
97400,-4,6,343,-85.642700,95.189047,385.633764,1
97450,93,10,344,12.371072,99.781182,385.626260,1
97500,193,4,321,113.584002,94.949073,361.297505,1
97550,281,-4,276,202.880538,88.352023,314.734338,1
97600,281,-4,276,202.880538,88.352023,314.734338,1
97650,356,-14,211,279.230312,79.958104,247.981338,1
97700,400,-12,148,324.329654,83.003437,183.426816,1
97750,427,-9,91,352.201635,86.825004,125.134503,1
97800,427,-9,91,352.201635,86.825004,125.134503,1
97850,447,-27,35,372.838553,70.125545,68.188495,1
97900,459,-85,-20,385.091524,14.388479,12.832861,1
97950,452,-174,-84,378.013987,-71.575736,-51.105224,1
98000,452,-174,-84,378.013987,-71.575736,-51.105224,1
98050,421,-273,-99,346.124609,-168.060306,-64.833033,1
98100,367,-363,-102,290.944377,-256.092936,-66.233265,1
98150,292,-437,-102,214.635384,-328.728974,-64.567589,1
98200,292,-437,-102,214.635384,-328.728974,-64.567589,1
98250,206,-491,-67,127.007541,-382.392893,-27.433514,1
98300,105,-512,-8,24.225311,-404.314146,33.859212,1
98350,105,-512,-8,24.225311,-404.314146,33.859212,1
98400,2,-499,44,-80.258950,-393.041895,87.632468,1
98450,-87,-458,83,-170.264615,-354.230534,127.695684,1
98500,-159,-362,134,-242.815336,-261.863416,179.117650,1
98550,-159,-362,134,-242.815336,-261.863416,179.117650,1
98600,-181,-313,258,-265.930427,-215.816712,304.875654,1
98650,-204,-218,250,-288.392650,-123.339564,295.798805,1
98700,-201,-117,275,-284.876360,-25.234115,319.956171,1
98750,-201,-117,275,-284.876360,-25.234115,319.956171,1
98800,-193,-15,274,-276.040030,74.202220,317.602171,1
98850,-175,59,260,-257.174724,146.594790,302.268084,1
98900,-165,110,239,-246.488872,196.609225,280.176909,1
98950,-165,110,239,-246.488872,196.609225,280.176909,1
99000,-158,137,224,-239.069238,223.147719,264.515062,1
99050,-153,147,220,-233.904776,232.975198,260.272573,1
99100,-153,154,211,-233.763191,239.905258,251.031015,1
99150,-153,154,211,-233.763191,239.905258,251.031015,1
99200,-139,153,227,-219.787837,238.836171,267.178701,1
99250,-114,143,259,-194.926265,228.882724,299.602777,1
99300,-78,123,295,-159.065090,209.218542,336.108434,1
99351,-78,123,295,-159.065090,209.218542,336.108434,1
99400,-20,100,331,-101.000215,186.792364,372.429795,1
99450,38,94,346,-42.600109,181.185774,387.179309,1
99500,81,123,333,1.183150,209.910655,373.165309,1
99550,81,123,333,1.183150,209.910655,373.165309,1
99600,144,137,318,65.082156,224.193503,357.100403,1
99650,228,147,282,150.378502,234.991533,319.511108,1
99700,303,144,231,226.638558,233.244394,266.913534,1
99750,303,144,231,226.638558,233.244394,266.913534,1
99800,362,134,173,286.753870,224.647515,207.442262,1
99850,410,105,111,335.657981,197.510355,144.246587,1
99900,449,61,47,375.380472,155.719564,79.291649,1
99950,449,61,47,375.380472,155.719564,79.291649,1
100000,476,-5,-2,402.668541,92.224661,29.987259,1
100050,490,-95,-28,416.416888,4.971472,4.506188,1
100100,483,-205,-40,408.663177,-102.090835,-6.275719,1
100150,483,-205,-40,408.663177,-102.090835,-6.275719,1
100200,447,-317,-21,371.285748,-211.694899,14.793717,1
100250,382,-411,0,304.722174,-304.000079,37.967621,1
100301,294,-477,45,214.885699,-369.491832,85.442211,1
100350,294,-477,45,214.885699,-369.491832,85.442211,1
100400,181,-507,106,99.894639,-400.292833,149.000986,1
100450,57,-496,154,-25.779323,-391.072888,198.941025,1
100500,-38,-457,185,-121.780653,-354.155119,230.951132,1
100550,-38,-457,185,-121.780653,-354.155119,230.951132,1
100600,-111,-403,202,-195.306152,-302.291802,248.313602,1
100650,-183,-321,213,-267.556756,-223.070445,259.217590,1
100700,-230,-231,215,-314.402126,-135.762443,260.616287,1
100750,-230,-231,215,-314.402126,-135.762443,260.616287,1
100800,-253,-135,215,-336.937506,-42.409654,259.665203,1
100850,-262,-38,195,-345.120900,52.265790,238.215805,1
100900,-255,35,174,-337.305288,123.690141,215.883837,1
100950,-255,35,174,-337.305288,123.690141,215.883837,1
101000,-237,88,164,-318.633434,175.575812,204.877438,1
101050,-223,119,155,-304.173177,205.988175,195.199490,1
101100,-223,119,155,-304.173177,205.988175,195.199490,1
101150,-218,133,153,-298.999642,219.687712,192.942254,1
101200,-201,140,170,-281.945212,226.421582,209.978499,1
101250,-183,131,205,-264.178291,217.354283,245.512435,1
101300,-183,131,205,-264.178291,217.354283,245.512435,1
101350,-168,113,239,-249.497745,199.509855,280.170129,1
101400,-154,101,257,-235.622766,187.700232,298.487818,1
101450,-120,76,298,-201.868865,163.089009,340.161473,1
101500,-120,76,298,-201.868865,163.089009,340.161473,1
101551,-73,51,335,-154.941434,138.621907,377.635350,1
101600,-14,36,359,-95.687253,124.144208,401.640999,1
101650,68,30,372,-13.020937,118.737367,414.114632,1
101700,68,30,372,-13.020937,118.737367,414.114632,1
101750,157,28,365,76.947478,117.524624,406.123398,1
101800,248,-9,346,168.801704,82.378217,386.336007,1
101850,328,-78,312,249.460498,16.162761,351.794465,1
101900,328,-78,312,249.460498,16.162761,351.794465,1
101950,372,-156,272,293.744818,-59.009026,311.622252,1
102000,383,-243,237,304.574802,-143.250737,276.979059,1
102050,358,-331,208,278.968004,-228.803194,248.813785,1
102100,358,-331,208,278.968004,-228.803194,248.813785,1
102150,296,-425,169,216.038595,-320.347493,210.921905,1
102200,199,-491,140,117.854028,-384.993491,183.209749,1
102250,77,-518,114,-5.332498,-411.866103,158.320446,1
102300,77,-518,114,-5.332498,-411.866103,158.320446,1
102350,-30,-503,101,-113.189497,-397.874117,145.987381,1
102400,-119,-463,95,-202.749908,-359.482685,140.286203,1
102450,-195,-404,84,-278.988099,-302.425529,129.133974,1
102500,-195,-404,84,-278.988099,-302.425529,129.133974,1
102550,-257,-326,70,-340.913931,-226.719985,114.555156,1
102600,-299,-244,44,-382.484816,-146.824022,87.518815,1
102650,-320,-157,28,-402.904449,-62.027132,70.382304,1
102700,-320,-157,28,-402.904449,-62.027132,70.382304,1
102750,-322,-74,22,-404.259009,18.888533,63.276584,1
102800,-307,14,25,-388.493278,104.688255,65.093659,1
102851,-280,81,33,-360.808008,170.056318,72.135002,1
102900,-280,81,33,-360.808008,170.056318,72.135002,1
102950,-253,136,7,-332.868368,224.153068,44.737297,1
103000,-226,173,-38,-304.868987,260.948718,-1.766656,1
103050,-191,206,-59,-269.058121,293.610452,-23.887550,1
103100,-191,206,-59,-269.058121,293.610452,-23.887550,1
103150,-154,236,-73,-231.319033,323.278043,-38.870787,1
103200,-120,257,-66,-196.887566,343.897541,-32.350540,1
103250,-113,266,-40,-190.011593,352.395943,-6.083020,1
103300,-113,266,-40,-190.011593,352.395943,-6.083020,1
103350,-133,254,-42,-210.284119,340.584571,-7.768608,1
103400,-172,224,-41,-249.912978,311.062501,-5.989641,1
103450,-214,188,-29,-292.727002,275.538022,7.083258,1
103500,-214,188,-29,-292.727002,275.538022,7.083258,1
103550,-242,148,33,-321.929489,235.603176,70.927640,1
103600,-256,101,107,-337.160176,188.803470,146.924567,1
103650,-265,26,163,-347.362873,114.985101,204.905390,1
103700,-265,26,163,-347.362873,114.985101,204.905390,1
103750,-273,-68,185,-356.352022,23.083504,228.523323,1
103800,-279,-152,174,-362.915828,-58.655325,218.428389,1
103850,-279,-152,174,-362.915828,-58.655325,218.428389,1
103900,-282,-220,146,-366.161163,-124.576116,190.812797,1
103950,-269,-276,130,-353.275557,-178.837885,175.095623,1
104000,-262,-327,78,-346.052951,-227.829173,122.755838,1
104050,-262,-327,78,-346.052951,-227.829173,122.755838,1
104100,-251,-369,13,-334.592924,-267.863603,57.040594,1
104150,-249,-374,-59,-331.884817,-271.833084,-16.160672,1
104200,-255,-349,-124,-337.110244,-246.721964,-82.530160,1
104250,-255,-349,-124,-337.110244,-246.721964,-82.530160,1
104300,-259,-316,-165,-340.498152,-214.098463,-124.604048,1
104350,-251,-297,-199,-331.935559,-195.112042,-159.505363,1
104400,-244,-266,-235,-324.275549,-164.418208,-196.578940,1
104451,-244,-266,-235,-324.275549,-164.418208,-196.578940,1
104500,-228,-221,-274,-307.390931,-119.983334,-236.967240,1
104550,-221,-167,-295,-299.713952,-67.068270,-259.065194,1
104600,-234,-97,-282,-312.467238,0.868871,-246.572232,1
104650,-234,-97,-282,-312.467238,0.868871,-246.572232,1
104700,-251,-29,-244,-329.527550,66.520566,-208.582904,1
104750,-253,38,-200,-331.501688,131.233637,-164.628549,1
104800,-234,108,-164,-312.158148,199.120985,-129.060415,1
104850,-234,108,-164,-312.158148,199.120985,-129.060415,1
104900,-203,177,-101,-280.970387,265.789171,-66.134620,1
104950,-149,237,1,-227.004661,323.377275,36.343870,1
105000,-71,268,87,-148.843530,353.086542,122.662014,1
105050,-71,268,87,-148.843530,353.086542,122.662014,1
105100,-22,277,114,-99.546944,361.879080,149.524413,1
105150,-10,277,125,-87.534519,361.831156,160.593596,1
105200,1,278,134,-76.504938,362.774741,169.625998,1
105250,1,278,134,-76.504938,362.774741,169.625998,1
105300,25,287,125,-52.102662,371.828263,160.118446,1
105350,30,290,118,-46.959105,374.873480,152.910392,1
105400,12,289,117,-65.140918,373.780287,152.086468,1
105450,12,289,117,-65.140918,373.780287,152.086468,1
105500,-6,284,116,-83.351917,368.790402,151.311811,1
105550,-16,274,137,-93.738613,358.717060,172.898008,1
105600,-14,247,189,-92.438057,331.788522,226.107973,1
105650,-14,247,189,-92.438057,331.788522,226.107973,1
105700,-8,214,238,-87.110095,299.081082,276.299829,1
105751,17,181,279,-62.506852,266.610807,318.162526,1
105800,65,156,306,-14.468600,242.274167,345.453744,1
105850,65,156,306,-14.468600,242.274167,345.453744,1
105900,123,139,318,43.881414,225.988623,357.286960,1
105950,178,131,310,99.467469,218.695078,348.694293,1
106000,196,148,296,117.916875,235.559787,334.062248,1
106050,196,148,296,117.916875,235.559787,334.062248,1
106100,158,203,258,80.310682,289.330064,295.111105,1
106150,84,253,207,6.429598,338.126918,243.359202,1
106200,16,262,181,-61.940535,346.718544,217.483442,1
106250,16,262,181,-61.940535,346.718544,217.483442,1
106300,-54,253,162,-132.532910,337.674247,198.970315,1
106350,-124,219,154,-203.418320,304.140143,191.954964,1
106400,-194,160,149,-274.516313,246.214765,188.299306,1
106450,-194,160,149,-274.516313,246.214765,188.299306,1
106500,-243,83,160,-324.691214,170.710434,200.930320,1
106550,-273,5,163,-355.598132,94.469096,205.244491,1
106600,-273,191,163,-354.240986,275.665274,202.953615,1
106650,-292,-65,148,-375.152862,26.323101,191.038822,1
106700,-303,-123,127,-386.477662,-30.000547,170.501340,1
106750,-314,-173,82,-397.502730,-78.235214,125.451080,1
106800,-314,-173,82,-397.502730,-78.235214,125.451080,1
106850,-320,-208,24,-403.236343,-111.660689,66.941406,1
106900,-317,-233,-33,-399.814762,-135.291082,9.235317,1
106950,-308,-249,-83,-390.336385,-150.196355,-41.521140,1
107000,-308,-249,-83,-390.336385,-150.196355,-41.521140,1
107050,-299,-241,-134,-380.672835,-141.709160,-93.590453,1
107100,-291,-208,-180,-371.887411,-108.936518,-140.871323,1
107150,-290,-156,-200,-370.296606,-58.025895,-161.867044,1
107200,-290,-156,-200,-370.296606,-58.025895,-161.867044,1
107250,-289,-93,-198,-368.846787,3.329667,-160.618522,1
107300,-287,-21,-178,-366.502066,73.238386,-141.180221,1
107350,-277,65,-120,-356.355316,156.375870,-83.338917,1
107400,-277,65,-120,-356.355316,156.375870,-83.338917,1
107450,-233,159,-1,-312.415014,246.803509,36.114801,1
107500,-151,207,129,-230.531320,292.560975,166.942787,1
107550,-81,209,200,-160.512969,294.145601,238.439661,1
107600,-81,209,200,-160.512969,294.145601,238.439661,1
107650,-76,175,245,-156.162330,260.505958,284.584850,1
107700,-64,133,287,-144.768115,219.160955,327.706394,1
107750,-33,117,311,-113.808343,203.504781,352.005946,1
107800,-33,117,311,-113.808343,203.504781,352.005946,1
107850,-6,95,332,-86.903197,182.011333,373.367844,1
107900,37,44,361,-44.126038,132.285080,403.064096,1
107950,74,4,376,-7.189348,93.403382,418.443563,1
108000,74,4,376,-7.189348,93.403382,418.443563,1
108050,113,-41,384,31.801765,49.751627,426.743678,1
108100,142,-76,386,60.823642,15.842537,428.917633,1
108150,178,-110,381,96.994991,-16.955089,423.888053,1
108200,178,-110,381,96.994991,-16.955089,423.888053,1
108250,227,-142,365,146.424859,-47.574032,407.513241,1
108300,290,-189,329,210.089970,-92.457090,370.837179,1
108350,341,-204,292,261.875577,-106.241852,332.870407,1
108400,341,-204,292,261.875577,-106.241852,332.870407,1
108450,382,-181,257,303.815796,-83.105639,296.570695,1
108500,401,-118,244,323.601039,-21.433991,282.379293,1
108550,395,-55,244,317.999193,39.895129,281.663692,1
108600,395,-55,244,317.999193,39.895129,281.663692,1
108650,370,11,252,293.143956,103.909602,289.240300,1
108700,327,68,269,249.947968,158.914333,306.264119,1
108750,256,114,290,178.344378,202.949594,327.774048,1
108801,256,114,290,178.344378,202.949594,327.774048,1
108850,168,133,315,89.329238,220.508877,353.856528,1
108900,62,120,335,-18.053680,206.824870,375.427856,1
108950,-53,80,328,-134.454358,167.105070,369.956215,1
109000,-53,80,328,-134.454358,167.105070,369.956215,1
109050,-143,22,305,-225.569115,110.229632,348.178691,1
109100,-195,-62,284,-278.504040,28.278331,328.373763,1
109150,-228,-167,246,-312.226400,-73.782590,291.342982,1
109200,-228,-167,246,-312.226400,-73.782590,291.342982,1
109250,-266,-234,168,-350.320497,-138.368758,213.204047,1
109300,-285,-268,95,-369.029266,-170.730166,139.553890,1
109350,-303,-266,19,-386.434937,-167.977100,62.398500,1
109400,-303,-266,19,-386.434937,-167.977100,62.398500,1
109450,-308,-257,-28,-390.947875,-158.667148,14.526705,1
109500,-313,-237,-46,-395.672195,-138.998473,-3.980027,1
109550,-313,-237,-46,-395.672195,-138.998473,-3.980027,1
109600,-318,-202,-83,-400.095991,-104.483189,-41.999450,1
109650,-308,-155,-150,-388.976717,-57.798885,-110.835329,1
109700,-285,-104,-208,-364.785465,-7.233884,-170.695869,1
109750,-285,-104,-208,-364.785465,-7.233884,-170.695869,1
109800,-276,-32,-203,-355.218115,62.910657,-166.586868,1
109850,-277,60,-124,-356.351571,151.554271,-87.346375,1
109900,-270,104,13,-350.336514,192.781593,51.405951,1
109950,-270,104,13,-350.336514,192.781593,51.405951,1
110000,-241,81,158,-322.665186,168.801314,198.900319,1
110050,-192,34,252,-274.451001,122.214957,294.608879,1
110100,-166,36,273,-248.380993,124.094364,315.685237,1
110150,-166,36,273,-248.380993,124.094364,315.685237,1
110200,-135,44,295,-217.225993,131.842976,337.654672,1
110250,-98,47,316,-180.035894,134.776817,358.608089,1
110301,-69,15,341,-151.223431,103.506966,384.142080,1
110350,-69,15,341,-151.223431,103.506966,384.142080,1
110400,-30,-63,372,-112.704407,27.424222,416.245626,1
110450,12,-159,380,-71.054652,-65.888465,425.143714,1
110500,62,-246,366,-21.035950,-150.104261,411.470775,1
110550,62,-246,366,-21.035950,-150.104261,411.470775,1
110600,115,-305,343,32.308326,-206.910474,388.267460,1
110650,178,-345,309,96.004399,-244.998953,353.539703,1
110700,250,-374,259,169.033927,-272.108797,302.309790,1
110750,250,-374,259,169.033927,-272.108797,302.309790,1
110800,338,-355,205,258.617978,-252.292326,246.258735,1
110850,424,-309,114,346.750623,-205.732066,152.256619,1
110900,454,-229,112,377.662077,-127.554698,148.935075,1
110950,454,-229,112,377.662077,-127.554698,148.935075,1
111000,460,-151,139,384.021196,-51.857972,175.380071,1
111050,447,-71,169,371.169912,25.611518,205.043292,1
111100,412,-6,205,335.923251,88.233991,241.216069,1
111150,412,-6,205,335.923251,88.233991,241.216069,1
111200,365,54,239,288.537172,145.922674,275.536589,1
111250,297,109,266,219.969672,198.673481,303.009061,1
111300,222,145,289,144.231988,232.913193,326.716902,1
111350,222,145,289,144.231988,232.913193,326.716902,1
111400,127,153,310,48.105035,239.754763,348.936220,1
111450,29,123,330,-51.319891,209.568187,370.636476,1
111500,-54,70,334,-135.597917,157.282144,376.192999,1
111550,-54,70,334,-135.597917,157.282144,376.192999,1
111601,-118,4,329,-200.685461,92.581334,372.563217,1
111650,-167,-65,309,-250.490233,25.252200,353.560631,1
111700,-216,-118,266,-299.946958,-26.206886,310.963996,1
111750,-216,-118,266,-299.946958,-26.206886,310.963996,1
111800,-260,-159,207,-344.103947,-65.742349,251.893115,1
111850,-288,-199,146,-372.069462,-104.162262,190.614490,1
111900,-298,-234,90,-381.864204,-137.641556,134.179564,1
111950,-298,-234,90,-381.864204,-137.641556,134.179564,1
112000,-313,-241,10,-396.264555,-143.584891,53.035812,1
112050,-318,-214,-58,-400.434966,-116.481178,-16.420146,1
112100,-322,-167,-83,-403.881630,-70.416320,-42.390302,1
112150,-322,-167,-83,-403.881630,-70.416320,-42.390302,1
112200,-324,-122,-87,-405.533569,-26.543862,-46.993473,1
112250,-324,-82,-76,-405.352334,12.287576,-36.296272,1
112300,-324,-43,-39,-405.439868,49.824612,0.862011,1
112350,-322,-43,-39,-403.419360,49.839205,0.841898,1
112400,-311,-5,32,-392.743324,86.063566,72.488721,1
112450,-278,18,131,-360.232734,107.490992,172.582332,1
112500,-278,18,131,-360.232734,107.490992,172.582332,1
112550,-222,-19,239,-305.014599,70.525008,282.338973,1
112600,-159,-83,308,-242.529481,7.787774,352.684615,1
112650,-93,-109,349,-176.454746,-17.564134,394.048773,1
112700,-93,-109,349,-176.454746,-17.564134,394.048773,1
112750,5,-173,376,-78.188355,-79.528697,421.317501,1
112800,103,-250,366,20.355280,-153.701797,411.107716,1
112850,164,-266,351,82.014883,-168.658731,395.432420,1
112900,164,-266,351,82.014883,-168.658731,395.432420,1
112950,225,-266,334,143.811344,-168.004265,377.525538,1
113000,290,-235,314,209.905182,-137.084300,356.144836,1
113050,348,-194,285,269.090717,-96.362831,325.556024,1
113100,348,-194,285,269.090717,-96.362831,325.556024,1
113150,392,-137,251,314.299722,-40.095163,289.824639,1
113200,418,-67,216,341.429066,28.717735,253.096900,1
113250,403,16,211,326.931147,109.526229,247.139177,1
113300,403,16,211,326.931147,109.526229,247.139177,1
113350,362,91,213,286.037854,182.265415,248.662282,1
113400,303,156,220,226.836739,245.069952,255.575873,1
113450,236,198,229,159.365660,285.385504,264.887719,1
113500,236,198,229,159.365660,285.385504,264.887719,1
113550,159,214,245,81.531935,300.213379,281.741183,1
113600,81,198,275,2.313674,283.687989,313.240476,1
113650,-8,153,300,-88.178695,238.892903,340.121271,1
113700,-8,153,300,-88.178695,238.892903,340.121271,1
113750,-90,80,310,-171.652738,167.056797,352.017629,1
113800,-137,1,316,-219.771440,89.680296,359.566861,1
113850,-166,-63,308,-249.455329,27.220159,352.508681,1
113900,-166,-63,308,-249.455329,27.220159,352.508681,1
113950,-194,-117,286,-277.915206,-25.318521,331.075637,1
114000,-221,-166,254,-305.227779,-72.855874,299.398350,1
114050,-247,-200,213,-331.330140,-105.662487,258.370917,1
114100,-247,-200,213,-331.330140,-105.662487,258.370917,1
114150,-272,-198,175,-356.189744,-103.428525,219.941813,1
114200,-292,-159,149,-375.848788,-65.261477,193.213836,1
114250,-304,-126,126,-387.499749,-32.918046,169.531086,1
114300,-304,-126,126,-387.499749,-32.918046,169.531086,1
114350,-312,-109,101,-395.206324,-16.107563,143.970653,1
114400,-318,-97,73,-400.898703,-4.116403,115.399908,1
114450,-322,-86,50,-404.628154,6.853594,91.907668,1
114500,-322,-86,50,-404.628154,6.853594,91.907668,1
114550,-319,-70,54,-401.520875,22.412985,95.749474,1
114600,-311,-32,69,-393.312427,59.305183,110.459896,1
114650,-298,0,90,-380.156827,90.314926,131.297495,1
114700,-298,0,90,-380.156827,90.314926,131.297495,1
114750,-275,9,143,-357.388320,98.597526,184.870134,1
114800,-231,-22,229,-314.028208,67.659986,272.293831,1
114850,-195,-73,276,-278.503848,17.660960,320.371164,1
114900,-195,-73,276,-278.503848,17.660960,320.371164,1
114950,-142,-155,315,-225.950905,-62.314857,360.521263,1
115000,-72,-249,333,-156.100012,-153.598063,379.285733,1
115050,-14,-336,312,-97.928881,-237.669271,358.411519,1
115100,-14,-336,312,-97.928881,-237.669271,358.411519,1
115150,48,-420,260,-35.383086,-318.406961,305.925062,1
115200,109,-469,205,26.438001,-365.018943,249.965802,1
115250,109,-469,205,26.438001,-365.018943,249.965802,1
115300,166,-494,152,84.373074,-388.304592,195.785692,1
115350,229,-494,103,148.511857,-387.241403,145.306370,1
115400,303,-469,57,223.915677,-361.780578,97.460291,1
115450,303,-469,57,223.915677,-361.780578,97.460291,1
115500,374,-416,23,296.372356,-309.212596,61.506642,1
115550,429,-344,-12,352.813659,-238.239755,24.462626,1
115600,463,-272,-12,387.687644,-167.851219,23.233908,1
115650,463,-272,-12,387.687644,-167.851219,23.233908,1
115700,483,-195,6,408.273534,-92.915666,40.395085,1
115751,481,-112,62,406.295459,-12.763626,96.359499,1
115800,451,-38,141,375.733299,58.133276,176.113333,1
115850,451,-38,141,375.733299,58.133276,176.113333,1
115900,407,12,199,331.063657,105.806521,234.941094,1
115950,355,45,249,278.268396,136.958987,285.920607,1
116000,290,69,291,212.354617,159.347573,329.003624,1
116050,290,69,291,212.354617,159.347573,329.003624,1
116100,201,85,328,122.186653,173.829242,367.340233,1
116150,107,83,350,26.986932,170.924062,390.689920,1
116200,2,56,353,-79.316918,143.818311,395.130200,1
116250,2,56,353,-79.316918,143.818311,395.130200,1
116300,-105,-1,334,-187.638924,87.743740,377.580364,1
116350,-176,-78,302,-259.606977,12.608498,346.690435,1
116400,-209,-162,267,-293.206281,-69.031739,312.452787,1
116450,-209,-162,267,-293.206281,-69.031739,312.452787,1
116500,-221,-242,230,-305.540951,-146.597425,275.920162,1
116550,-230,-307,172,-314.524221,-209.269980,217.810154,1
116600,-244,-344,102,-328.233779,-244.554374,147.198444,1
116650,-244,-344,102,-328.233779,-244.554374,147.198444,1
116700,-253,-356,47,-336.860506,-255.632709,91.487440,1
116750,-274,-329,2,-357.426284,-228.929020,45.589374,1
116800,-296,-285,-40,-378.908447,-185.708636,2.543765,1
116850,-296,-285,-40,-378.908447,-185.708636,2.543765,1
116900,-308,-234,-84,-390.216881,-135.571444,-42.723148,1
