# sensor,HMC5883L
# purpose,magnetometer ellipsoid calibration
# sample_hz,20
# duration_s,180
# sda_gpio,21
# scl_gpio,22
# wifi,off
# note,move the board slowly through all 3D orientations
t_ms,mx_raw,my_raw,mz_raw
129650,150,-324,363
129700,94,-375,342
129750,40,-416,305
129800,40,-416,305
129850,-7,-457,243
129900,-58,-464,199
129950,-107,-450,169
130000,-107,-450,169
130050,-170,-412,145
130100,-208,-356,158
130150,-246,-301,150
130200,-246,-301,150
130250,-282,-244,128
130300,-297,-207,115
130350,-296,-195,122
130400,-296,-195,122
130450,-288,-203,139
130500,-267,-228,167
130550,-238,-260,194
130600,-238,-260,194
130650,-208,-305,202
130700,-184,-348,193
130750,-165,-382,173
130800,-165,-382,173
130850,-126,-430,151
130900,-64,-482,122
130950,10,-524,63
131000,10,-524,63
131050,75,-542,-18
131100,119,-534,-100
131150,140,-507,-181
131200,140,-507,-181
131250,146,-454,-266
131300,144,-370,-342
131350,140,-266,-395
131400,140,-266,-395
131450,173,-188,-406
131501,213,-116,-398
131550,260,-56,-370
131600,260,-56,-370
131650,306,1,-328
131700,349,48,-272
131750,392,99,-168
131800,392,99,-168
131850,408,140,-27
131900,372,168,92
131950,329,169,180
132000,329,169,180
132050,303,135,249
132100,275,69,318
132150,275,69,318
132200,241,-28,373
132250,198,-162,395
132300,123,-305,376
132350,123,-305,376
132400,99,-406,326
132450,83,-477,272
132500,43,-537,207
132550,43,-537,207
132600,-22,-563,150
132650,-92,-554,112
132700,-156,-510,84
132750,-156,-510,84
132800,-199,-459,43
132850,-238,-399,9
132900,-269,-343,10
132951,-269,-343,10
133001,-287,-299,30
133050,-295,-269,52
133100,-293,-257,76
133150,-293,-257,76
133200,-287,-241,114
133250,-280,-231,137
133300,-266,-230,165
133350,-266,-230,165
133400,-250,-242,184
133450,-229,-265,199
133500,-207,-296,205
133550,-207,-296,205
133600,-188,-327,204
133650,-152,-376,194
133700,-102,-439,159
133750,-102,-439,159
133800,-40,-500,94
133850,23,-535,-10
133900,75,-529,-120
133950,75,-529,-120
134000,110,-485,-224
134050,124,-417,-308
134100,139,-337,-362
134150,139,-337,-362
134200,164,-258,-390
134250,192,-178,-400
134300,230,-108,-388
134350,230,-108,-388
134400,262,-41,-362
134450,294,28,-320
134500,340,110,-223
134550,340,110,-223
134600,354,179,-96
134650,330,215,47
134700,269,221,166
134750,269,221,166
134800,206,207,238
134850,177,175,285
134900,170,104,342
134950,170,104,342
135000,165,-7,387
135050,140,-135,405
135100,140,-135,405
135150,117,-277,382
135200,141,-376,332
135250,167,-438,285
135300,167,-438,285
135350,163,-494,236
135400,110,-542,181
135450,-3,-553,132
135500,-3,-553,132
135550,-149,-494,86
135600,-235,-408,39
135650,-273,-332,29
135700,-273,-332,29
135750,-294,-275,36
135800,-302,-235,54
135850,-307,-196,75
135900,-307,-196,75
135950,-301,-172,108
136000,-284,-171,153
136050,-270,-194,170
136100,-270,-194,170
136150,-252,-242,175
136200,-217,-320,174
136250,-155,-417,148
136300,-155,-417,148
136350,-78,-498,76
136400,3,-541,-11
136450,81,-543,-94
136500,81,-543,-94
136550,153,-512,-180
136600,223,-439,-262
136650,248,-334,-336
136700,248,-334,-336
136750,238,-234,-382
136800,233,-169,-393
136850,290,-115,-364
136900,290,-115,-364
136950,350,-47,-313
137000,389,37,-231
137050,408,113,-115
137101,408,113,-115
137150,387,167,11
137200,319,213,106
137250,246,231,173
137300,246,231,173
137350,177,219,237
137400,109,167,306
137450,52,89,358
137500,52,89,358
137550,0,-12,389
137600,-34,-100,395
137650,-42,-176,395
137700,-42,-176,395
137750,-36,-248,386
137800,-35,-322,360
137850,-35,-322,360
137900,-19,-405,308
137950,-10,-484,217
138000,-32,-523,124
138050,-32,-523,124
138100,-61,-522,67
138150,-91,-506,50
138200,-131,-477,52
138250,-131,-477,52
138300,-184,-438,16
138350,-216,-408,-13
138401,-225,-390,35
138450,-225,-390,35
138500,-241,-359,71
138550,-250,-342,85
138600,-251,-334,97
138650,-251,-334,97
138700,-230,-339,137
138750,-205,-359,153
138800,-190,-377,151
138850,-190,-377,151
138900,-180,-398,135
138950,-163,-430,104
139000,-119,-477,58
139050,-119,-477,58
139100,-55,-516,3
139150,-1,-533,-63
139200,33,-525,-136
139250,33,-525,-136
139300,45,-501,-201
139350,61,-468,-257
139400,72,-417,-314
139450,72,-417,-314
139500,65,-339,-369
139550,59,-260,-400
139600,60,-183,-417
139650,60,-183,-417
139700,80,-102,-418
139750,124,-38,-406
139800,179,1,-386
139850,179,1,-386
139900,239,39,-349
139950,293,73,-300
140000,333,98,-249
140050,333,98,-249
140100,349,126,-200
140150,369,147,-132
140200,381,161,-48
140250,381,161,-48
140300,379,166,42
140350,355,166,132
140400,297,157,228
140450,297,157,228
140500,228,131,303
140550,166,90,351
140600,166,90,351
140650,110,30,383
140700,81,-39,403
140750,74,-119,410
140800,74,-119,410
140850,36,-218,399
140900,-32,-309,355
140950,-49,-379,316
141001,-49,-379,316
141050,-49,-414,293
141100,-69,-416,275
141150,-107,-408,246
141200,-107,-408,246
141250,-139,-398,215
141300,-139,-395,210
141350,-159,-389,186
141400,-159,-389,186
141450,-177,-385,165
141500,-195,-372,153
141550,-208,-357,153
141600,-208,-357,153
141650,-214,-345,158
141700,-216,-342,151
141750,-222,-347,132
141800,-222,-347,132
141850,-213,-370,117
141900,-205,-391,95
141950,-187,-417,75
142000,-187,-417,75
142050,-166,-449,29
142100,-137,-475,-31
142150,-93,-498,-86
142200,-93,-498,-86
142250,-33,-513,-137
142300,46,-507,-193
142350,119,-467,-261
142400,119,-467,-261
142450,176,-407,-310
142500,226,-344,-334
142550,254,-281,-353
142600,254,-281,-353
142650,271,-200,-367
142700,281,-121,-363
142751,295,-50,-346
142800,295,-50,-346
142850,328,22,-298
142900,371,87,-205
142950,406,126,-58
143000,406,126,-58
143050,376,144,123
143100,265,126,276
143150,123,76,355
143200,123,76,355
143250,9,6,379
143300,-36,-65,382
143350,-36,-65,382
143400,-70,-151,375
143450,-109,-247,340
143500,-116,-332,298
143550,-116,-332,298
143600,-114,-423,225
143650,-106,-487,134
143700,-78,-524,53
143750,-78,-524,53
143800,-43,-544,-27
143850,-42,-531,-111
143900,-76,-499,-165
143950,-76,-499,-165
144000,-118,-464,-184
144050,-156,-434,-180
144100,-195,-418,-133
144150,-195,-418,-133
144200,-217,-411,-56
144250,-227,-397,8
144300,-235,-374,52
144351,-235,-374,52
144401,-226,-380,69
144450,-192,-409,87
144500,-151,-442,93
144550,-151,-442,93
144600,-92,-485,77
144650,-15,-522,49
144700,88,-542,-3
144750,88,-542,-3
144800,191,-525,-68
144850,285,-477,-113
144900,368,-397,-135
144950,368,-397,-135
145000,436,-311,-106
145050,473,-242,-8
145100,471,-163,102
145150,471,-163,102
145200,441,-86,188
145250,372,-17,266
145300,279,27,326
145350,279,27,326
145400,159,17,376
145450,72,-36,394
145500,3,-99,390
145550,3,-99,390
145600,-47,-153,374
145650,-85,-188,352
145700,-121,-183,333
145751,-121,-183,333
145800,-175,-171,297
145850,-212,-159,265
145900,-233,-159,240
145950,-233,-159,240
146000,-253,-173,209
146050,-273,-173,174
146100,-273,-152,114
146150,-302,-152,114
146200,-306,-117,112
146250,-311,-98,88
146300,-311,-98,88
146350,-318,-116,46
146400,-321,-138,-4
146450,-321,-152,-7
146500,-321,-152,-7
146550,-320,-164,-2
146600,-316,-169,32
146650,-305,-176,86
146700,-305,-176,86
146750,-279,-178,150
146800,-253,-172,200
146850,-238,-164,224
146900,-238,-164,224
146950,-203,-154,269
147000,-125,-125,332
147050,-54,-90,365
147100,-54,-90,365
147150,-4,-50,378
147200,57,13,374
147250,97,58,360
147301,97,58,360
147350,90,40,366
147400,34,-22,379
147450,-31,-76,372
147500,-31,-76,372
147550,-90,-116,350
147600,-144,-135,319
147650,-208,-158,261
147700,-208,-158,261
147750,-268,-172,178
147800,-301,-177,104
147850,-319,-167,31
147900,-319,-167,31
147950,-326,-153,-23
148000,-327,-139,-33
148050,-326,-117,-53
148100,-326,-117,-53
148150,-318,-96,-105
148200,-312,-82,-132
148250,-304,-67,-154
148300,-304,-67,-154
148350,-283,-38,-194
148400,-261,-11,-217
148450,-244,12,-236
148500,-244,12,-236
148550,-219,41,-253
148600,-170,96,-269
148651,-124,141,-273
148701,-124,141,-273
148750,-86,172,-268
148800,-49,201,-256
148850,-7,224,-249
148900,-7,224,-249
148950,37,237,-241
149000,93,267,-198
149050,93,267,-198
149100,135,280,-162
149150,158,284,-140
149200,168,281,-145
149250,168,281,-145
149300,167,275,-158
149350,161,276,-160
149400,165,286,-134
149450,165,286,-134
149500,171,293,-104
149550,171,292,-105
149600,195,296,-47
149650,195,296,-47
149700,214,290,32
149750,223,279,82
149800,216,268,120
149851,216,268,120
149901,204,269,130
149950,194,270,136
150000,176,255,180
150050,176,255,180
150100,145,227,231
150150,95,191,276
150200,44,150,305
150250,44,150,305
150300,-9,95,328
150350,-50,47,338
150400,-97,-6,334
150450,-97,-6,334
150500,-143,-58,318
150550,-165,-106,303
150600,-168,-141,300
150650,-168,-141,300
150700,-146,-163,314
150750,-113,-175,333
150800,-69,-187,353
150850,-69,-187,353
150900,-46,-210,358
150950,-37,-249,349
151000,-36,-276,341
151050,-36,-276,341
151100,-39,-281,338
151150,-59,-282,330
151200,-79,-273,324
151250,-79,-273,324
151301,-86,-260,325
151350,-90,-261,323
151400,-101,-269,312
151450,-101,-269,312
151500,-111,-272,305
151550,-117,-251,310
151600,-124,-209,320
151650,-124,-209,320
151700,-143,-191,314
151750,-158,-195,302
151800,-158,-195,302
151850,-182,-217,278
151900,-205,-234,249
151950,-218,-249,226
152000,-218,-249,226
152050,-234,-252,208
152100,-258,-261,160
152150,-286,-269,87
152200,-286,-269,87
152250,-304,-253,41
152300,-314,-233,11
152350,-320,-205,-27
152400,-320,-205,-27
152450,-323,-164,-75
152500,-322,-119,-102
152550,-316,-86,-115
152600,-316,-86,-115
152650,-307,-57,-136
152700,-296,-32,-158
152750,-276,6,-181
152800,-276,6,-181
152850,-244,57,-201
152900,-204,109,-215
152950,-177,138,-217
153000,-177,138,-217
153050,-165,153,-215
153100,-153,167,-211
153150,-125,186,-214
153200,-125,186,-214
153250,-92,206,-220
153300,-80,207,-228
153350,-61,214,-231
153400,-61,214,-231
153450,-44,223,-230
153500,-71,196,-248
153550,-148,132,-257
153600,-148,132,-257
153650,-194,97,-241
153700,-203,95,-229
153750,-235,61,-216
153800,-235,61,-216
153850,-266,14,-194
153900,-307,-54,-136
153950,-327,-107,-21
154000,-327,-107,-21
154050,-315,-122,79
154100,-288,-107,158
154150,-262,-81,200
154200,-262,-81,200
154250,-239,-54,227
154300,-204,-17,261
154350,-141,19,300
154400,-141,19,300
154450,-105,35,316
154500,-77,46,325
154550,-77,46,325
154600,-39,42,342
154650,2,41,355
154700,57,34,366
154750,57,34,366
154800,142,15,370
154850,238,-24,355
154900,350,-112,298
154950,350,-112,298
155000,419,-190,216
155050,444,-246,148
155100,440,-302,96
155150,440,-302,96
155200,410,-374,50
155250,356,-436,42
155300,299,-467,77
155350,299,-467,77
155400,247,-466,147
155450,189,-447,216
155500,129,-411,271
155550,129,-411,271
155600,84,-378,301
155650,76,-369,307
155700,87,-374,304
155750,87,-374,304
155801,84,-357,315
155850,54,-301,345
155900,28,-230,370
155950,28,-230,370
156000,43,-180,383
156050,68,-143,391
156100,89,-119,395
156150,89,-119,395
156200,123,-95,394
156250,188,-66,383
156300,187,-56,384
156350,187,-56,384
156400,216,-99,377
156450,263,-149,357
156500,312,-189,325
156550,312,-189,325
156600,342,-231,292
156650,346,-265,272
156700,345,-282,264
156750,345,-282,264
156800,334,-292,269
156850,318,-305,275
156900,300,-309,285
156950,300,-309,285
157000,257,-310,310
157050,205,-295,336
157101,167,-272,354
157150,167,-272,354
157200,161,-253,362
157250,170,-236,367
157300,156,-226,372
157350,156,-226,372
157400,141,-216,377
157450,148,-213,377
157500,148,-213,377
157550,123,-207,383
157600,84,-188,386
157650,53,-174,388
157700,53,-174,388
157750,39,-152,391
157800,83,-152,395
157850,115,-136,399
157900,115,-136,399
157950,132,-75,399
158000,141,-44,395
158050,150,-14,387
158100,150,-14,387
158150,151,6,382
158200,148,0,385
158250,128,0,386
158300,128,0,386
158351,120,16,379
158400,104,12,378
158450,85,-48,386
158500,85,-48,386
158550,90,-158,385
158600,124,-271,353
158650,166,-370,293
158700,166,-370,293
158750,174,-454,209
158800,147,-514,121
158850,94,-543,56
158900,94,-543,56
158950,18,-548,-7
159000,-52,-525,-92
159050,-105,-475,-181
159100,-105,-475,-181
159150,-133,-392,-271
159200,-96,-329,-343
159250,-59,-303,-374
159300,-59,-303,-374
159350,-13,-342,-369
159400,3,-399,-334
159450,5,-464,-264
159500,5,-464,-264
159550,17,-522,-159
159601,23,-544,-20
159650,24,-505,137
159700,24,-505,137
159750,50,-420,260
159800,126,-333,327
159850,196,-229,361
159900,196,-229,361
159950,256,-118,356
160000,291,-15,331
160050,318,79,277
160100,318,79,277
160150,356,145,190
160200,382,171,101
160250,415,158,22
160300,415,158,22
160350,454,104,-36
160400,468,76,-62
160450,468,76,-62
160500,467,64,-92
160550,470,47,-108
160600,461,44,-144
160650,461,44,-144
160700,459,41,-145
160750,463,20,-153
160801,480,-24,-140
160850,480,-24,-140
160900,492,-76,-128
160950,496,-132,-115
161000,499,-181,-93
161050,499,-181,-93
161100,500,-192,-72
161150,500,-206,-39
161200,489,-262,-9
161250,489,-262,-9
161300,473,-300,22
161350,468,-306,33
161400,467,-304,45
161450,467,-304,45
161500,465,-287,75
161550,456,-278,113
161600,437,-297,134
161650,437,-297,134
161700,413,-323,153
161750,395,-335,170
161800,381,-341,182
161850,381,-341,182
161900,375,-332,194
161950,397,-318,176
162000,400,-324,160
162050,400,-324,160
162101,390,-347,145
162150,357,-387,141
162200,272,-431,173
162250,272,-431,173
162300,167,-464,192
162350,67,-474,190
162400,-39,-472,161
162450,-39,-472,161
162500,-118,-458,120
162550,-153,-445,99
162600,-158,-427,135
162650,-158,-427,135
162700,-171,-411,149
162750,-183,-397,157
162800,-108,-340,286
162850,-108,-340,286
162900,1,-245,374
162950,91,-162,401
163000,151,-88,401
163050,151,-88,401
163100,197,5,379
163150,203,80,350
163200,203,80,350
163250,193,133,326
163300,185,180,294
163350,203,228,235
163400,203,228,235
163450,267,251,149
163500,338,216,102
163550,392,173,57
163600,392,173,57
163650,424,133,8
163700,454,74,-18
163750,483,-23,-9
163800,483,-23,-9
163850,486,-158,23
163900,442,-299,59
163950,343,-416,98
164000,343,-416,98
164050,234,-476,130
164100,138,-487,166
164150,48,-476,190
164200,48,-476,190
164250,-42,-451,196
164300,-125,-388,216
164350,-179,-310,240
164400,-179,-310,240
164450,-193,-229,272
164500,-152,-178,322
164550,-46,-114,384
164601,-46,-114,384
164650,75,-48,400
164700,170,5,384
164750,241,73,340
164800,241,73,340
164850,266,143,285
164900,241,203,246
164950,191,247,217
165000,191,247,217
165050,127,263,216
165100,59,246,240
165150,13,210,270
165200,13,210,270
165250,-3,159,309
165300,21,100,351
165350,85,40,378
165400,85,40,378
165450,169,-26,384
165500,255,-92,363
165550,343,-151,305
165600,343,-151,305
165650,398,-238,224
165700,400,-336,140
165750,365,-415,65
165800,365,-415,65
165850,316,-468,7
165900,249,-507,-35
165950,249,-507,-35
166000,172,-532,-53
166051,88,-541,-49
166100,6,-534,-27
166150,6,-534,-27
166200,-65,-511,16
166250,-123,-468,84
166300,-144,-404,180
166350,-144,-404,180
166400,-107,-353,267
166450,-10,-288,349
166500,100,-197,391
166550,100,-197,391
166600,189,-106,390
166650,255,-48,364
166700,331,-13,314
166750,331,-13,314
166800,402,18,236
166850,421,80,161
166900,403,153,87
166950,403,153,87
167000,363,215,22
167050,283,278,17
167100,166,319,56
167150,166,319,56
167200,62,314,114
167250,7,262,211
167300,-23,167,300
167351,-23,167,300
167401,-37,79,345
167450,-9,29,370
167500,66,-20,393
167550,66,-20,393
167600,169,-76,391
167650,283,-142,348
167700,361,-209,280
167750,361,-209,280
167800,386,-294,209
167850,365,-390,132
167900,280,-482,72
167950,280,-482,72
168000,163,-535,32
168050,46,-542,12
168100,-29,-525,28
168150,-29,-525,28
168200,-72,-501,63
168250,-103,-467,119
168300,-105,-430,183
168350,-105,-430,183
168400,-83,-393,244
168450,-62,-350,291
168500,-47,-305,325
168550,-47,-305,325
168600,-36,-257,351
168650,-4,-188,379
168700,68,-119,398
168750,68,-119,398
168801,151,-57,392
168850,234,-7,363
168900,234,25,363
168950,313,25,314
169000,375,67,239
169050,425,97,135
169100,425,97,135
169150,446,108,17
169200,431,123,-86
169250,375,150,-177
169300,375,150,-177
169350,296,199,-217
169400,237,253,-189
169450,165,308,-113
169500,165,308,-113
169550,103,332,-33
169600,52,325,57
169650,30,295,145
169700,30,295,145
169750,30,248,226
169800,48,190,291
169850,100,147,323
169900,100,147,323
169950,182,123,324
170001,274,88,305
170050,346,17,287
170100,346,17,287
170150,403,-84,251
170200,433,-189,201
170250,427,-283,157
170300,427,-283,157
170350,391,-366,131
170400,331,-431,122
170450,251,-479,133
170500,251,-479,133
170550,156,-510,136
170600,42,-518,120
170650,-57,-494,115
170700,-57,-494,115
170750,-120,-439,157
170800,-145,-356,232
170850,-151,-270,285
170900,-151,-270,285
170950,-115,-196,338
171000,-24,-108,386
171050,69,-19,394
171100,69,-19,394
171150,115,35,380
171200,160,69,362
171251,241,104,321
171300,241,104,321
171350,313,133,253
171400,367,160,161
171450,397,170,48
171500,397,170,48
171550,382,193,-42
171600,315,240,-98
171650,315,289,-98
171700,214,289,-112
171750,127,310,-111
171800,52,322,-70
171850,52,322,-70
171900,-24,315,-3
171950,-74,289,72
172000,-61,255,172
172050,-61,255,172
172100,-19,199,266
172150,14,131,327
172200,57,98,352
172250,57,98,352
172300,121,83,357
172350,204,82,339
172400,284,74,305
172450,284,74,305
172500,358,39,266
172550,422,-32,222
172600,453,-136,181
172650,453,-136,181
172700,445,-244,154
172750,405,-340,144
172800,334,-423,141
172850,334,-423,141
172900,247,-485,129
172950,143,-529,92
173000,23,-541,23
173050,23,-541,23
173100,-80,-511,8
173150,-153,-463,42
173200,-197,-404,105
173250,-197,-404,105
173300,-230,-327,159
173350,-251,-253,184
173400,-260,-165,205
173450,-260,-165,205
173500,-250,-72,229
173550,-186,-20,292
173600,-68,30,350
173650,-68,30,350
173700,77,74,368
173750,198,101,337
173800,304,122,268
173850,304,122,268
173901,380,156,140
173950,391,184,2
174000,350,221,-64
174050,350,221,-64
174100,292,267,-54
174150,225,301,-41
174200,159,322,-10
174250,159,322,-10
174300,97,321,63
174350,68,301,132
174400,92,280,177
174450,92,280,177
174500,150,251,215
174550,201,212,242
174600,201,212,242
174650,258,182,242
174700,328,137,231
174750,379,95,207
174800,379,95,207
174850,418,56,183
174900,444,6,163
174950,459,-44,159
175000,459,-44,159
175050,466,-59,146
175100,470,-57,133
175150,477,-51,118
175200,477,-51,118
175250,477,-18,93
175300,464,35,82
175350,437,105,73
175400,437,105,73
175450,383,181,73
175500,318,246,41
175550,307,259,14
175600,307,259,14
175650,346,230,-4
175700,359,217,24
175750,358,215,33
175800,358,215,33
175850,395,171,46
175900,449,87,51
175950,483,-12,53
176000,483,-12,53
176050,494,-114,63
176100,478,-217,78
176150,436,-315,95
176200,436,-315,95
176250,371,-401,112
176300,284,-468,118
176350,159,-523,102
176400,159,-523,102
176450,35,-539,51
176501,-69,-519,18
176550,-134,-479,46
176600,-134,-479,46
176650,-187,-422,95
176700,-238,-339,133
176750,-270,-212,175
176800,-270,-212,175
176850,-274,-121,197
176900,-234,-67,252
176950,-142,-2,322
177000,-142,-2,322
177050,-28,56,359
177100,113,96,360
177150,259,123,302
177200,259,123,302
177250,362,125,214
177300,421,111,124
177350,421,102,124
177400,452,102,5
177450,438,101,-108
177500,387,130,-182
177550,387,130,-182
177600,326,189,-194
177650,246,255,-169
177700,187,300,-104
177750,187,300,-104
177800,184,313,6
177850,211,282,120
177900,241,239,184
177950,241,239,184
178000,302,206,170
178050,373,152,151
178100,433,65,140
178150,433,65,140
178201,474,-48,125
178250,475,-183,123
178300,432,-303,128
178350,432,-303,128
178400,371,-384,145
178450,310,-430,158
178500,240,-469,160
178550,240,-469,160
178600,151,-507,141
178650,39,-519,117
178700,-79,-481,124
178750,-79,-481,124
178800,-171,-409,143
178850,-220,-343,156
178900,-238,-257,208
178950,-238,-257,208
179000,-228,-147,257
179050,-213,-85,276
179100,-188,-39,295
179150,-188,-39,295
179200,-129,5,329
179250,-18,45,365
179300,117,77,366
179350,117,77,366
179400,256,88,322
179450,369,85,233
179500,437,84,114
179550,437,84,114
179600,456,89,5
179651,442,97,-93
179700,411,95,-179
179750,411,95,-179
179800,364,126,-219
179850,310,192,-209
179900,237,254,-183
179950,237,254,-183
