# sample_hz,50
# duration_s,30
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g
11060,0.110840,0.014648,-1.013428
11080,0.109375,0.020508,-1.009277
11100,0.110352,0.013184,-1.009277
11120,0.109863,0.016602,-1.008789
11140,0.111084,0.014160,-1.006836
11160,0.113525,0.016357,-1.010498
11180,0.111816,0.018799,-1.012207
11200,0.113281,0.011719,-1.008789
11221,0.112549,0.015137,-1.018555
11240,0.114502,0.015137,-1.008545
11260,0.112061,0.016846,-1.016357
11280,0.111816,0.015869,-1.016113
11300,0.110352,0.011963,-1.012207
11320,0.104248,0.019287,-1.009766
11340,0.108643,0.015381,-1.007813
11360,0.107422,0.014404,-1.011719
11380,0.110352,0.015869,-1.004639
11400,0.111572,0.012695,-1.006836
11420,0.109375,0.013428,-1.011719
11440,0.110352,0.011719,-1.012207
11460,0.113281,0.015381,-1.012695
11480,0.110107,0.015625,-1.003662
11500,0.110352,0.013916,-1.007324
11520,0.112793,0.012695,-1.012207
11540,0.111572,0.017334,-1.012695
11560,0.111328,0.014648,-1.013428
11580,0.111572,0.013916,-1.011719
11600,0.113281,0.014648,-1.002686
11620,0.112793,0.009033,-1.012451
11640,0.115234,0.013184,-1.015625
11660,0.112305,0.014648,-1.012695
11680,0.112549,0.016357,-1.012451
11700,0.114258,0.014160,-1.010742
11720,0.110840,0.012451,-1.012939
11740,0.108887,0.012939,-1.003906
11760,0.110596,0.011230,-1.012207
11780,0.110352,0.014893,-1.011963
11800,0.106689,0.012451,-1.009521
11820,0.111816,0.016113,-1.010498
11840,0.108154,0.018066,-1.013916
11860,0.110840,0.013916,-1.007568
11880,0.109863,0.014648,-1.012207
11900,0.108887,0.014160,-1.007324
11920,0.108887,0.017578,-1.007813
11940,0.107422,0.013672,-1.009277
11960,0.110107,0.015625,-1.010498
11980,0.110596,0.017334,-1.008057
12000,0.114014,0.016846,-1.010010
12020,0.111816,0.016357,-1.008301
12040,0.106689,0.012451,-1.011719
12060,0.106201,0.012451,-1.011475
12080,0.109863,0.014404,-1.014404
12100,0.111572,0.013672,-1.010498
12120,0.111816,0.015137,-1.012207
12141,0.112305,0.019287,-1.014648
12160,0.108887,0.019531,-1.013428
12180,0.109375,0.016602,-1.012207
12200,0.111328,0.015625,-1.007568
12220,0.114014,0.013672,-1.008301
12240,0.110107,0.015381,-1.011719
12260,0.112061,0.012695,-1.010254
12280,0.112549,0.011475,-1.009033
12300,0.114014,0.012695,-1.009277
12320,0.106689,0.011475,-1.015381
12340,0.111328,0.012451,-1.011230
12360,0.108398,0.014893,-1.010254
12380,0.106445,0.012695,-1.012695
12400,0.109863,0.013184,-1.007080
12420,0.111328,0.014404,-1.012939
12440,0.108887,0.009033,-1.017090
12460,0.109131,0.014893,-1.008545
12481,0.109131,0.015625,-1.004150
12500,0.109619,0.013184,-1.011475
12520,0.111572,0.015381,-1.015869
12540,0.112549,0.012939,-1.010742
12560,0.107178,0.012695,-1.007813
12580,0.108398,0.012939,-1.009521
12600,0.111572,0.012939,-1.012207
12620,0.110107,0.012939,-1.013672
12640,0.109863,0.015381,-1.011230
12660,0.109863,0.011719,-1.011719
12680,0.111572,0.013672,-1.007568
12700,0.107910,0.014648,-1.005371
12720,0.109375,0.016602,-1.010986
12740,0.111816,0.015869,-1.013672
12760,0.106201,0.015381,-1.010254
12780,0.114746,0.014160,-1.009766
12800,0.113770,0.014160,-1.004639
12820,0.107910,0.010742,-1.003662
12840,0.109131,0.018311,-1.009766
12860,0.109131,0.015625,-1.009766
12880,0.114746,0.013672,-1.005127
12900,0.111328,0.017334,-1.015625
12920,0.108643,0.013916,-1.010010
12940,0.106201,0.010254,-1.015137
12960,0.107422,0.015625,-1.010254
12980,0.114014,0.013916,-1.012451
13000,0.111816,0.015381,-1.020508
13021,0.109863,0.011230,-1.013184
13040,0.111084,0.011475,-1.002441
13060,0.108398,0.013184,-1.013428
13080,0.113770,0.016602,-1.010742
13100,0.114258,0.018555,-1.008789
13120,0.111572,0.017334,-1.012695
13140,0.109131,0.011719,-1.008057
13160,0.109863,0.012207,-1.009033
13180,0.108887,0.015625,-1.005859
13200,0.111084,0.010010,-1.005371
13221,0.109131,0.015381,-1.014404
13240,0.109863,0.017334,-1.012695
13260,0.108154,0.013184,-1.010254
13280,0.106934,0.013428,-1.012451
13300,0.110596,0.012695,-1.014893
13320,0.112549,0.016846,-1.012695
13340,0.109619,0.017334,-1.009277
13360,0.109619,0.015625,-1.009521
