# label,static
# sample_hz,5
# duration_s,300
# chip_id,0x58
# sda_gpio,21
# scl_gpio,22
# p0_pa,100677.422
t_ms,label,temp_c,pressure_pa,pressure_hpa,relative_alt_m
215401,static,31.420,100682.930,1006.82928,-0.4598
215600,static,31.410,100684.063,1006.84064,-0.5549
215800,static,31.420,100683.641,1006.83643,-0.5232
216000,static,31.410,100683.703,1006.83704,-0.5285
216200,static,31.400,100679.602,1006.79602,-0.1850
216400,static,31.410,100682.984,1006.82983,-0.4650
216600,static,31.410,100680.703,1006.80701,-0.2748
216800,static,31.410,100679.516,1006.79517,-0.1744
217000,static,31.410,100683.172,1006.83173,-0.4809
217200,static,31.410,100682.547,1006.82544,-0.4280
217400,static,31.400,100682.047,1006.82050,-0.3858
217600,static,31.410,100681.656,1006.81659,-0.3541
217800,static,31.410,100684.031,1006.84033,-0.5549
218000,static,31.410,100681.594,1006.81592,-0.3488
218200,static,31.410,100681.203,1006.81201,-0.3171
218400,static,31.410,100681.000,1006.81000,-0.3012
218601,static,31.410,100680.641,1006.80640,-0.2695
218800,static,31.410,100682.633,1006.82635,-0.4386
219000,static,31.410,100682.813,1006.82813,-0.4492
219200,static,31.420,100681.797,1006.81799,-0.3646
219400,static,31.410,100680.406,1006.80408,-0.2484
219600,static,31.420,100682.453,1006.82452,-0.4228
219800,static,31.420,100680.719,1006.80719,-0.2748
220000,static,31.420,100680.906,1006.80908,-0.2907
220200,static,31.420,100680.781,1006.80780,-0.2801
220400,static,31.420,100680.844,1006.80841,-0.2854
220600,static,31.420,100681.320,1006.81323,-0.3276
220800,static,31.420,100681.203,1006.81201,-0.3171
221000,static,31.430,100682.359,1006.82361,-0.4122
221200,static,31.430,100682.234,1006.82233,-0.4016
221400,static,31.430,100680.031,1006.80029,-0.2167
221600,static,31.420,100681.023,1006.81024,-0.3012
221800,static,31.420,100681.500,1006.81500,-0.3435
222000,static,31.420,100679.953,1006.79956,-0.2114
222201,static,31.430,100685.813,1006.85815,-0.7028
222400,static,31.420,100678.641,1006.78638,-0.1004
222600,static,31.420,100681.375,1006.81372,-0.3329
222800,static,31.430,100681.820,1006.81818,-0.3699
223000,static,31.430,100679.578,1006.79578,-0.1797
223200,static,31.430,100680.273,1006.80273,-0.2378
223400,static,31.430,100679.563,1006.79565,-0.1797
223600,static,31.430,100680.125,1006.80127,-0.2272
223800,static,31.430,100682.422,1006.82422,-0.4175
224000,static,31.430,100681.469,1006.81470,-0.3382
224200,static,31.430,100681.969,1006.81970,-0.3805
224401,static,31.430,100679.578,1006.79578,-0.1797
224600,static,31.430,100679.500,1006.79498,-0.1744
224800,static,31.430,100680.656,1006.80658,-0.2695
225000,static,31.430,100678.133,1006.78131,-0.0581
225200,static,31.430,100680.453,1006.80450,-0.2537
225401,static,31.430,100678.484,1006.78485,-0.0898
225600,static,31.430,100678.250,1006.78247,-0.0687
225800,static,31.440,100681.188,1006.81189,-0.3171
226000,static,31.430,100679.641,1006.79639,-0.1850
226200,static,31.440,100681.672,1006.81671,-0.3541
226401,static,31.430,100682.078,1006.82080,-0.3911
226600,static,31.440,100681.844,1006.81842,-0.3699
226800,static,31.440,100681.313,1006.81311,-0.3276
227000,static,31.440,100682.344,1006.82343,-0.4122
227200,static,31.430,100681.188,1006.81189,-0.3171
227400,static,31.440,100680.297,1006.80298,-0.2431
227600,static,31.430,100679.766,1006.79767,-0.1955
227800,static,31.440,100682.203,1006.82202,-0.4016
228000,static,31.430,100680.031,1006.80029,-0.2167
228200,static,31.440,100680.953,1006.80951,-0.2959
228400,static,31.430,100681.188,1006.81189,-0.3171
228601,static,31.440,100682.617,1006.82617,-0.4333
228800,static,31.430,100678.664,1006.78662,-0.1057
229000,static,31.430,100679.578,1006.79578,-0.1797
229200,static,31.430,100679.227,1006.79224,-0.1533
229400,static,31.430,100679.563,1006.79565,-0.1797
229601,static,31.430,100682.977,1006.82977,-0.4650
229800,static,31.430,100683.484,1006.83484,-0.5073
230000,static,31.420,100681.766,1006.81763,-0.3646
230200,static,31.430,100684.734,1006.84735,-0.6130
230400,static,31.420,100683.727,1006.83728,-0.5285
230600,static,31.420,100683.875,1006.83875,-0.5390
230800,static,31.420,100680.516,1006.80518,-0.2589
231000,static,31.420,100682.930,1006.82928,-0.4598
231200,static,31.410,100681.734,1006.81732,-0.3593
231400,static,31.410,100684.211,1006.84210,-0.5707
231600,static,31.400,100682.578,1006.82581,-0.4333
231800,static,31.410,100682.719,1006.82721,-0.4439
232000,static,31.400,100682.641,1006.82642,-0.4386
232200,static,31.400,100681.273,1006.81274,-0.3224
232400,static,31.400,100680.438,1006.80438,-0.2537
232600,static,31.400,100681.563,1006.81561,-0.3488
232800,static,31.400,100681.984,1006.81982,-0.3805
233000,static,31.400,100681.094,1006.81091,-0.3065
233200,static,31.390,100677.734,1006.77734,-0.0264
233400,static,31.400,100679.430,1006.79431,-0.1691
233600,static,31.400,100679.719,1006.79718,-0.1902
233800,static,31.400,100679.719,1006.79718,-0.1902
234000,static,31.410,100681.234,1006.81232,-0.3224
234200,static,31.400,100683.469,1006.83472,-0.5073
234400,static,31.400,100684.430,1006.84430,-0.5866
234600,static,31.400,100682.219,1006.82220,-0.4016
234800,static,31.400,100682.344,1006.82343,-0.4122
235000,static,31.400,100680.078,1006.80078,-0.2220
235200,static,31.400,100678.594,1006.78595,-0.1004
235401,static,31.410,100680.344,1006.80347,-0.2431
235600,static,31.400,100680.313,1006.80310,-0.2431
235800,static,31.410,100680.938,1006.80939,-0.2959
236000,static,31.410,100680.047,1006.80048,-0.2220
236200,static,31.400,100681.031,1006.81030,-0.3012
236401,static,31.400,100681.031,1006.81030,-0.3012
236600,static,31.400,100679.961,1006.79962,-0.2114
236800,static,31.400,100682.047,1006.82050,-0.3858
237000,static,31.390,100678.719,1006.78717,-0.1110
237200,static,31.390,100679.344,1006.79346,-0.1585
237400,static,31.390,100681.133,1006.81134,-0.3118
237600,static,31.390,100681.719,1006.81720,-0.3593
237800,static,31.390,100679.883,1006.79883,-0.2061
238000,static,31.400,100679.070,1006.79071,-0.1374
238200,static,31.400,100679.070,1006.79071,-0.1374
238400,static,31.390,100680.297,1006.80298,-0.2431
238600,static,31.400,100678.594,1006.78595,-0.1004
238800,static,31.400,100682.172,1006.82172,-0.3963
239000,static,31.400,100681.453,1006.81451,-0.3382
239200,static,31.410,100681.953,1006.81952,-0.3805
239400,static,31.400,100678.891,1006.78888,-0.1215
239600,static,31.400,100682.281,1006.82281,-0.4069
239800,static,31.400,100681.633,1006.81635,-0.3541
240000,static,31.400,100680.320,1006.80322,-0.2431
240200,static,31.390,100679.164,1006.79163,-0.1480
240400,static,31.390,100680.953,1006.80951,-0.2959
240600,static,31.390,100680.297,1006.80298,-0.2431
240800,static,31.390,100680.594,1006.80591,-0.2642
241000,static,31.390,100678.633,1006.78632,-0.1004
241200,static,31.400,100680.859,1006.80859,-0.2854
241400,static,31.390,100682.078,1006.82080,-0.3911
241600,static,31.400,100680.078,1006.80078,-0.2220
241801,static,31.390,100678.094,1006.78094,-0.0581
242000,static,31.400,100681.633,1006.81635,-0.3541
242200,static,31.400,100682.641,1006.82642,-0.4386
242400,static,31.400,100678.891,1006.78888,-0.1215
242600,static,31.400,100682.102,1006.82104,-0.3911
242800,static,31.390,100683.094,1006.83093,-0.4756
243000,static,31.400,100681.219,1006.81219,-0.3171
243200,static,31.400,100682.344,1006.82343,-0.4122
243400,static,31.400,100679.672,1006.79669,-0.1902
243600,static,31.400,100680.859,1006.80859,-0.2854
243800,static,31.400,100680.969,1006.80969,-0.2959
244000,static,31.400,100681.391,1006.81390,-0.3329
244200,static,31.400,100680.203,1006.80200,-0.2325
244401,static,31.390,100681.719,1006.81720,-0.3593
244600,static,31.390,100679.641,1006.79639,-0.1850
244800,static,31.390,100681.719,1006.81720,-0.3593
245000,static,31.390,100682.828,1006.82831,-0.4545
245200,static,31.390,100683.750,1006.83752,-0.5285
245400,static,31.380,100681.766,1006.81763,-0.3646
245600,static,31.380,100679.563,1006.79565,-0.1797
245800,static,31.380,100680.273,1006.80273,-0.2378
246001,static,31.380,100681.523,1006.81525,-0.3435
246200,static,31.380,100677.594,1006.77594,-0.0159
246400,static,31.390,100681.938,1006.81940,-0.3805
246601,static,31.390,100680.711,1006.80713,-0.2748
246800,static,31.380,100680.984,1006.80981,-0.3012
247000,static,31.380,100681.047,1006.81049,-0.3012
247200,static,31.380,100679.859,1006.79858,-0.2061
247400,static,31.380,100681.109,1006.81110,-0.3065
247600,static,31.370,100679.172,1006.79175,-0.1480
247800,static,31.380,100681.281,1006.81281,-0.3224
248000,static,31.380,100682.711,1006.82709,-0.4439
248201,static,31.380,100683.188,1006.83185,-0.4809
248400,static,31.380,100680.688,1006.80688,-0.2748
248600,static,31.370,100679.828,1006.79828,-0.2008
248800,static,31.380,100682.414,1006.82416,-0.4175
249000,static,31.380,100678.906,1006.78906,-0.1268
249200,static,31.380,100679.859,1006.79858,-0.2061
249400,static,31.380,100683.313,1006.83313,-0.4915
249600,static,31.380,100681.641,1006.81641,-0.3541
249801,static,31.390,100682.297,1006.82300,-0.4069
250000,static,31.380,100678.703,1006.78705,-0.1057
250200,static,31.380,100679.969,1006.79968,-0.2114
250400,static,31.380,100681.219,1006.81219,-0.3171
250600,static,31.390,100681.781,1006.81781,-0.3646
250800,static,31.380,100678.906,1006.78906,-0.1268
251000,static,31.380,100680.664,1006.80664,-0.2695
251200,static,31.380,100681.344,1006.81342,-0.3276
251400,static,31.380,100682.063,1006.82062,-0.3911
251600,static,31.390,100682.680,1006.82678,-0.4386
251800,static,31.380,100682.063,1006.82062,-0.3911
252000,static,31.380,100680.844,1006.80841,-0.2854
252200,static,31.380,100677.125,1006.77124,0.0238
252400,static,31.380,100683.313,1006.83313,-0.4915
252600,static,31.380,100679.859,1006.79858,-0.2061
252800,static,31.390,100684.461,1006.84460,-0.5919
253000,static,31.390,100679.438,1006.79437,-0.1691
253200,static,31.390,100679.641,1006.79639,-0.1850
253400,static,31.390,100682.320,1006.82318,-0.4122
253601,static,31.380,100679.023,1006.79022,-0.1321
253800,static,31.380,100681.164,1006.81165,-0.3118
254000,static,31.390,100680.711,1006.80713,-0.2748
254200,static,31.380,100680.625,1006.80627,-0.2695
254400,static,31.390,100683.273,1006.83276,-0.4915
254600,static,31.390,100681.070,1006.81073,-0.3065
254800,static,31.390,100682.320,1006.82318,-0.4122
255000,static,31.390,100681.430,1006.81427,-0.3382
255200,static,31.390,100678.547,1006.78546,-0.0951
255400,static,31.390,100681.609,1006.81610,-0.3488
255600,static,31.390,100677.828,1006.77826,-0.0317
255800,static,31.390,100678.367,1006.78369,-0.0793
256000,static,31.390,100681.250,1006.81250,-0.3224
256201,static,31.380,100680.813,1006.80811,-0.2854
256400,static,31.380,100680.031,1006.80029,-0.2167
256600,static,31.390,100683.719,1006.83716,-0.5285
256800,static,31.390,100681.250,1006.81250,-0.3224
257000,static,31.390,100682.680,1006.82678,-0.4386
257200,static,31.380,100681.406,1006.81409,-0.3329
257400,static,31.390,100679.797,1006.79797,-0.2008
257600,static,31.390,100683.719,1006.83716,-0.5285
257801,static,31.380,100679.969,1006.79968,-0.2114
258000,static,31.380,100680.211,1006.80212,-0.2325
258200,static,31.370,100679.469,1006.79468,-0.1744
258400,static,31.380,100681.938,1006.81940,-0.3805
258600,static,31.370,100680.375,1006.80377,-0.2484
258800,static,31.370,100678.461,1006.78461,-0.0898
259000,static,31.380,100680.156,1006.80157,-0.2272
259200,static,31.380,100678.875,1006.78876,-0.1215
259400,static,31.370,100681.141,1006.81140,-0.3118
259600,static,31.380,100681.766,1006.81763,-0.3646
259800,static,31.380,100681.523,1006.81525,-0.3435
260001,static,31.380,100678.781,1006.78784,-0.1163
260200,static,31.380,100677.094,1006.77094,0.0264
260400,static,31.380,100679.672,1006.79669,-0.1902
260600,static,31.390,100680.688,1006.80688,-0.2748
260800,static,31.380,100677.594,1006.77594,-0.0159
261001,static,31.390,100678.633,1006.78632,-0.1004
261200,static,31.390,100681.313,1006.81311,-0.3276
261400,static,31.390,100680.180,1006.80182,-0.2325
261600,static,31.390,100680.328,1006.80328,-0.2431
261800,static,31.400,100680.680,1006.80682,-0.2748
262000,static,31.390,100681.781,1006.81781,-0.3646
262200,static,31.400,100680.320,1006.80322,-0.2431
262400,static,31.390,100678.188,1006.78186,-0.0634
262601,static,31.400,100680.320,1006.80322,-0.2431
262800,static,31.390,100677.563,1006.77563,-0.0106
263000,static,31.400,100680.141,1006.80139,-0.2272
263200,static,31.400,100678.891,1006.78888,-0.1215
263400,static,31.390,100677.500,1006.77502,-0.0053
263600,static,31.400,100681.453,1006.81451,-0.3382
263800,static,31.400,100681.859,1006.81860,-0.3699
264000,static,31.400,100680.141,1006.80139,-0.2272
264200,static,31.410,100678.563,1006.78564,-0.0951
264400,static,31.410,100682.313,1006.82312,-0.4069
264600,static,31.410,100681.469,1006.81470,-0.3382
264800,static,31.400,100681.031,1006.81030,-0.3012
265000,static,31.410,100683.078,1006.83081,-0.4756
265200,static,31.410,100679.875,1006.79877,-0.2061
265400,static,31.400,100679.016,1006.79016,-0.1321
265600,static,31.410,100681.891,1006.81891,-0.3752
265801,static,31.410,100679.570,1006.79572,-0.1797
266000,static,31.410,100681.773,1006.81775,-0.3646
266200,static,31.410,100683.531,1006.83533,-0.5126
266400,static,31.410,100683.531,1006.83533,-0.5126
266600,static,31.410,100681.359,1006.81360,-0.3276
266800,static,31.410,100681.172,1006.81171,-0.3118
267000,static,31.420,100681.977,1006.81976,-0.3805
267200,static,31.410,100685.844,1006.85846,-0.7081
267400,static,31.410,100682.070,1006.82068,-0.3911
267600,static,31.410,100682.016,1006.82013,-0.3858
267800,static,31.420,100682.391,1006.82391,-0.4175
268000,static,31.420,100681.672,1006.81671,-0.3541
268200,static,31.420,100681.859,1006.81860,-0.3699
268400,static,31.420,100682.813,1006.82813,-0.4492
268600,static,31.420,100681.320,1006.81323,-0.3276
268800,static,31.420,100680.422,1006.80420,-0.2537
269000,static,31.420,100680.250,1006.80249,-0.2378
269200,static,31.430,100679.500,1006.79498,-0.1744
269401,static,31.420,100679.977,1006.79974,-0.2167
269600,static,31.430,100680.453,1006.80450,-0.2537
269800,static,31.430,100679.320,1006.79321,-0.1585
270000,static,31.420,100682.297,1006.82300,-0.4069
270200,static,31.430,100679.859,1006.79858,-0.2061
270400,static,31.430,100679.383,1006.79382,-0.1638
270600,static,31.430,100678.664,1006.78662,-0.1057
270800,static,31.430,100678.961,1006.78961,-0.1268
271000,static,31.430,100679.680,1006.79681,-0.1902
271200,static,31.420,100678.906,1006.78906,-0.1268
271400,static,31.420,100677.273,1006.77271,0.0132
271600,static,31.420,100675.781,1006.75781,0.1374
271800,static,31.420,100679.977,1006.79974,-0.2167
272000,static,31.420,100679.234,1006.79236,-0.1533
272200,static,31.420,100680.422,1006.80420,-0.2537
272400,static,31.420,100679.531,1006.79529,-0.1744
272601,static,31.420,100682.477,1006.82477,-0.4228
272800,static,31.420,100680.422,1006.80420,-0.2537
273000,static,31.420,100681.375,1006.81372,-0.3329
273200,static,31.420,100681.938,1006.81940,-0.3805
273400,static,31.420,100679.891,1006.79889,-0.2061
273600,static,31.420,100679.531,1006.79529,-0.1744
273800,static,31.420,100683.578,1006.83575,-0.5179
274000,static,31.410,100679.516,1006.79517,-0.1744
274200,static,31.420,100678.820,1006.78821,-0.1163
274400,static,31.420,100680.547,1006.80548,-0.2589
274600,static,31.420,100678.703,1006.78705,-0.1057
274800,static,31.410,100680.766,1006.80768,-0.2801
275000,static,31.410,100679.953,1006.79956,-0.2114
275200,static,31.410,100679.094,1006.79095,-0.1374
275400,static,31.420,100680.547,1006.80548,-0.2589
275600,static,31.410,100681.469,1006.81470,-0.3382
275800,static,31.410,100680.047,1006.80048,-0.2220
276000,static,31.410,100680.313,1006.80310,-0.2431
276200,static,31.410,100676.531,1006.76532,0.0740
276400,static,31.420,100682.328,1006.82330,-0.4122
276600,static,31.410,100681.422,1006.81421,-0.3329
276800,static,31.410,100679.242,1006.79242,-0.1533
277000,static,31.400,100681.750,1006.81750,-0.3646
277200,static,31.410,100681.234,1006.81232,-0.3224
277400,static,31.410,100681.234,1006.81232,-0.3224
277600,static,31.400,100680.313,1006.80310,-0.2431
277800,static,31.410,100681.234,1006.81232,-0.3224
278000,static,31.400,100679.781,1006.79779,-0.1955
278200,static,31.400,100679.422,1006.79419,-0.1691
278400,static,31.400,100680.500,1006.80499,-0.2589
278600,static,31.410,100679.992,1006.79993,-0.2167
278800,static,31.410,100680.578,1006.80579,-0.2642
279000,static,31.410,100679.633,1006.79633,-0.1850
279200,static,31.400,100678.063,1006.78064,-0.0528
279401,static,31.420,100680.719,1006.80719,-0.2748
279600,static,31.400,100676.156,1006.76154,0.1057
279800,static,31.410,100681.656,1006.81659,-0.3541
280000,static,31.410,100681.359,1006.81360,-0.3276
280200,static,31.410,100679.594,1006.79596,-0.1797
280400,static,31.410,100681.172,1006.81171,-0.3118
280600,static,31.410,100680.406,1006.80408,-0.2484
280800,static,31.420,100681.320,1006.81323,-0.3276
281000,static,31.410,100679.750,1006.79749,-0.1955
281200,static,31.410,100682.313,1006.82312,-0.4069
281400,static,31.410,100680.406,1006.80408,-0.2484
281600,static,31.400,100682.219,1006.82220,-0.4016
281800,static,31.400,100679.063,1006.79065,-0.1374
282000,static,31.410,100680.523,1006.80524,-0.2589
282200,static,31.410,100684.688,1006.84686,-0.6077
282400,static,31.410,100681.172,1006.81171,-0.3118
282600,static,31.410,100681.359,1006.81360,-0.3276
282800,static,31.400,100679.781,1006.79779,-0.1955
283000,static,31.410,100679.633,1006.79633,-0.1850
283200,static,31.410,100681.953,1006.81952,-0.3805
283400,static,31.410,100681.656,1006.81659,-0.3541
283601,static,31.410,100679.813,1006.79810,-0.2008
283800,static,31.400,100678.359,1006.78357,-0.0793
284000,static,31.410,100681.828,1006.81830,-0.3699
284200,static,31.410,100680.844,1006.80841,-0.2854
284400,static,31.410,100683.172,1006.83173,-0.4809
284600,static,31.410,100681.172,1006.81171,-0.3118
284800,static,31.420,100682.031,1006.82031,-0.3858
285000,static,31.410,100681.203,1006.81201,-0.3171
285200,static,31.420,100680.719,1006.80719,-0.2748
285400,static,31.420,100682.453,1006.82452,-0.4228
285600,static,31.410,100682.070,1006.82068,-0.3911
285800,static,31.410,100680.578,1006.80579,-0.2642
286000,static,31.410,100677.188,1006.77185,0.0185
286200,static,31.420,100681.078,1006.81079,-0.3065
286400,static,31.410,100680.844,1006.80841,-0.2854
286600,static,31.420,100680.906,1006.80908,-0.2907
286800,static,31.410,100679.875,1006.79877,-0.2061
287000,static,31.410,100679.688,1006.79688,-0.1902
287201,static,31.420,100679.469,1006.79468,-0.1744
287400,static,31.410,100680.461,1006.80463,-0.2537
287600,static,31.410,100681.383,1006.81384,-0.3329
287801,static,31.410,100682.070,1006.82068,-0.3911
288000,static,31.410,100679.688,1006.79688,-0.1902
288200,static,31.420,100677.813,1006.77814,-0.0317
288400,static,31.410,100678.141,1006.78143,-0.0581
288600,static,31.410,100681.359,1006.81360,-0.3276
288800,static,31.420,100680.188,1006.80188,-0.2325
289000,static,31.420,100679.000,1006.78998,-0.1321
289200,static,31.430,100681.820,1006.81818,-0.3699
289400,static,31.420,100681.734,1006.81732,-0.3593
289600,static,31.420,100681.578,1006.81580,-0.3488
289800,static,31.430,100682.359,1006.82361,-0.4122
290000,static,31.430,100680.391,1006.80389,-0.2484
290200,static,31.430,100683.125,1006.83124,-0.4756
290400,static,31.420,100681.227,1006.81226,-0.3171
290600,static,31.430,100683.672,1006.83673,-0.5232
290800,static,31.430,100682.063,1006.82062,-0.3911
291000,static,31.430,100679.563,1006.79565,-0.1797
291200,static,31.430,100680.750,1006.80750,-0.2801
291401,static,31.430,100684.375,1006.84375,-0.5813
291600,static,31.430,100682.891,1006.82892,-0.4598
291800,static,31.430,100682.797,1006.82794,-0.4492
292000,static,31.430,100683.070,1006.83069,-0.4756
292200,static,31.430,100685.813,1006.85815,-0.7028
292400,static,31.430,100684.500,1006.84497,-0.5919
292600,static,31.420,100684.617,1006.84619,-0.6024
292800,static,31.420,100682.570,1006.82568,-0.4333
293000,static,31.430,100685.391,1006.85388,-0.6659
293200,static,31.420,100681.203,1006.81201,-0.3171
293400,static,31.420,100682.984,1006.82983,-0.4650
293600,static,31.420,100679.977,1006.79974,-0.2167
293800,static,31.420,100679.656,1006.79657,-0.1850
294000,static,31.420,100681.375,1006.81372,-0.3329
294200,static,31.430,100681.281,1006.81281,-0.3224
294400,static,31.430,100681.188,1006.81189,-0.3171
294600,static,31.430,100681.523,1006.81525,-0.3435
294800,static,31.420,100679.797,1006.79797,-0.2008
295000,static,31.430,100679.406,1006.79407,-0.1638
295200,static,31.430,100679.563,1006.79565,-0.1797
295400,static,31.430,100679.203,1006.79205,-0.1480
295600,static,31.440,100679.766,1006.79767,-0.1955
295800,static,31.430,100679.109,1006.79108,-0.1427
296000,static,31.430,100680.000,1006.79999,-0.2167
296200,static,31.440,100682.703,1006.82703,-0.4439
296400,static,31.440,100679.703,1006.79706,-0.1902
296600,static,31.430,100681.547,1006.81549,-0.3435
296800,static,31.430,100680.828,1006.80829,-0.2854
297000,static,31.440,100681.016,1006.81018,-0.3012
297201,static,31.430,100682.680,1006.82678,-0.4386
297400,static,31.430,100680.094,1006.80096,-0.2220
297600,static,31.440,100680.125,1006.80127,-0.2272
297800,static,31.430,100680.828,1006.80829,-0.2854
298000,static,31.430,100680.984,1006.80981,-0.3012
298200,static,31.430,100681.883,1006.81885,-0.3752
298400,static,31.430,100683.391,1006.83392,-0.5020
298600,static,31.430,100683.156,1006.83154,-0.4809
298800,static,31.430,100681.367,1006.81366,-0.3329
299000,static,31.430,100681.109,1006.81110,-0.3065
299200,static,31.430,100681.172,1006.81171,-0.3118
299400,static,31.430,100680.477,1006.80475,-0.2589
299600,static,31.430,100682.594,1006.82593,-0.4333
299800,static,31.430,100680.984,1006.80981,-0.3012
