source_file,mag_ellipsoid_20260616_203040.csv
t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal
90650,155,88,308,76.585052,174.728225,347.436414
90700,155,88,308,76.585052,174.728225,347.436414
90750,139,25,333,59.762934,112.879968,373.668700
90800,109,-54,349,28.778403,35.426886,391.072532
90850,55,-134,349,-26.304657,-42.984871,392.471945
90900,55,-134,349,-26.304657,-42.984871,392.471945
90950,-15,-217,323,-97.320396,-124.144312,367.656647
91000,-79,-283,277,-161.968717,-188.458180,322.287391
91050,-139,-308,230,-222.295735,-212.731257,275.414591
91100,-139,-308,230,-222.295735,-212.731257,275.414591
91150,-186,-297,201,-269.425778,-201.990871,246.300033
91200,-224,-274,179,-307.451857,-179.559503,224.075203
91250,-241,-265,165,-324.431789,-170.736979,209.924395
91300,-241,-265,165,-324.431789,-170.736979,209.924395
91350,-258,-258,144,-341.357169,-163.789123,188.687157
91400,-281,-243,115,-364.214039,-148.987624,159.296481
91450,-298,-242,75,-380.995115,-147.685694,118.830909
91500,-298,-242,75,-380.995115,-147.685694,118.830909
91550,-296,-264,56,-378.935807,-168.929523,99.758576
91600,-296,-282,31,-378.812604,-186.218014,74.568888
91650,-297,-291,-1,-379.572559,-194.655140,42.181891
91700,-297,-291,-1,-379.572559,-194.655140,42.181891
91750,-299,-298,-39,-381.271531,-201.081717,3.689780
91800,-298,-299,-92,-379.754898,-201.469942,-50.129302
91850,-293,-294,-148,-374.128514,-195.944736,-107.099293
91900,-293,-294,-148,-374.128514,-195.944736,-107.099293
91950,-282,-272,-213,-362.241173,-173.694515,-173.452977
92000,-262,-247,-271,-341.309243,-148.534553,-232.818296
92050,-229,-220,-327,-307.249801,-121.359358,-290.300394
92100,-229,-220,-327,-307.249801,-121.359358,-290.300394
92150,-190,-190,-373,-267.205653,-91.327095,-337.718656
92200,-145,-164,-409,-221.222981,-65.267620,-374.996363
92250,-98,-136,-435,-173.303332,-37.353162,-402.160560
92300,-98,-136,-435,-173.303332,-37.353162,-402.160560
92350,-39,-104,-455,-113.291971,-5.522518,-423.391864
92400,22,-66,-461,-51.355955,32.022045,-430.491584
92450,72,-26,-456,-0.626315,71.324865,-426.336498
92500,72,-26,-456,-0.626315,71.324865,-426.336498
92550,117,30,-434,44.992939,126.019480,-405.045242
92600,165,85,-402,93.539662,179.648596,-373.617276
92650,165,85,-402,93.539662,179.648596,-373.617276
92700,222,126,-353,150.922034,219.491060,-324.859840
92750,267,161,-293,196.034968,253.279634,-264.750242
92800,282,196,-235,210.858779,286.892205,-206.381253
92850,282,196,-235,210.858779,286.892205,-206.381253
92900,260,255,-161,188.305617,343.501961,-131.669546
92950,246,286,-49,173.282213,372.428600,-18.140205
93000,234,284,37,160.313295,369.455499,69.329011
93050,234,284,37,160.313295,369.455499,69.329011
93100,200,282,95,125.389149,366.644128,128.577749
93150,160,275,142,84.476781,359.035263,176.769092
93200,126,247,197,49.410137,330.888736,233.256350
93250,126,247,197,49.410137,330.888736,233.256350
93301,68,210,246,-9.904599,293.868386,283.981654
93350,7,174,270,-72.001628,258.077934,309.338068
93400,-59,117,290,-139.249904,201.808766,330.911116
93450,-59,117,290,-139.249904,201.808766,330.911116
93500,-119,46,294,-200.373996,132.094828,336.331875
93550,-173,-25,277,-255.233148,62.650631,320.369514
93600,-209,-100,253,-291.865854,-10.500867,297.168433
93650,-209,-100,253,-291.865854,-10.500867,297.168433
93700,-228,-154,227,-311.165851,-63.028722,271.541708
93750,-230,-172,221,-313.247101,-80.538644,265.665470
93800,-220,-176,231,-303.267447,-84.485043,275.767312
93850,-220,-176,231,-303.267447,-84.485043,275.767312
93900,-214,-172,238,-297.247109,-80.619402,282.773753
93950,-219,-157,237,-302.189882,-66.006024,281.642269
94000,-229,-150,231,-312.188457,-59.176384,275.569461
94050,-229,-150,231,-312.188457,-59.176384,275.569461
94100,-229,-156,229,-312.208686,-65.008626,273.604263
94150,-221,-175,231,-304.271132,-83.515947,275.766031
94200,-207,-193,241,-290.342711,-101.095667,285.982598
94250,-207,-193,241,-290.342711,-101.095667,285.982598
94300,-173,-198,266,-256.268045,-106.023818,311.095300
94350,-115,-172,305,-197.877569,-80.700564,349.852668
94400,-70,-138,330,-152.432493,-47.504089,374.431476
94450,-70,-138,330,-152.432493,-47.504089,374.431476
94500,-40,-107,342,-122.035631,-17.191180,385.987116
94550,-15,-77,348,-96.638711,12.178808,391.509236
94600,11,-43,350,-70.166405,45.502007,392.915924
94650,11,-43,350,-70.166405,45.502007,392.915924
94700,25,-4,348,-55.745791,83.668345,390.322037
94751,44,48,337,-36.100892,134.650326,378.397975
94800,59,105,316,-20.367354,190.593984,356.303040
94850,59,105,316,-20.367354,190.593984,356.303040
94900,53,162,285,-25.752969,246.508694,324.256564
94950,33,204,253,-45.371825,287.706595,291.494502
95000,-5,224,230,-83.408017,307.221842,268.287073
95050,-5,224,230,-83.408017,307.221842,268.287073
95100,-35,225,219,-113.603439,308.120170,257.396197
95150,-56,213,223,-134.937257,296.229460,261.792873
95200,-61,200,232,-140.161542,283.413817,271.123050
95250,-61,200,232,-140.161542,283.413817,271.123050
95300,-55,199,237,-134.154835,282.422909,276.153333
95350,-21,184,258,-100.107429,267.781660,297.313719
95400,-21,184,258,-100.107429,267.781660,297.313719
95450,26,169,278,-52.916671,253.237138,317.332809
95500,88,155,286,9.551064,239.898789,325.010022
95550,154,123,293,75.950854,209.035304,331.830320
95600,154,123,293,75.950854,209.035304,331.830320
95650,211,86,287,133.350931,173.376450,325.591301
95700,262,60,269,184.878022,148.542161,307.104050
95750,301,30,255,224.216619,119.682088,292.838692
95800,301,30,255,224.216619,119.682088,292.838692
95850,330,6,235,253.550043,96.675962,272.511486
95900,366,-25,199,290.064117,67.061520,235.945594
95951,404,-61,150,328.691586,32.724282,186.213924
96000,404,-61,150,328.691586,32.724282,186.213924
96050,427,-114,106,352.004267,-18.353510,141.891137
96100,421,-188,89,345.618890,-90.408111,125.497098
96150,390,-270,94,313.710746,-170.674313,131.773224
96200,390,-270,94,313.710746,-170.674313,131.773224
96250,331,-356,99,253.488297,-255.028018,138.364180
96300,260,-428,81,181.457420,-325.549105,121.561831
96350,184,-482,33,104.784233,-378.211898,74.146239
96400,184,-482,33,104.784233,-378.211898,74.146239
96450,100,-508,7,20.000590,-403.849163,48.841727
96500,11,-507,19,-70.024109,-403.592160,61.877876
96550,-72,-483,38,-153.903120,-380.931336,81.712230
96600,-72,-483,38,-153.903120,-380.931336,81.712230
96650,-148,-442,50,-230.530247,-341.560819,94.184169
96700,-208,-398,49,-290.847241,-299.015183,93.267155
96750,-251,-356,38,-333.905842,-258.199180,82.052743
96800,-251,-356,38,-333.905842,-258.199180,82.052743
96850,-279,-320,36,-361.936893,-223.237016,79.898224
96900,-293,-288,55,-376.053619,-192.315419,98.977098
96950,-294,-256,93,-377.220558,-161.516292,137.224248
97000,-294,-256,93,-377.220558,-161.516292,137.224248
97050,-281,-215,151,-364.377728,-122.062754,195.546835
97100,-249,-165,211,-332.299507,-73.724542,255.617853
97151,-201,-115,266,-284.008372,-25.225971,310.456626
97200,-201,-115,266,-284.008372,-25.225971,310.456626
97250,-148,-52,302,-230.396169,36.197842,345.810436
97300,-82,-17,329,-163.747916,70.486637,372.205998
97350,-4,6,343,-84.929622,93.288755,385.415716
97400,-4,6,343,-84.929622,93.288755,385.415716
97450,93,10,344,13.084508,97.820522,385.448563
97500,193,4,321,114.295791,92.878180,361.190487
97550,281,-4,276,203.583409,86.146398,314.729942
97600,281,-4,276,203.583409,86.146398,314.729942
97650,356,-14,211,279.917722,77.596658,248.107562
97700,400,-12,148,324.993086,80.528802,183.684648
97750,427,-9,91,352.842172,84.258724,125.508177
97800,427,-9,91,352.842172,84.258724,125.508177
97850,447,-27,35,373.471055,67.441937,68.645088
97900,459,-85,-20,385.744101,11.533663,13.313297
97950,452,-174,-84,378.704359,-74.647828,-50.634159
98000,452,-174,-84,378.704359,-74.647828,-50.634159
98050,421,-273,-99,346.877624,-171.281626,-64.481288
98100,367,-363,-102,291.757624,-259.417440,-66.018712
98150,292,-437,-102,215.498213,-332.113581,-64.481814
98200,292,-437,-102,215.498213,-332.113581,-64.481814
98250,206,-491,-67,127.918902,-385.752015,-27.515902
98300,105,-512,-8,25.170788,-407.554554,33.604996
98350,105,-512,-8,25.170788,-407.554554,33.604996
98400,2,-499,44,-79.305831,-396.119983,87.264266
98450,-87,-458,83,-169.327946,-357.131148,127.279944
98500,-159,-362,134,-241.928536,-264.498521,178.714044
98550,-159,-362,134,-241.928536,-264.498521,178.714044
98600,-181,-313,258,-265.031586,-218.193693,304.309277
98650,-204,-218,250,-287.563904,-125.566855,295.366866
98700,-201,-117,275,-284.108671,-27.275996,319.617852
98750,-201,-117,275,-284.108671,-27.275996,319.617852
98800,-193,-15,274,-275.343792,72.308499,317.407045
98850,-175,59,260,-256.534998,144.782023,302.205109
98900,-165,110,239,-245.892458,194.838532,280.224325
98950,-165,110,239,-245.892458,194.838532,280.224325
99000,-158,137,224,-238.497174,221.392841,264.628483
99050,-153,147,220,-233.341073,231.226605,260.408579
99100,-153,154,211,-233.207786,238.155099,251.192553
99150,-153,154,211,-233.207786,238.155099,251.192553
99200,-139,153,227,-219.225279,237.096412,267.315674
99250,-114,143,259,-194.343891,227.153697,299.678630
99300,-78,123,295,-158.454082,207.482777,336.106637
99351,-78,123,295,-158.454082,207.482777,336.106637
99400,-20,100,331,-100.357846,185.029920,372.354602
99450,38,94,346,-41.946210,179.394012,387.091199
99500,81,123,333,1.813088,208.115297,373.155977
99550,81,123,333,1.813088,208.115297,373.155977
99600,144,137,318,65.698435,222.355045,357.160630
99650,228,147,282,150.976571,233.060721,319.680828
99700,303,144,231,227.221571,231.187399,267.198429
99750,303,144,231,227.221571,231.187399,267.198429
99800,362,134,173,287.323614,222.455382,207.839252
99850,410,105,111,336.225910,195.156451,144.732858
99900,449,61,47,375.956056,153.184659,79.847009
99950,449,61,47,375.956056,153.184659,79.847009
100000,476,-5,-2,403.272492,89.504038,30.550594
100050,490,-95,-28,417.074315,2.068926,4.999040
100100,483,-205,-40,409.392757,-105.172044,-5.913374
100150,483,-205,-40,409.392757,-105.172044,-5.913374
100200,447,-317,-21,372.099780,-214.895481,14.956638
100250,382,-411,0,305.608003,-307.269678,37.941000
100301,294,-477,45,215.832174,-372.739229,85.212572
100350,294,-477,45,215.832174,-372.739229,85.212572
100400,181,-507,106,100.881935,-403.424100,148.579205
100450,57,-496,154,-24.785102,-394.035624,198.401725
100500,-38,-457,185,-120.804682,-356.950082,230.373563
100550,-38,-457,185,-120.804682,-356.950082,230.373563
100600,-111,-403,202,-194.363585,-304.930553,247.751383
100650,-183,-321,213,-266.669408,-225.519245,258.719777
100700,-230,-231,215,-313.578281,-138.038813,260.219228
100750,-230,-231,215,-313.578281,-138.038813,260.219228
100800,-253,-135,215,-336.181427,-44.523960,259.389685
100850,-262,-38,195,-344.440454,50.278147,238.104115
100900,-255,35,174,-336.683618,121.780125,215.911250
100950,-255,35,174,-336.683618,121.780125,215.911250
101000,-237,88,164,-318.052083,173.720242,205.001384
101050,-223,119,155,-303.616500,204.157749,195.386826
101100,-223,119,155,-303.616500,204.157749,195.386826
101150,-218,133,153,-298.453366,217.872368,193.154040
101200,-201,140,170,-281.396909,224.628063,210.175926
101250,-183,131,205,-263.609938,215.581980,245.642106
101300,-183,131,205,-263.609938,215.581980,245.642106
101350,-168,113,239,-248.903513,197.745821,280.220480
101400,-154,101,257,-235.012934,185.932584,298.495117
101450,-120,76,298,-201.225069,161.315202,340.074672
101500,-120,76,298,-201.225069,161.315202,340.074672
101551,-73,51,335,-154.264815,136.827426,377.466496
101600,-14,36,359,-94.989378,122.318234,401.431361
101650,68,30,372,-12.311601,116.862584,413.904723
101700,68,30,372,-12.311601,116.862584,413.904723
101750,157,28,365,77.658109,115.575088,405.956926
101800,248,-9,346,169.533614,80.283026,386.187624
101850,328,-78,312,250.230065,13.860591,351.643319
101900,328,-78,312,250.230065,13.860591,351.643319
101950,372,-156,272,294.555033,-61.514836,311.453198
102000,383,-243,237,305.432905,-145.944021,276.758492
102050,358,-331,208,279.875933,-231.652166,248.516035
102100,358,-331,208,279.875933,-231.652166,248.516035
102150,296,-425,169,216.995701,-323.348981,210.542648
102200,199,-491,140,118.843520,-388.066881,182.755911
102250,77,-518,114,-4.337461,-414.930543,157.830133
102300,77,-518,114,-4.337461,-414.930543,157.830133
102350,-30,-503,101,-112.212928,-400.858586,145.500089
102400,-119,-463,95,-201.806118,-362.352252,139.830191
102450,-195,-404,84,-278.091891,-305.167173,128.748846
102500,-195,-404,84,-278.091891,-305.167173,128.748846
102550,-257,-326,70,-340.079320,-229.318669,114.277332
102600,-299,-244,44,-381.718566,-149.303924,87.382671
102650,-320,-157,28,-402.205673,-64.381762,70.384753
102700,-320,-157,28,-402.205673,-64.381762,70.384753
102750,-322,-74,22,-403.620580,16.653378,63.401572
102800,-307,14,25,-387.914800,102.580505,65.338369
102851,-280,81,33,-360.272566,168.042434,72.466576
102900,-280,81,33,-360.272566,168.042434,72.466576
102950,-253,136,7,-332.380439,222.168673,45.200029
103000,-226,173,-38,-304.423179,258.940663,-1.163334
103050,-191,206,-59,-268.642326,291.599621,-23.188798
103100,-191,206,-59,-268.642326,291.599621,-23.188798
103150,-154,236,-73,-230.928448,321.267975,-38.092389
103200,-120,257,-66,-196.508039,341.905137,-31.543257
103250,-113,266,-40,-189.628319,350.447606,-5.307200
103300,-113,266,-40,-189.628319,350.447606,-5.307200
103350,-133,254,-42,-209.893785,338.629253,-7.013074
103400,-172,224,-41,-249.502411,309.090182,-5.291348
103450,-214,188,-29,-292.287930,273.556599,7.695436
103500,-214,188,-29,-292.287930,273.556599,7.695436
103550,-242,148,33,-321.439796,233.664614,71.364493
103600,-256,101,107,-336.610025,186.903619,147.160515
103650,-265,26,163,-346.739361,113.053465,204.936406
103700,-265,26,163,-346.739361,113.053465,204.936406
103750,-273,-68,185,-355.654704,21.044363,228.384585
103800,-279,-152,174,-362.164124,-60.832933,218.193016
103850,-279,-152,174,-362.164124,-60.832933,218.193016
103900,-282,-220,146,-365.372607,-126.893021,190.533919
103950,-269,-276,130,-352.453536,-181.270744,174.774195
104000,-262,-327,78,-345.214757,-230.415028,122.460512
104050,-262,-327,78,-345.214757,-230.415028,122.460512
104100,-251,-369,13,-333.749652,-270.609203,56.808257
104150,-249,-374,-59,-331.065238,-274.685368,-16.270758
104200,-255,-349,-124,-336.332910,-249.620222,-82.492791
104250,-255,-349,-124,-336.332910,-249.620222,-82.492791
104300,-259,-316,-165,-339.759516,-216.999367,-124.450374
104350,-251,-297,-199,-331.222842,-198.035774,-159.262308
104400,-244,-266,-235,-323.597924,-167.348533,-196.227040
104451,-244,-266,-235,-323.597924,-167.348533,-196.227040
104500,-228,-221,-274,-306.759064,-122.909325,-236.478749
104550,-221,-167,-295,-299.127580,-69.945528,-258.463377
104600,-234,-97,-282,-311.925251,-1.875214,-245.903526
104650,-234,-97,-282,-311.925251,-1.875214,-245.903526
104700,-251,-29,-244,-329.019205,63.943327,-207.896078
104750,-253,38,-200,-331.023585,128.819376,-163.929973
104800,-234,108,-164,-311.714812,196.848732,-128.323819
104850,-234,108,-164,-311.714812,196.848732,-128.323819
104900,-203,177,-101,-280.550557,263.685648,-65.404924
104950,-149,237,1,-226.586630,321.465628,36.993674
105000,-71,268,87,-148.412393,351.284188,123.230171
105050,-71,268,87,-148.412393,351.284188,123.230171
105100,-22,277,114,-99.110478,360.092791,150.075219
105150,-10,277,125,-87.093547,360.051402,161.129344
105200,1,278,134,-76.060945,361.001029,170.151230
105250,1,278,134,-76.060945,361.001029,170.151230
105300,25,287,125,-51.667679,370.039249,160.681006
105350,30,290,118,-46.528726,373.076036,153.491385
105400,12,289,117,-64.710733,371.992548,152.661075
105450,12,289,117,-64.710733,371.992548,152.661075
105500,-6,284,116,-82.919130,367.006286,151.874604
105550,-16,274,137,-93.291175,356.953218,173.406036
105600,-14,247,189,-91.952011,330.052772,226.487480
105650,-14,247,189,-91.952011,330.052772,226.487480
105700,-8,214,238,-86.582266,297.357434,276.549535
105751,17,181,279,-61.939724,264.875125,318.303874
105800,65,156,306,-13.872405,240.503545,345.531234
105850,65,156,306,-13.872405,240.503545,345.531234
105900,123,139,318,44.495694,224.167886,357.341954
105950,178,131,310,100.085887,216.812875,348.773499
106000,196,148,296,118.518628,233.671859,334.196273
106050,196,148,296,118.518628,233.671859,334.196273
106100,158,203,258,80.858520,287.500782,295.373071
106150,84,253,207,6.921066,336.356207,243.751864
106200,16,262,181,-61.467143,344.973780,217.908906
106250,16,262,181,-61.467143,344.973780,217.908906
106300,-54,253,162,-132.062420,335.938952,199.390931
106350,-124,219,154,-202.929093,302.391224,192.317216
106400,-194,160,149,-273.989738,244.418275,188.563932
106450,-194,160,149,-273.989738,244.418275,188.563932
106500,-243,83,160,-324.108053,168.846028,201.052338
106550,-273,5,163,-354.960168,92.511118,205.243989
106600,-273,191,163,-353.733044,273.990144,203.205461
106650,-292,-65,148,-374.472186,24.251606,190.962886
106700,-303,-123,127,-385.764703,-32.181043,170.379967
106750,-314,-173,82,-396.772163,-80.545107,125.337883
106800,-314,-173,82,-396.772163,-80.545107,125.337883
106850,-320,-208,24,-402.503429,-114.098301,66.881790
106900,-317,-233,-33,-399.085855,-137.846140,9.244472
106950,-308,-249,-83,-389.614957,-152.849871,-41.441204
107000,-308,-249,-83,-389.614957,-152.849871,-41.441204
107050,-299,-241,-134,-379.976041,-144.425993,-93.405394
107100,-291,-208,-180,-371.230863,-111.671170,-140.556509
107150,-290,-156,-200,-369.683948,-60.709304,-161.445670
107200,-290,-156,-200,-369.683948,-60.709304,-161.445670
107250,-289,-93,-198,-368.277383,0.744076,-160.114860
107300,-287,-21,-178,-365.975367,70.788020,-140.613753
107350,-277,65,-120,-355.866501,154.127981,-82.755324
107400,-277,65,-120,-355.866501,154.127981,-82.755324
107450,-233,159,-1,-311.945618,244.829255,36.630559
107500,-151,207,129,-230.043938,290.778765,167.323083
107550,-81,209,200,-159.998114,292.413826,238.722662
107600,-81,209,200,-159.998114,292.413826,238.722662
107650,-76,175,245,-155.606536,258.780035,284.743441
107700,-64,133,287,-144.166724,217.419757,327.737714
107750,-33,117,311,-113.185799,201.750143,351.984531
107800,-33,117,311,-113.185799,201.750143,351.984531
107850,-6,95,332,-86.256554,180.232856,373.289384
107900,37,44,361,-43.431539,130.438333,402.881048
107950,74,4,376,-6.460152,91.490294,418.193523
108000,74,4,376,-6.460152,91.490294,418.193523
108050,113,-41,384,32.566561,47.753700,426.433091
108100,142,-76,386,61.614491,13.773827,428.566972
108150,178,-110,381,97.808746,-19.107451,423.513796
108200,178,-110,381,97.808746,-19.107451,423.513796
108250,227,-142,365,147.256331,-49.831017,407.142618
108300,290,-189,329,210.942477,-94.878428,370.490770
108350,341,-204,292,262.726028,-108.771850,332.588868
108400,341,-204,292,262.726028,-108.771850,332.588868
108450,382,-181,257,304.638098,-85.676806,296.398232
108500,401,-118,244,324.374925,-23.940275,282.322655
108550,395,-55,244,318.728868,37.488843,281.690255
108600,395,-55,244,318.728868,37.488843,281.690255
108650,370,11,252,293.829807,101.632011,289.332692
108700,327,68,269,250.599175,156.776544,306.387283
108750,256,114,290,178.969344,200.959879,327.895339
108801,256,114,290,178.969344,200.959879,327.895339
108850,168,133,315,89.947864,218.643489,353.925755
108900,62,120,335,-17.421431,205.040945,375.403701
108950,-53,80,328,-133.800088,165.331210,369.846746
109000,-53,80,328,-133.800088,165.331210,369.846746
109050,-143,22,305,-224.885580,108.399283,347.997453
109100,-195,-62,284,-277.771220,26.328103,328.096299
109150,-228,-167,246,-311.435505,-75.920977,290.978279
109200,-228,-167,246,-311.435505,-75.920977,290.978279
109250,-266,-234,168,-349.513370,-140.688290,212.873033
109300,-285,-268,95,-368.226540,-173.187159,139.299618
109350,-303,-266,19,-385.662884,-170.521579,62.275536
109400,-303,-266,19,-385.662884,-170.521579,62.275536
109450,-308,-257,-28,-390.200041,-161.258211,14.497796
109500,-313,-237,-46,-394.945297,-141.580048,-3.951623
109550,-313,-237,-46,-394.945297,-141.580048,-3.951623
109600,-318,-202,-83,-399.407704,-107.058242,-41.859533
109650,-308,-155,-150,-388.346353,-60.400356,-110.508492
109700,-285,-104,-208,-364.212042,-9.852567,-170.187801
109750,-285,-104,-208,-364.212042,-9.852567,-170.187801
109800,-276,-32,-203,-354.692873,60.401957,-165.986620
109850,-277,60,-124,-355.860775,149.293352,-86.762439
109900,-270,104,13,-349.824432,190.768560,51.808145
109950,-270,104,13,-349.824432,190.768560,51.808145
110000,-241,81,158,-322.081326,166.929756,199.023944
110050,-192,34,252,-273.797313,120.365203,294.519807
110100,-166,36,273,-247.720012,122.257968,315.571302
110150,-166,36,273,-247.720012,122.257968,315.571302
110200,-135,44,295,-216.561392,130.026922,337.524125
110250,-98,47,316,-179.364385,132.967952,358.458200
110301,-69,15,341,-150.519262,101.663084,383.915209
110350,-69,15,341,-150.519262,101.663084,383.915209
110400,-30,-63,372,-111.932865,25.476522,415.872458
110450,12,-159,380,-70.211774,-68.000658,424.641943
110500,62,-246,366,-20.136122,-152.402699,410.894834
110550,62,-246,366,-20.136122,-152.402699,410.894834
110600,115,-305,343,33.242211,-209.366886,387.672508
110650,178,-345,309,96.955182,-247.606360,352.974898
110700,250,-374,259,169.988123,-274.878470,301.821969
110750,250,-374,259,169.988123,-274.878470,301.821969
110800,338,-355,205,259.540976,-255.167884,245.926201
110850,424,-309,114,347.609491,-208.721250,152.181167
110900,454,-229,112,378.465123,-130.445912,148.983075
110950,454,-229,112,378.465123,-130.445912,148.983075
111000,460,-151,139,384.780106,-54.598135,175.488061
111050,447,-71,169,371.883879,23.042798,205.201449
111100,412,-6,205,336.604401,85.837423,241.385028
111150,412,-6,205,336.604401,85.837423,241.385028
111200,365,54,239,289.187901,143.696331,275.708589
111250,297,109,266,220.590225,196.614942,303.181843
111300,222,145,289,144.833933,230.993030,326.869167
111350,222,145,289,144.833933,230.993030,326.869167
111400,127,153,310,48.706615,237.941666,349.025974
111450,29,123,330,-50.692576,207.805110,370.612812
111500,-54,70,334,-134.934415,155.501917,376.058894
111550,-54,70,334,-134.934415,155.501917,376.058894
111601,-118,4,329,-199.979546,90.738697,372.324259
111650,-167,-65,309,-249.745055,23.311754,353.245151
111700,-216,-118,266,-299.182404,-28.252013,310.634679
111750,-216,-118,266,-299.182404,-28.252013,310.634679
111800,-260,-159,207,-343.334319,-67.899112,251.596640
111850,-288,-199,146,-371.295756,-106.443038,190.361832
111900,-298,-234,90,-381.087510,-140.044541,133.975409
111950,-298,-234,90,-381.087510,-140.044541,133.975409
112000,-313,-241,10,-395.513670,-146.096573,52.959016
112050,-318,-214,-58,-399.728830,-119.040562,-16.341051
112100,-322,-167,-83,-403.217924,-72.935353,-42.204414
112150,-322,-167,-83,-403.217924,-72.935353,-42.204414
112200,-324,-122,-87,-404.902891,-28.998493,-46.740164
112250,-324,-82,-76,-404.745454,9.908697,-36.008293
112300,-324,-43,-39,-404.846250,47.555237,1.136981
112350,-322,-43,-39,-402.825685,47.568432,1.117625
112400,-311,-5,32,-392.149030,83.939216,72.693669
112450,-278,18,131,-359.616110,105.512863,172.654588
112500,-278,18,131,-359.616110,105.512863,172.654588
112550,-222,-19,239,-304.329640,68.597992,282.189804
112600,-159,-83,308,-241.771869,5.813007,352.349524
112650,-93,-109,349,-175.661556,-19.568950,393.630334
112700,-93,-109,349,-175.661556,-19.568950,393.630334
112750,5,-173,376,-77.337404,-81.662712,420.801214
112800,103,-250,366,21.259078,-156.034978,410.541864
112850,164,-266,351,82.925935,-171.079236,394.894668
112900,164,-266,351,82.925935,-171.079236,394.894668
112950,225,-266,334,144.717709,-170.490475,377.041157
113000,290,-235,314,210.784169,-139.595940,355.762743
113050,348,-194,285,269.931729,-98.892012,325.303172
113100,348,-194,285,269.931729,-98.892012,325.303172
113150,392,-137,251,315.089282,-42.614551,289.726346
113200,418,-67,216,342.157192,26.239135,253.165773
113250,403,16,211,327.598931,107.177548,247.323888
113300,403,16,211,327.598931,107.177548,247.323888
113350,362,91,213,286.652793,180.062160,248.929667
113400,303,156,220,227.407202,243.016282,255.896647
113450,236,198,229,159.908251,283.454749,265.224086
113500,236,198,229,159.908251,283.454749,265.224086
113550,159,214,245,82.067192,298.382488,282.041613
113600,81,198,275,2.869236,281.927994,313.436233
113650,-8,153,300,-87.584763,237.160610,340.177756
113700,-8,153,300,-87.584763,237.160610,340.177756
113750,-90,80,310,-171.006338,165.284382,351.926228
113800,-137,1,316,-219.068891,87.828742,359.339805
113850,-166,-63,308,-248.711899,25.280699,352.198075
113900,-166,-63,308,-248.711899,25.280699,352.198075
113950,-194,-117,286,-277.143153,-27.350372,330.720369
114000,-221,-166,254,-304.434355,-74.986779,299.023399
114050,-247,-200,213,-330.529209,-107.882545,258.013047
114100,-247,-200,213,-330.529209,-107.882545,258.013047
114150,-272,-198,175,-355.405306,-105.679621,219.644899
114200,-292,-159,149,-375.102024,-67.474560,193.008588
114250,-304,-126,126,-386.785100,-35.103762,169.407046
114300,-304,-126,126,-386.785100,-35.103762,169.407046
114350,-312,-109,101,-394.513248,-18.295753,143.911191
114400,-318,-97,73,-400.224783,-6.320138,115.404342
114450,-322,-86,50,-403.970742,4.638179,91.966490
114500,-322,-86,50,-403.970742,4.638179,91.966490
114550,-319,-70,54,-400.873048,20.225231,95.824012
114600,-311,-32,69,-392.685257,57.189973,110.562291
114650,-298,0,90,-379.543708,88.267781,131.410809
114700,-298,0,90,-379.543708,88.267781,131.410809
114750,-275,9,143,-356.760779,96.619895,184.909935
114800,-231,-22,229,-313.345193,65.721133,272.155003
114850,-195,-73,276,-277.766366,15.683151,320.093029
114900,-195,-73,276,-277.766366,15.683151,320.093029
114950,-142,-155,315,-225.139827,-64.401500,360.082451
115000,-72,-249,333,-155.214409,-155.852163,378.713809
115050,-14,-336,312,-96.988748,-240.124705,357.780924
115100,-14,-336,312,-96.988748,-240.124705,357.780924
115150,48,-420,260,-34.402137,-321.104023,305.296611
115200,109,-469,205,27.434136,-367.907779,249.391946
115250,109,-469,205,27.434136,-367.907779,249.391946
115300,166,-494,152,85.368261,-391.343196,195.293916
115350,229,-494,103,149.490304,-390.390525,144.925735
115400,303,-469,57,224.861359,-365.005820,97.223532
115450,303,-469,57,224.861359,-365.005820,97.223532
115500,374,-416,23,297.270154,-312.453002,61.429232
115550,429,-344,-12,353.649457,-241.456603,24.566069
115600,463,-272,-12,388.474083,-170.982345,23.447900
115650,463,-272,-12,388.474083,-170.982345,23.447900
115700,483,-195,6,409.013531,-95.919259,40.689042
115751,481,-112,62,406.998570,-15.563628,96.665533
115800,451,-38,141,376.413717,55.573955,176.367662
115850,451,-38,141,376.413717,55.573955,176.367662
115900,407,12,199,331.729811,103.432681,235.143271
115950,355,45,249,278.928914,134.739515,286.058796
116000,290,69,291,213.012392,157.267017,329.074948
116050,290,69,291,213.012392,157.267017,329.074948
116100,201,85,328,122.844697,171.885429,367.333665
116150,107,83,350,27.652009,169.072766,390.605871
116200,2,56,353,-78.634837,142.003426,394.964441
116250,2,56,353,-78.634837,142.003426,394.964441
116300,-105,-1,334,-186.927250,85.891196,377.330634
116350,-176,-78,302,-258.855618,10.645078,346.366384
116400,-209,-162,267,-292.410391,-71.147313,312.064642
116450,-209,-162,267,-292.410391,-71.147313,312.064642
116500,-221,-242,230,-304.703483,-148.876464,275.484861
116550,-230,-307,172,-313.663520,-211.720260,217.386597
116600,-244,-344,102,-327.374104,-247.146103,146.844106
116650,-244,-344,102,-327.374104,-247.146103,146.844106
116700,-253,-356,47,-336.013512,-258.311014,91.211407
